type,host,value,type_instance,time
memory,VM10-1-9-207,149479424.0,buffered,01:25:51.222973
memory,VM10-1-9-207,3751104512.0,cached,01:25:51.222973
memory,VM10-1-9-207,3880677376.0,free,01:25:51.222973
memory,VM10-1-9-207,323473408.0,slab_recl,01:25:51.222973
memory,VM10-1-9-207,36409344.0,slab_unrecl,01:25:51.222973
memory,VM10-1-9-207,234512384.0,used,01:25:51.222973
memory,VM10-1-9-207,149651456.0,buffered,01:26:01.211898
memory,VM10-1-9-207,3751313408.0,cached,01:26:01.211898
memory,VM10-1-9-207,3772444672.0,free,01:26:01.211898
memory,VM10-1-9-207,323825664.0,slab_recl,01:26:01.211898
memory,VM10-1-9-207,36757504.0,slab_unrecl,01:26:01.211898
memory,VM10-1-9-207,341663744.0,used,01:26:01.211898
memory,VM10-1-9-207,149671936.0,buffered,01:26:11.210831
memory,VM10-1-9-207,3752972288.0,cached,01:26:11.210831
memory,VM10-1-9-207,3766935552.0,free,01:26:11.210831
memory,VM10-1-9-207,323829760.0,slab_recl,01:26:11.210831
memory,VM10-1-9-207,36421632.0,slab_unrecl,01:26:11.210831
memory,VM10-1-9-207,345825280.0,used,01:26:11.210831
memory,VM10-1-9-207,149676032.0,buffered,01:26:21.210932
memory,VM10-1-9-207,3752980480.0,cached,01:26:21.210932
memory,VM10-1-9-207,3765350400.0,free,01:26:21.210932
memory,VM10-1-9-207,323768320.0,slab_recl,01:26:21.210932
memory,VM10-1-9-207,36163584.0,slab_unrecl,01:26:21.210932
memory,VM10-1-9-207,347717632.0,used,01:26:21.210932
memory,VM10-1-9-207,149684224.0,buffered,01:26:31.211505
memory,VM10-1-9-207,3752988672.0,cached,01:26:31.211505
memory,VM10-1-9-207,3763249152.0,free,01:26:31.211505
memory,VM10-1-9-207,323743744.0,slab_recl,01:26:31.211505
memory,VM10-1-9-207,35971072.0,slab_unrecl,01:26:31.211505
memory,VM10-1-9-207,350019584.0,used,01:26:31.211505
memory,VM10-1-9-207,149692416.0,buffered,01:26:41.210822
memory,VM10-1-9-207,3752996864.0,cached,01:26:41.210822
memory,VM10-1-9-207,3761283072.0,free,01:26:41.210822
memory,VM10-1-9-207,323739648.0,slab_recl,01:26:41.210822
memory,VM10-1-9-207,35893248.0,slab_unrecl,01:26:41.210822
memory,VM10-1-9-207,352051200.0,used,01:26:41.210822
memory,VM10-1-9-207,149696512.0,buffered,01:26:51.211052
memory,VM10-1-9-207,3753005056.0,cached,01:26:51.211052
memory,VM10-1-9-207,3757277184.0,free,01:26:51.211052
memory,VM10-1-9-207,323731456.0,slab_recl,01:26:51.211052
memory,VM10-1-9-207,35696640.0,slab_unrecl,01:26:51.211052
memory,VM10-1-9-207,356249600.0,used,01:26:51.211052
memory,VM10-1-9-207,149696512.0,buffered,01:27:01.211416
memory,VM10-1-9-207,3753013248.0,cached,01:27:01.211416
memory,VM10-1-9-207,3754958848.0,free,01:27:01.211416
memory,VM10-1-9-207,323735552.0,slab_recl,01:27:01.211416
memory,VM10-1-9-207,36065280.0,slab_unrecl,01:27:01.211416
memory,VM10-1-9-207,358187008.0,used,01:27:01.211416
memory,VM10-1-9-207,149704704.0,buffered,01:27:11.211112
memory,VM10-1-9-207,3753009152.0,cached,01:27:11.211112
memory,VM10-1-9-207,3753050112.0,free,01:27:11.211112
memory,VM10-1-9-207,323739648.0,slab_recl,01:27:11.211112
memory,VM10-1-9-207,35962880.0,slab_unrecl,01:27:11.211112
memory,VM10-1-9-207,360189952.0,used,01:27:11.211112
memory,VM10-1-9-207,149708800.0,buffered,01:27:21.210816
memory,VM10-1-9-207,3753029632.0,cached,01:27:21.210816
memory,VM10-1-9-207,3751211008.0,free,01:27:21.210816
memory,VM10-1-9-207,323727360.0,slab_recl,01:27:21.210816
memory,VM10-1-9-207,35778560.0,slab_unrecl,01:27:21.210816
memory,VM10-1-9-207,362201088.0,used,01:27:21.210816
memory,VM10-1-9-207,149708800.0,buffered,01:27:31.210947
memory,VM10-1-9-207,3753037824.0,cached,01:27:31.210947
memory,VM10-1-9-207,3748888576.0,free,01:27:31.210947
memory,VM10-1-9-207,323719168.0,slab_recl,01:27:31.210947
memory,VM10-1-9-207,35700736.0,slab_unrecl,01:27:31.210947
memory,VM10-1-9-207,364601344.0,used,01:27:31.210947
memory,VM10-1-9-207,149716992.0,buffered,01:27:41.210891
