type_instance,value,type,host,instance,time
user,140748.0,cpu,VM10-1-9-207,0,01:28:27.934772
user,136945.0,cpu,VM10-1-9-207,1,01:28:27.934879
user,116106.0,cpu,VM10-1-9-207,2,01:28:27.934912
user,138875.0,cpu,VM10-1-9-207,3,01:28:27.934946
system,6217.0,cpu,VM10-1-9-207,0,01:28:27.934953
system,8083.0,cpu,VM10-1-9-207,1,01:28:27.935011
system,7904.0,cpu,VM10-1-9-207,2,01:28:27.935033
system,7298.0,cpu,VM10-1-9-207,3,01:28:27.935065
wait,3467.0,cpu,VM10-1-9-207,0,01:28:27.935099
wait,4454.0,cpu,VM10-1-9-207,1,01:28:27.935140
wait,4266.0,cpu,VM10-1-9-207,2,01:28:27.935182
wait,3707.0,cpu,VM10-1-9-207,3,01:28:27.935242
nice,32.0,cpu,VM10-1-9-207,0,01:28:27.935272
nice,0.0,cpu,VM10-1-9-207,1,01:28:27.935312
nice,7516.0,cpu,VM10-1-9-207,2,01:28:27.935326
nice,0.0,cpu,VM10-1-9-207,3,01:28:27.935367
interrupt,0.0,cpu,VM10-1-9-207,0,01:28:27.935380
interrupt,0.0,cpu,VM10-1-9-207,1,01:28:27.935402
interrupt,0.0,cpu,VM10-1-9-207,2,01:28:27.935425
interrupt,0.0,cpu,VM10-1-9-207,3,01:28:27.935453
softirq,243.0,cpu,VM10-1-9-207,0,01:28:27.935475
softirq,122.0,cpu,VM10-1-9-207,1,01:28:27.935481
softirq,239.0,cpu,VM10-1-9-207,2,01:28:27.935527
softirq,234.0,cpu,VM10-1-9-207,3,01:28:27.935831
steal,70.0,cpu,VM10-1-9-207,0,01:28:27.936362
steal,72.0,cpu,VM10-1-9-207,1,01:28:27.936375
steal,238.0,cpu,VM10-1-9-207,2,01:28:27.936376
steal,176.0,cpu,VM10-1-9-207,3,01:28:27.936377
idle,5945464.0,cpu,VM10-1-9-207,0,01:28:27.936377
idle,5946031.0,cpu,VM10-1-9-207,1,01:28:27.936378
idle,5955156.0,cpu,VM10-1-9-207,2,01:28:27.936379
idle,5944206.0,cpu,VM10-1-9-207,3,01:28:27.936379
user,140749.0,cpu,VM10-1-9-207,0,01:28:37.934799
user,137944.0,cpu,VM10-1-9-207,1,01:28:37.934813
user,116106.0,cpu,VM10-1-9-207,2,01:28:37.934822
user,138876.0,cpu,VM10-1-9-207,3,01:28:37.934825
system,6218.0,cpu,VM10-1-9-207,0,01:28:37.934916
