type_instance,value,type,host,instance,time
user,133160.0,cpu,VM10-1-9-207,0,01:26:01.209124
user,136375.0,cpu,VM10-1-9-207,1,01:26:01.209141
user,116075.0,cpu,VM10-1-9-207,2,01:26:01.209161
user,133614.0,cpu,VM10-1-9-207,3,01:26:01.209170
system,6193.0,cpu,VM10-1-9-207,0,01:26:01.209179
system,8025.0,cpu,VM10-1-9-207,1,01:26:01.209188
system,7852.0,cpu,VM10-1-9-207,2,01:26:01.209190
system,7261.0,cpu,VM10-1-9-207,3,01:26:01.209191
wait,3466.0,cpu,VM10-1-9-207,0,01:26:01.209193
wait,4452.0,cpu,VM10-1-9-207,1,01:26:01.209193
wait,4245.0,cpu,VM10-1-9-207,2,01:26:01.209195
wait,3706.0,cpu,VM10-1-9-207,3,01:26:01.209196
nice,32.0,cpu,VM10-1-9-207,0,01:26:01.209198
nice,0.0,cpu,VM10-1-9-207,1,01:26:01.209198
nice,7516.0,cpu,VM10-1-9-207,2,01:26:01.209200
nice,0.0,cpu,VM10-1-9-207,3,01:26:01.209201
interrupt,0.0,cpu,VM10-1-9-207,0,01:26:01.209203
interrupt,0.0,cpu,VM10-1-9-207,1,01:26:01.209204
interrupt,0.0,cpu,VM10-1-9-207,2,01:26:01.209205
interrupt,0.0,cpu,VM10-1-9-207,3,01:26:01.209206
softirq,243.0,cpu,VM10-1-9-207,0,01:26:01.209207
softirq,121.0,cpu,VM10-1-9-207,1,01:26:01.209208
softirq,238.0,cpu,VM10-1-9-207,2,01:26:01.209209
softirq,233.0,cpu,VM10-1-9-207,3,01:26:01.209210
steal,69.0,cpu,VM10-1-9-207,0,01:26:01.209211
steal,72.0,cpu,VM10-1-9-207,1,01:26:01.209212
steal,238.0,cpu,VM10-1-9-207,2,01:26:01.210368
steal,175.0,cpu,VM10-1-9-207,3,01:26:01.210371
idle,5938406.0,cpu,VM10-1-9-207,0,01:26:01.210371
idle,5931964.0,cpu,VM10-1-9-207,1,01:26:01.210372
idle,5940591.0,cpu,VM10-1-9-207,2,01:26:01.210372
idle,5934831.0,cpu,VM10-1-9-207,3,01:26:01.210373
user,133959.0,cpu,VM10-1-9-207,0,01:26:11.208861
user,136575.0,cpu,VM10-1-9-207,1,01:26:11.208874
user,116077.0,cpu,VM10-1-9-207,2,01:26:11.208930
user,133614.0,cpu,VM10-1-9-207,3,01:26:11.209185
system,6194.0,cpu,VM10-1-9-207,0,01:26:11.209189
system,8026.0,cpu,VM10-1-9-207,1,01:26:11.210664
system,7852.0,cpu,VM10-1-9-207,2,01:26:11.210664
system,7261.0,cpu,VM10-1-9-207,3,01:26:11.210665
wait,3466.0,cpu,VM10-1-9-207,0,01:26:11.210666
wait,4452.0,cpu,VM10-1-9-207,1,01:26:11.210666
wait,4248.0,cpu,VM10-1-9-207,2,01:26:11.210667
wait,3706.0,cpu,VM10-1-9-207,3,01:26:11.210668
nice,32.0,cpu,VM10-1-9-207,0,01:26:11.210669
nice,0.0,cpu,VM10-1-9-207,1,01:26:11.210669
nice,7516.0,cpu,VM10-1-9-207,2,01:26:11.210670
nice,0.0,cpu,VM10-1-9-207,3,01:26:11.210671
interrupt,0.0,cpu,VM10-1-9-207,0,01:26:11.210672
interrupt,0.0,cpu,VM10-1-9-207,1,01:26:11.210672
interrupt,0.0,cpu,VM10-1-9-207,2,01:26:11.210685
interrupt,0.0,cpu,VM10-1-9-207,3,01:26:11.210686
softirq,243.0,cpu,VM10-1-9-207,0,01:26:11.210686
softirq,121.0,cpu,VM10-1-9-207,1,01:26:11.210687
softirq,238.0,cpu,VM10-1-9-207,2,01:26:11.210687
softirq,233.0,cpu,VM10-1-9-207,3,01:26:11.210691
steal,70.0,cpu,VM10-1-9-207,0,01:26:11.210692
steal,72.0,cpu,VM10-1-9-207,1,01:26:11.210693
steal,238.0,cpu,VM10-1-9-207,2,01:26:11.210693
steal,175.0,cpu,VM10-1-9-207,3,01:26:11.210694
idle,5938604.0,cpu,VM10-1-9-207,0,01:26:11.210697
idle,5932762.0,cpu,VM10-1-9-207,1,01:26:11.210698
idle,5941584.0,cpu,VM10-1-9-207,2,01:26:11.210699
idle,5935830.0,cpu,VM10-1-9-207,3,01:26:11.210699
user,134958.0,cpu,VM10-1-9-207,0,01:26:21.208867
user,136575.0,cpu,VM10-1-9-207,1,01:26:21.208877
user,116079.0,cpu,VM10-1-9-207,2,01:26:21.208883
user,133614.0,cpu,VM10-1-9-207,3,01:26:21.208889
system,6194.0,cpu,VM10-1-9-207,0,01:26:21.208901
system,8026.0,cpu,VM10-1-9-207,1,01:26:21.208904
system,7854.0,cpu,VM10-1-9-207,2,01:26:21.208905
system,7262.0,cpu,VM10-1-9-207,3,01:26:21.208905
wait,3466.0,cpu,VM10-1-9-207,0,01:26:21.208906
wait,4452.0,cpu,VM10-1-9-207,1,01:26:21.208906
wait,4250.0,cpu,VM10-1-9-207,2,01:26:21.208907
wait,3706.0,cpu,VM10-1-9-207,3,01:26:21.208908
nice,32.0,cpu,VM10-1-9-207,0,01:26:21.208909
nice,0.0,cpu,VM10-1-9-207,1,01:26:21.208909
