type,host,value,type_instance,time
memory,VM10-1-9-207,149762048.0,buffered,01:28:17.953147
memory,VM10-1-9-207,3752923136.0,cached,01:28:17.953147
memory,VM10-1-9-207,3878559744.0,free,01:28:17.953147
memory,VM10-1-9-207,323571712.0,slab_recl,01:28:17.953147
memory,VM10-1-9-207,36290560.0,slab_unrecl,01:28:17.953147
memory,VM10-1-9-207,234549248.0,used,01:28:17.953147
memory,VM10-1-9-207,149929984.0,buffered,01:28:27.939154
memory,VM10-1-9-207,3753140224.0,cached,01:28:27.939154
memory,VM10-1-9-207,3733131264.0,free,01:28:27.939154
memory,VM10-1-9-207,324145152.0,slab_recl,01:28:27.939154
memory,VM10-1-9-207,37253120.0,slab_unrecl,01:28:27.939154
memory,VM10-1-9-207,378056704.0,used,01:28:27.939154
memory,VM10-1-9-207,149958656.0,buffered,01:28:37.939086
memory,VM10-1-9-207,3754803200.0,cached,01:28:37.939086
memory,VM10-1-9-207,3728953344.0,free,01:28:37.939086
memory,VM10-1-9-207,324100096.0,slab_recl,01:28:37.939086
memory,VM10-1-9-207,36524032.0,slab_unrecl,01:28:37.939086
memory,VM10-1-9-207,381317120.0,used,01:28:37.939086
memory,VM10-1-9-207,149962752.0,buffered,01:28:47.939078
memory,VM10-1-9-207,3754811392.0,cached,01:28:47.939078
memory,VM10-1-9-207,3726983168.0,free,01:28:47.939078
memory,VM10-1-9-207,324042752.0,slab_recl,01:28:47.939078
memory,VM10-1-9-207,36392960.0,slab_unrecl,01:28:47.939078
memory,VM10-1-9-207,383463424.0,used,01:28:47.939078
memory,VM10-1-9-207,149970944.0,buffered,01:28:57.939089
memory,VM10-1-9-207,3754819584.0,cached,01:28:57.939089
memory,VM10-1-9-207,3726925824.0,free,01:28:57.939089
memory,VM10-1-9-207,324030464.0,slab_recl,01:28:57.939089
memory,VM10-1-9-207,36020224.0,slab_unrecl,01:28:57.939089
memory,VM10-1-9-207,383889408.0,used,01:28:57.939089
memory,VM10-1-9-207,149975040.0,buffered,01:29:07.939070
memory,VM10-1-9-207,3754827776.0,cached,01:29:07.939070
memory,VM10-1-9-207,3724800000.0,free,01:29:07.939070
memory,VM10-1-9-207,324034560.0,slab_recl,01:29:07.939070
memory,VM10-1-9-207,36290560.0,slab_unrecl,01:29:07.939070
memory,VM10-1-9-207,385728512.0,used,01:29:07.939070
memory,VM10-1-9-207,149983232.0,buffered,01:29:17.939115
memory,VM10-1-9-207,3754835968.0,cached,01:29:17.939115
memory,VM10-1-9-207,3722604544.0,free,01:29:17.939115
memory,VM10-1-9-207,324030464.0,slab_recl,01:29:17.939115
memory,VM10-1-9-207,36188160.0,slab_unrecl,01:29:17.939115
memory,VM10-1-9-207,388014080.0,used,01:29:17.939115
memory,VM10-1-9-207,149995520.0,buffered,01:29:27.939116
memory,VM10-1-9-207,3754844160.0,cached,01:29:27.939116
memory,VM10-1-9-207,3720835072.0,free,01:29:27.939116
memory,VM10-1-9-207,324005888.0,slab_recl,01:29:27.939116
memory,VM10-1-9-207,35926016.0,slab_unrecl,01:29:27.939116
memory,VM10-1-9-207,390049792.0,used,01:29:27.939116
memory,VM10-1-9-207,149999616.0,buffered,01:29:37.939089
memory,VM10-1-9-207,3754852352.0,cached,01:29:37.939089
memory,VM10-1-9-207,3718385664.0,free,01:29:37.939089
memory,VM10-1-9-207,323989504.0,slab_recl,01:29:37.939089
memory,VM10-1-9-207,36245504.0,slab_unrecl,01:29:37.939089
memory,VM10-1-9-207,392183808.0,used,01:29:37.939089
memory,VM10-1-9-207,150007808.0,buffered,01:29:47.939084
memory,VM10-1-9-207,3754860544.0,cached,01:29:47.939084
memory,VM10-1-9-207,3716292608.0,free,01:29:47.939084
memory,VM10-1-9-207,323981312.0,slab_recl,01:29:47.939084
memory,VM10-1-9-207,36298752.0,slab_unrecl,01:29:47.939084
memory,VM10-1-9-207,394215424.0,used,01:29:47.939084
