type,host,value,type_instance,time
memory,VM10-1-9-207,149225472.0,buffered,01:24:44.689677
memory,VM10-1-9-207,3749302272.0,cached,01:24:44.689677
memory,VM10-1-9-207,3882659840.0,free,01:24:44.689677
memory,VM10-1-9-207,323305472.0,slab_recl,01:24:44.689677
memory,VM10-1-9-207,36532224.0,slab_unrecl,01:24:44.689677
memory,VM10-1-9-207,234631168.0,used,01:24:44.689677
memory,VM10-1-9-207,149385216.0,buffered,01:24:54.681351
memory,VM10-1-9-207,3749511168.0,cached,01:24:54.681351
memory,VM10-1-9-207,3801554944.0,free,01:24:54.681351
memory,VM10-1-9-207,323710976.0,slab_recl,01:24:54.681351
memory,VM10-1-9-207,37031936.0,slab_unrecl,01:24:54.681351
memory,VM10-1-9-207,314462208.0,used,01:24:54.681351
memory,VM10-1-9-207,149405696.0,buffered,01:25:04.675328
memory,VM10-1-9-207,3751174144.0,cached,01:25:04.675328
memory,VM10-1-9-207,3795329024.0,free,01:25:04.675328
memory,VM10-1-9-207,323637248.0,slab_recl,01:25:04.675328
memory,VM10-1-9-207,36470784.0,slab_unrecl,01:25:04.675328
memory,VM10-1-9-207,319639552.0,used,01:25:04.675328
memory,VM10-1-9-207,149409792.0,buffered,01:25:14.675441
memory,VM10-1-9-207,3751178240.0,cached,01:25:14.675441
memory,VM10-1-9-207,3793936384.0,free,01:25:14.675441
memory,VM10-1-9-207,323530752.0,slab_recl,01:25:14.675441
memory,VM10-1-9-207,36126720.0,slab_unrecl,01:25:14.675441
memory,VM10-1-9-207,321474560.0,used,01:25:14.675441
memory,VM10-1-9-207,149422080.0,buffered,01:25:24.675325
memory,VM10-1-9-207,3751186432.0,cached,01:25:24.675325
memory,VM10-1-9-207,3789897728.0,free,01:25:24.675325
memory,VM10-1-9-207,323518464.0,slab_recl,01:25:24.675325
memory,VM10-1-9-207,35803136.0,slab_unrecl,01:25:24.675325
memory,VM10-1-9-207,325828608.0,used,01:25:24.675325
memory,VM10-1-9-207,149438464.0,buffered,01:25:34.675521
memory,VM10-1-9-207,3751194624.0,cached,01:25:34.675521
memory,VM10-1-9-207,3787829248.0,free,01:25:34.675521
memory,VM10-1-9-207,323497984.0,slab_recl,01:25:34.675521
memory,VM10-1-9-207,35704832.0,slab_unrecl,01:25:34.675521
memory,VM10-1-9-207,327991296.0,used,01:25:34.675521
memory,VM10-1-9-207,149446656.0,buffered,01:25:44.675975
memory,VM10-1-9-207,3751202816.0,cached,01:25:44.675975
memory,VM10-1-9-207,3784941568.0,free,01:25:44.675975
memory,VM10-1-9-207,323469312.0,slab_recl,01:25:44.675975
memory,VM10-1-9-207,35897344.0,slab_unrecl,01:25:44.675975
memory,VM10-1-9-207,330698752.0,used,01:25:44.675975
