type_instance,type,time,instance,host,value
user,cpu,03:42:10.039092,0,VM10-1-9-207,298789.0
user,cpu,03:42:10.039114,1,VM10-1-9-207,287501.0
user,cpu,03:42:10.039128,2,VM10-1-9-207,290448.0
user,cpu,03:42:10.039134,3,VM10-1-9-207,381428.0
system,cpu,03:42:10.039140,0,VM10-1-9-207,7510.0
system,cpu,03:42:10.039145,1,VM10-1-9-207,9297.0
system,cpu,03:42:10.039146,2,VM10-1-9-207,9443.0
system,cpu,03:42:10.039152,3,VM10-1-9-207,8414.0
wait,cpu,03:42:10.039154,0,VM10-1-9-207,3951.0
wait,cpu,03:42:10.039155,1,VM10-1-9-207,4630.0
wait,cpu,03:42:10.039156,2,VM10-1-9-207,4672.0
wait,cpu,03:42:10.039157,3,VM10-1-9-207,3969.0
nice,cpu,03:42:10.039158,0,VM10-1-9-207,32.0
nice,cpu,03:42:10.039164,1,VM10-1-9-207,0.0
nice,cpu,03:42:10.039165,2,VM10-1-9-207,7516.0
nice,cpu,03:42:10.039166,3,VM10-1-9-207,0.0
interrupt,cpu,03:42:10.039168,0,VM10-1-9-207,0.0
interrupt,cpu,03:42:10.039169,1,VM10-1-9-207,0.0
interrupt,cpu,03:42:10.039174,2,VM10-1-9-207,0.0
interrupt,cpu,03:42:10.039176,3,VM10-1-9-207,0.0
softirq,cpu,03:42:10.039177,0,VM10-1-9-207,316.0
softirq,cpu,03:42:10.039178,1,VM10-1-9-207,175.0
softirq,cpu,03:42:10.039179,2,VM10-1-9-207,277.0
softirq,cpu,03:42:10.039200,3,VM10-1-9-207,306.0
steal,cpu,03:42:10.039202,0,VM10-1-9-207,102.0
steal,cpu,03:42:10.039203,1,VM10-1-9-207,108.0
steal,cpu,03:42:10.039204,2,VM10-1-9-207,286.0
steal,cpu,03:42:10.039205,3,VM10-1-9-207,254.0
idle,cpu,03:42:10.039206,0,VM10-1-9-207,6587254.0
idle,cpu,03:42:10.039212,1,VM10-1-9-207,6595730.0
idle,cpu,03:42:10.039214,2,VM10-1-9-207,6580182.0
idle,cpu,03:42:10.039215,3,VM10-1-9-207,6501724.0
