type_instance,type,time,instance,host,value
user,cpu,03:43:34.318040,0,VM10-1-9-207,299771.0
user,cpu,03:43:34.318057,1,VM10-1-9-207,287862.0
user,cpu,03:43:34.318072,2,VM10-1-9-207,294845.0
user,cpu,03:43:34.318075,3,VM10-1-9-207,381609.0
system,cpu,03:43:34.318094,0,VM10-1-9-207,7539.0
system,cpu,03:43:34.318097,1,VM10-1-9-207,9332.0
system,cpu,03:43:34.318098,2,VM10-1-9-207,9472.0
system,cpu,03:43:34.318099,3,VM10-1-9-207,8444.0
wait,cpu,03:43:34.318100,0,VM10-1-9-207,3952.0
wait,cpu,03:43:34.318100,1,VM10-1-9-207,4631.0
wait,cpu,03:43:34.318101,2,VM10-1-9-207,4683.0
wait,cpu,03:43:34.318101,3,VM10-1-9-207,3983.0
nice,cpu,03:43:34.318102,0,VM10-1-9-207,32.0
nice,cpu,03:43:34.318113,1,VM10-1-9-207,0.0
nice,cpu,03:43:34.318114,2,VM10-1-9-207,7516.0
nice,cpu,03:43:34.318115,3,VM10-1-9-207,0.0
interrupt,cpu,03:43:34.318115,0,VM10-1-9-207,0.0
interrupt,cpu,03:43:34.318116,1,VM10-1-9-207,0.0
interrupt,cpu,03:43:34.318117,2,VM10-1-9-207,0.0
interrupt,cpu,03:43:34.318118,3,VM10-1-9-207,0.0
softirq,cpu,03:43:34.318118,0,VM10-1-9-207,318.0
softirq,cpu,03:43:34.318119,1,VM10-1-9-207,176.0
softirq,cpu,03:43:34.318120,2,VM10-1-9-207,278.0
softirq,cpu,03:43:34.318121,3,VM10-1-9-207,306.0
steal,cpu,03:43:34.318121,0,VM10-1-9-207,102.0
steal,cpu,03:43:34.318122,1,VM10-1-9-207,108.0
steal,cpu,03:43:34.318122,2,VM10-1-9-207,287.0
steal,cpu,03:43:34.318123,3,VM10-1-9-207,254.0
idle,cpu,03:43:34.318124,0,VM10-1-9-207,6594654.0
idle,cpu,03:43:34.318124,1,VM10-1-9-207,6603756.0
idle,cpu,03:43:34.318125,2,VM10-1-9-207,6584160.0
idle,cpu,03:43:34.318126,3,VM10-1-9-207,6509912.0
user,cpu,03:43:44.318072,0,VM10-1-9-207,300769.0
user,cpu,03:43:44.318085,1,VM10-1-9-207,287864.0
user,cpu,03:43:44.318088,2,VM10-1-9-207,294847.0
user,cpu,03:43:44.318091,3,VM10-1-9-207,381609.0
system,cpu,03:43:44.318094,0,VM10-1-9-207,7541.0
system,cpu,03:43:44.318097,1,VM10-1-9-207,9333.0
system,cpu,03:43:44.318097,2,VM10-1-9-207,9475.0
system,cpu,03:43:44.318098,3,VM10-1-9-207,8444.0
wait,cpu,03:43:44.318099,0,VM10-1-9-207,3952.0
wait,cpu,03:43:44.318099,1,VM10-1-9-207,4631.0
wait,cpu,03:43:44.318100,2,VM10-1-9-207,4684.0
wait,cpu,03:43:44.318100,3,VM10-1-9-207,3986.0
nice,cpu,03:43:44.318101,0,VM10-1-9-207,32.0
nice,cpu,03:43:44.318115,1,VM10-1-9-207,0.0
nice,cpu,03:43:44.318116,2,VM10-1-9-207,7516.0
nice,cpu,03:43:44.318117,3,VM10-1-9-207,0.0
interrupt,cpu,03:43:44.318117,0,VM10-1-9-207,0.0
interrupt,cpu,03:43:44.318118,1,VM10-1-9-207,0.0
interrupt,cpu,03:43:44.318123,2,VM10-1-9-207,0.0
interrupt,cpu,03:43:44.318124,3,VM10-1-9-207,0.0
softirq,cpu,03:43:44.318125,0,VM10-1-9-207,318.0
softirq,cpu,03:43:44.318126,1,VM10-1-9-207,176.0
softirq,cpu,03:43:44.318126,2,VM10-1-9-207,278.0
softirq,cpu,03:43:44.318137,3,VM10-1-9-207,307.0
steal,cpu,03:43:44.318139,0,VM10-1-9-207,103.0
steal,cpu,03:43:44.318140,1,VM10-1-9-207,108.0
steal,cpu,03:43:44.318153,2,VM10-1-9-207,287.0
steal,cpu,03:43:44.318153,3,VM10-1-9-207,254.0
idle,cpu,03:43:44.318154,0,VM10-1-9-207,6594654.0
idle,cpu,03:43:44.318172,1,VM10-1-9-207,6604754.0
idle,cpu,03:43:44.318175,2,VM10-1-9-207,6585156.0
idle,cpu,03:43:44.318176,3,VM10-1-9-207,6510908.0
user,cpu,03:43:54.318236,0,VM10-1-9-207,301768.0
user,cpu,03:43:54.318261,1,VM10-1-9-207,287864.0
user,cpu,03:43:54.318274,2,VM10-1-9-207,294851.0
user,cpu,03:43:54.318280,3,VM10-1-9-207,381609.0
system,cpu,03:43:54.318285,0,VM10-1-9-207,7542.0
system,cpu,03:43:54.318299,1,VM10-1-9-207,9334.0
system,cpu,03:43:54.318300,2,VM10-1-9-207,9478.0
system,cpu,03:43:54.318300,3,VM10-1-9-207,8445.0
wait,cpu,03:43:54.318301,0,VM10-1-9-207,3952.0
wait,cpu,03:43:54.318302,1,VM10-1-9-207,4631.0
wait,cpu,03:43:54.318303,2,VM10-1-9-207,4684.0
wait,cpu,03:43:54.318304,3,VM10-1-9-207,3986.0
nice,cpu,03:43:54.318305,0,VM10-1-9-207,32.0
nice,cpu,03:43:54.318306,1,VM10-1-9-207,0.0
nice,cpu,03:43:54.318307,2,VM10-1-9-207,7516.0
nice,cpu,03:43:54.318308,3,VM10-1-9-207,0.0
interrupt,cpu,03:43:54.318310,0,VM10-1-9-207,0.0
interrupt,cpu,03:43:54.318311,1,VM10-1-9-207,0.0
interrupt,cpu,03:43:54.318312,2,VM10-1-9-207,0.0
interrupt,cpu,03:43:54.318313,3,VM10-1-9-207,0.0
softirq,cpu,03:43:54.318314,0,VM10-1-9-207,318.0
softirq,cpu,03:43:54.318316,1,VM10-1-9-207,176.0
softirq,cpu,03:43:54.318316,2,VM10-1-9-207,278.0
softirq,cpu,03:43:54.318326,3,VM10-1-9-207,307.0
steal,cpu,03:43:54.318327,0,VM10-1-9-207,103.0
steal,cpu,03:43:54.318328,1,VM10-1-9-207,108.0
steal,cpu,03:43:54.318329,2,VM10-1-9-207,287.0
steal,cpu,03:43:54.318337,3,VM10-1-9-207,254.0
idle,cpu,03:43:54.318339,0,VM10-1-9-207,6594654.0
idle,cpu,03:43:54.318340,1,VM10-1-9-207,6605751.0
idle,cpu,03:43:54.318341,2,VM10-1-9-207,6586152.0
idle,cpu,03:43:54.318342,3,VM10-1-9-207,6511906.0
user,cpu,03:44:04.318074,0,VM10-1-9-207,301769.0
