type_instance,type,time,instance,host,value
user,cpu,03:05:53.378854,0,VM10-1-9-207,237102.0
user,cpu,03:05:53.379008,1,VM10-1-9-207,278044.0
user,cpu,03:05:53.379073,2,VM10-1-9-207,238825.0
user,cpu,03:05:53.379122,3,VM10-1-9-207,304768.0
system,cpu,03:05:53.379737,0,VM10-1-9-207,7191.0
system,cpu,03:05:53.379793,1,VM10-1-9-207,9000.0
system,cpu,03:05:53.379858,2,VM10-1-9-207,8998.0
system,cpu,03:05:53.381704,3,VM10-1-9-207,8141.0
wait,cpu,03:05:53.381776,0,VM10-1-9-207,3830.0
wait,cpu,03:05:53.381854,1,VM10-1-9-207,4580.0
wait,cpu,03:05:53.381910,2,VM10-1-9-207,4568.0
wait,cpu,03:05:53.382020,3,VM10-1-9-207,3900.0
nice,cpu,03:05:53.382117,0,VM10-1-9-207,32.0
nice,cpu,03:05:53.382182,1,VM10-1-9-207,0.0
nice,cpu,03:05:53.382225,2,VM10-1-9-207,7516.0
nice,cpu,03:05:53.382305,3,VM10-1-9-207,0.0
interrupt,cpu,03:05:53.382352,0,VM10-1-9-207,0.0
interrupt,cpu,03:05:53.382397,1,VM10-1-9-207,0.0
interrupt,cpu,03:05:53.382447,2,VM10-1-9-207,0.0
interrupt,cpu,03:05:53.382491,3,VM10-1-9-207,0.0
softirq,cpu,03:05:53.382561,0,VM10-1-9-207,300.0
softirq,cpu,03:05:53.382612,1,VM10-1-9-207,151.0
softirq,cpu,03:05:53.382656,2,VM10-1-9-207,265.0
softirq,cpu,03:05:53.382700,3,VM10-1-9-207,286.0
steal,cpu,03:05:53.382758,0,VM10-1-9-207,90.0
steal,cpu,03:05:53.382802,1,VM10-1-9-207,102.0
steal,cpu,03:05:53.382854,2,VM10-1-9-207,272.0
steal,cpu,03:05:53.382912,3,VM10-1-9-207,230.0
idle,cpu,03:05:53.382977,0,VM10-1-9-207,6431878.0
idle,cpu,03:05:53.383038,1,VM10-1-9-207,6388027.0
idle,cpu,03:05:53.383095,2,VM10-1-9-207,6414886.0
idle,cpu,03:05:53.383151,3,VM10-1-9-207,6361269.0
user,cpu,03:06:03.379596,0,VM10-1-9-207,237102.0
user,cpu,03:06:03.379610,1,VM10-1-9-207,278044.0
user,cpu,03:06:03.379615,2,VM10-1-9-207,238825.0
user,cpu,03:06:03.379634,3,VM10-1-9-207,305767.0
system,cpu,03:06:03.379644,0,VM10-1-9-207,7192.0
system,cpu,03:06:03.379654,1,VM10-1-9-207,9002.0
system,cpu,03:06:03.379658,2,VM10-1-9-207,8998.0
system,cpu,03:06:03.379659,3,VM10-1-9-207,8142.0
wait,cpu,03:06:03.379661,0,VM10-1-9-207,3830.0
wait,cpu,03:06:03.379662,1,VM10-1-9-207,4583.0
wait,cpu,03:06:03.379663,2,VM10-1-9-207,4568.0
wait,cpu,03:06:03.379668,3,VM10-1-9-207,3900.0
nice,cpu,03:06:03.379671,0,VM10-1-9-207,32.0
nice,cpu,03:06:03.379672,1,VM10-1-9-207,0.0
nice,cpu,03:06:03.379672,2,VM10-1-9-207,7516.0
nice,cpu,03:06:03.379673,3,VM10-1-9-207,0.0
interrupt,cpu,03:06:03.379675,0,VM10-1-9-207,0.0
interrupt,cpu,03:06:03.379677,1,VM10-1-9-207,0.0
interrupt,cpu,03:06:03.379678,2,VM10-1-9-207,0.0
interrupt,cpu,03:06:03.379679,3,VM10-1-9-207,0.0
softirq,cpu,03:06:03.379680,0,VM10-1-9-207,300.0
softirq,cpu,03:06:03.379682,1,VM10-1-9-207,151.0
softirq,cpu,03:06:03.379683,2,VM10-1-9-207,265.0
softirq,cpu,03:06:03.379685,3,VM10-1-9-207,286.0
steal,cpu,03:06:03.379686,0,VM10-1-9-207,90.0
steal,cpu,03:06:03.379687,1,VM10-1-9-207,102.0
steal,cpu,03:06:03.379714,2,VM10-1-9-207,272.0
steal,cpu,03:06:03.379716,3,VM10-1-9-207,230.0
idle,cpu,03:06:03.379717,0,VM10-1-9-207,6432876.0
idle,cpu,03:06:03.379718,1,VM10-1-9-207,6389022.0
idle,cpu,03:06:03.379719,2,VM10-1-9-207,6415884.0
idle,cpu,03:06:03.379719,3,VM10-1-9-207,6361270.0
user,cpu,03:06:13.378850,0,VM10-1-9-207,237108.0
user,cpu,03:06:13.378956,1,VM10-1-9-207,278046.0
user,cpu,03:06:13.379007,2,VM10-1-9-207,238826.0
user,cpu,03:06:13.379039,3,VM10-1-9-207,306766.0
system,cpu,03:06:13.379069,0,VM10-1-9-207,7194.0
system,cpu,03:06:13.379260,1,VM10-1-9-207,9004.0
system,cpu,03:06:13.379261,2,VM10-1-9-207,8999.0
system,cpu,03:06:13.379262,3,VM10-1-9-207,8142.0
wait,cpu,03:06:13.379263,0,VM10-1-9-207,3830.0
wait,cpu,03:06:13.379264,1,VM10-1-9-207,4584.0
wait,cpu,03:06:13.379265,2,VM10-1-9-207,4568.0
wait,cpu,03:06:13.379287,3,VM10-1-9-207,3900.0
nice,cpu,03:06:13.379289,0,VM10-1-9-207,32.0
nice,cpu,03:06:13.379289,1,VM10-1-9-207,0.0
nice,cpu,03:06:13.379290,2,VM10-1-9-207,7516.0
nice,cpu,03:06:13.379290,3,VM10-1-9-207,0.0
