type_instance,type,time,instance,host,value
user,cpu,03:05:36.895730,0,VM10-1-9-207,236699.0
user,cpu,03:05:36.895743,1,VM10-1-9-207,278043.0
user,cpu,03:05:36.895746,2,VM10-1-9-207,238784.0
user,cpu,03:05:36.895899,3,VM10-1-9-207,304764.0
system,cpu,03:05:36.895909,0,VM10-1-9-207,7187.0
system,cpu,03:05:36.895918,1,VM10-1-9-207,8998.0
system,cpu,03:05:36.895918,2,VM10-1-9-207,8995.0
system,cpu,03:05:36.895919,3,VM10-1-9-207,8139.0
wait,cpu,03:05:36.895920,0,VM10-1-9-207,3830.0
wait,cpu,03:05:36.895921,1,VM10-1-9-207,4574.0
wait,cpu,03:05:36.895922,2,VM10-1-9-207,4568.0
wait,cpu,03:05:36.895922,3,VM10-1-9-207,3900.0
nice,cpu,03:05:36.895923,0,VM10-1-9-207,32.0
nice,cpu,03:05:36.895924,1,VM10-1-9-207,0.0
nice,cpu,03:05:36.895925,2,VM10-1-9-207,7516.0
nice,cpu,03:05:36.895926,3,VM10-1-9-207,0.0
interrupt,cpu,03:05:36.895954,0,VM10-1-9-207,0.0
interrupt,cpu,03:05:36.895955,1,VM10-1-9-207,0.0
interrupt,cpu,03:05:36.895956,2,VM10-1-9-207,0.0
interrupt,cpu,03:05:36.895956,3,VM10-1-9-207,0.0
softirq,cpu,03:05:36.895957,0,VM10-1-9-207,300.0
softirq,cpu,03:05:36.895958,1,VM10-1-9-207,151.0
softirq,cpu,03:05:36.895958,2,VM10-1-9-207,265.0
softirq,cpu,03:05:36.895959,3,VM10-1-9-207,285.0
steal,cpu,03:05:36.895960,0,VM10-1-9-207,90.0
steal,cpu,03:05:36.895961,1,VM10-1-9-207,102.0
steal,cpu,03:05:36.895961,2,VM10-1-9-207,272.0
steal,cpu,03:05:36.895962,3,VM10-1-9-207,230.0
idle,cpu,03:05:36.895962,0,VM10-1-9-207,6430639.0
idle,cpu,03:05:36.895963,1,VM10-1-9-207,6386393.0
idle,cpu,03:05:36.895963,2,VM10-1-9-207,6413285.0
idle,cpu,03:05:36.895964,3,VM10-1-9-207,6359630.0
