type_instance,type,time,instance,host,value
user,cpu,03:06:36.729447,0,VM10-1-9-207,237110.0
user,cpu,03:06:36.738568,1,VM10-1-9-207,278049.0
user,cpu,03:06:36.738585,2,VM10-1-9-207,239227.0
user,cpu,03:06:36.738648,3,VM10-1-9-207,307492.0
system,cpu,03:06:36.738689,0,VM10-1-9-207,7198.0
system,cpu,03:06:36.738700,1,VM10-1-9-207,9008.0
system,cpu,03:06:36.738708,2,VM10-1-9-207,9002.0
system,cpu,03:06:36.738728,3,VM10-1-9-207,8147.0
wait,cpu,03:06:36.738753,0,VM10-1-9-207,3831.0
wait,cpu,03:06:36.738866,1,VM10-1-9-207,4587.0
wait,cpu,03:06:36.738879,2,VM10-1-9-207,4568.0
wait,cpu,03:06:36.738889,3,VM10-1-9-207,3901.0
nice,cpu,03:06:36.738960,0,VM10-1-9-207,32.0
nice,cpu,03:06:36.738991,1,VM10-1-9-207,0.0
nice,cpu,03:06:36.739100,2,VM10-1-9-207,7516.0
nice,cpu,03:06:36.739195,3,VM10-1-9-207,0.0
interrupt,cpu,03:06:36.739222,0,VM10-1-9-207,0.0
interrupt,cpu,03:06:36.739262,1,VM10-1-9-207,0.0
interrupt,cpu,03:06:36.739268,2,VM10-1-9-207,0.0
interrupt,cpu,03:06:36.739292,3,VM10-1-9-207,0.0
softirq,cpu,03:06:36.739309,0,VM10-1-9-207,300.0
softirq,cpu,03:06:36.739402,1,VM10-1-9-207,151.0
softirq,cpu,03:06:36.739427,2,VM10-1-9-207,265.0
softirq,cpu,03:06:36.739467,3,VM10-1-9-207,286.0
steal,cpu,03:06:36.739505,0,VM10-1-9-207,91.0
steal,cpu,03:06:36.739512,1,VM10-1-9-207,102.0
steal,cpu,03:06:36.739522,2,VM10-1-9-207,272.0
steal,cpu,03:06:36.739539,3,VM10-1-9-207,231.0
idle,cpu,03:06:36.739563,0,VM10-1-9-207,6436192.0
idle,cpu,03:06:36.739695,1,VM10-1-9-207,6392340.0
idle,cpu,03:06:36.739734,2,VM10-1-9-207,6418809.0
idle,cpu,03:06:36.739744,3,VM10-1-9-207,6362871.0
user,cpu,03:06:46.730059,0,VM10-1-9-207,237111.0
user,cpu,03:06:46.730169,1,VM10-1-9-207,278050.0
user,cpu,03:06:46.730170,2,VM10-1-9-207,240226.0
user,cpu,03:06:46.730170,3,VM10-1-9-207,307492.0
system,cpu,03:06:46.730171,0,VM10-1-9-207,7200.0
system,cpu,03:06:46.730171,1,VM10-1-9-207,9010.0
system,cpu,03:06:46.730172,2,VM10-1-9-207,9002.0
system,cpu,03:06:46.730173,3,VM10-1-9-207,8147.0
wait,cpu,03:06:46.730173,0,VM10-1-9-207,3831.0
wait,cpu,03:06:46.730174,1,VM10-1-9-207,4588.0
wait,cpu,03:06:46.730174,2,VM10-1-9-207,4568.0
wait,cpu,03:06:46.730175,3,VM10-1-9-207,3901.0
nice,cpu,03:06:46.730176,0,VM10-1-9-207,32.0
nice,cpu,03:06:46.730180,1,VM10-1-9-207,0.0
nice,cpu,03:06:46.730181,2,VM10-1-9-207,7516.0
nice,cpu,03:06:46.730182,3,VM10-1-9-207,0.0
interrupt,cpu,03:06:46.730183,0,VM10-1-9-207,0.0
interrupt,cpu,03:06:46.730184,1,VM10-1-9-207,0.0
interrupt,cpu,03:06:46.730185,2,VM10-1-9-207,0.0
interrupt,cpu,03:06:46.730185,3,VM10-1-9-207,0.0
softirq,cpu,03:06:46.730186,0,VM10-1-9-207,300.0
softirq,cpu,03:06:46.730199,1,VM10-1-9-207,151.0
softirq,cpu,03:06:46.730200,2,VM10-1-9-207,265.0
softirq,cpu,03:06:46.730201,3,VM10-1-9-207,287.0
steal,cpu,03:06:46.730201,0,VM10-1-9-207,91.0
steal,cpu,03:06:46.730202,1,VM10-1-9-207,102.0
steal,cpu,03:06:46.730206,2,VM10-1-9-207,272.0
steal,cpu,03:06:46.730207,3,VM10-1-9-207,231.0
idle,cpu,03:06:46.730207,0,VM10-1-9-207,6437190.0
idle,cpu,03:06:46.730208,1,VM10-1-9-207,6393335.0
idle,cpu,03:06:46.730208,2,VM10-1-9-207,6418809.0
idle,cpu,03:06:46.730209,3,VM10-1-9-207,6363868.0
user,cpu,03:06:56.730637,0,VM10-1-9-207,237111.0
user,cpu,03:06:56.730652,1,VM10-1-9-207,278051.0
user,cpu,03:06:56.730661,2,VM10-1-9-207,241226.0
user,cpu,03:06:56.730671,3,VM10-1-9-207,307492.0
system,cpu,03:06:56.730673,0,VM10-1-9-207,7201.0
system,cpu,03:06:56.730675,1,VM10-1-9-207,9010.0
system,cpu,03:06:56.730679,2,VM10-1-9-207,9003.0
system,cpu,03:06:56.730680,3,VM10-1-9-207,8147.0
wait,cpu,03:06:56.730682,0,VM10-1-9-207,3831.0
wait,cpu,03:06:56.730689,1,VM10-1-9-207,4591.0
wait,cpu,03:06:56.730690,2,VM10-1-9-207,4568.0
wait,cpu,03:06:56.730691,3,VM10-1-9-207,3901.0
nice,cpu,03:06:56.730693,0,VM10-1-9-207,32.0
nice,cpu,03:06:56.730694,1,VM10-1-9-207,0.0
nice,cpu,03:06:56.730695,2,VM10-1-9-207,7516.0
nice,cpu,03:06:56.730697,3,VM10-1-9-207,0.0
interrupt,cpu,03:06:56.730698,0,VM10-1-9-207,0.0
interrupt,cpu,03:06:56.730699,1,VM10-1-9-207,0.0
interrupt,cpu,03:06:56.730704,2,VM10-1-9-207,0.0
interrupt,cpu,03:06:56.730705,3,VM10-1-9-207,0.0
softirq,cpu,03:06:56.730706,0,VM10-1-9-207,300.0
softirq,cpu,03:06:56.730708,1,VM10-1-9-207,151.0
softirq,cpu,03:06:56.730709,2,VM10-1-9-207,265.0
softirq,cpu,03:06:56.730711,3,VM10-1-9-207,287.0
steal,cpu,03:06:56.730711,0,VM10-1-9-207,91.0
steal,cpu,03:06:56.730713,1,VM10-1-9-207,102.0
steal,cpu,03:06:56.730714,2,VM10-1-9-207,272.0
steal,cpu,03:06:56.730715,3,VM10-1-9-207,231.0
idle,cpu,03:06:56.730716,0,VM10-1-9-207,6438188.0
idle,cpu,03:06:56.730718,1,VM10-1-9-207,6394329.0
idle,cpu,03:06:56.730719,2,VM10-1-9-207,6418809.0
idle,cpu,03:06:56.730721,3,VM10-1-9-207,6364866.0
user,cpu,03:07:06.729473,0,VM10-1-9-207,237112.0
user,cpu,03:07:06.729502,1,VM10-1-9-207,278052.0
user,cpu,03:07:06.729515,2,VM10-1-9-207,242226.0
user,cpu,03:07:06.729532,3,VM10-1-9-207,307493.0
system,cpu,03:07:06.729563,0,VM10-1-9-207,7202.0
system,cpu,03:07:06.729724,1,VM10-1-9-207,9011.0
system,cpu,03:07:06.729738,2,VM10-1-9-207,9003.0
system,cpu,03:07:06.729795,3,VM10-1-9-207,8149.0
wait,cpu,03:07:06.729807,0,VM10-1-9-207,3831.0
wait,cpu,03:07:06.729834,1,VM10-1-9-207,4592.0
wait,cpu,03:07:06.729835,2,VM10-1-9-207,4568.0
wait,cpu,03:07:06.729836,3,VM10-1-9-207,3901.0
nice,cpu,03:07:06.729852,0,VM10-1-9-207,32.0
nice,cpu,03:07:06.729854,1,VM10-1-9-207,0.0
