type,type_instance,host,time,value
memory,buffered,VM10-1-9-207,00:24:45.206389,142376960.0
memory,cached,VM10-1-9-207,00:24:45.206389,3717627904.0
memory,free,VM10-1-9-207,00:24:45.206389,3935600640.0
memory,slab_recl,VM10-1-9-207,00:24:45.206389,318566400.0
memory,slab_unrecl,VM10-1-9-207,00:24:45.206389,33443840.0
memory,used,VM10-1-9-207,00:24:45.206389,228040704.0
memory,buffered,VM10-1-9-207,00:24:55.192369,142491648.0
memory,cached,VM10-1-9-207,00:24:55.192369,3718107136.0
memory,free,VM10-1-9-207,00:24:55.192369,3900780544.0
memory,slab_recl,VM10-1-9-207,00:24:55.192369,318918656.0
memory,slab_unrecl,VM10-1-9-207,00:24:55.192369,34648064.0
memory,used,VM10-1-9-207,00:24:55.192369,260710400.0
memory,buffered,VM10-1-9-207,00:25:05.192118,142544896.0
memory,cached,VM10-1-9-207,00:25:05.192118,3719766016.0
memory,free,VM10-1-9-207,00:25:05.192118,3899146240.0
memory,slab_recl,VM10-1-9-207,00:25:05.192118,318930944.0
memory,slab_unrecl,VM10-1-9-207,00:25:05.192118,33902592.0
memory,used,VM10-1-9-207,00:25:05.192118,261365760.0
memory,buffered,VM10-1-9-207,00:25:15.192366,142544896.0
memory,cached,VM10-1-9-207,00:25:15.192366,3719774208.0
memory,free,VM10-1-9-207,00:25:15.192366,3899633664.0
memory,slab_recl,VM10-1-9-207,00:25:15.192366,318910464.0
memory,slab_unrecl,VM10-1-9-207,00:25:15.192366,33382400.0
memory,used,VM10-1-9-207,00:25:15.192366,261410816.0
memory,buffered,VM10-1-9-207,00:25:25.192074,142557184.0
memory,cached,VM10-1-9-207,00:25:25.192074,3719778304.0
memory,free,VM10-1-9-207,00:25:25.192074,3899535360.0
memory,slab_recl,VM10-1-9-207,00:25:25.192074,318906368.0
memory,slab_unrecl,VM10-1-9-207,00:25:25.192074,33271808.0
memory,used,VM10-1-9-207,00:25:25.192074,261607424.0
memory,buffered,VM10-1-9-207,00:25:35.192086,142565376.0
memory,cached,VM10-1-9-207,00:25:35.192086,3719786496.0
memory,free,VM10-1-9-207,00:25:35.192086,3899506688.0
memory,slab_recl,VM10-1-9-207,00:25:35.192086,318910464.0
memory,slab_unrecl,VM10-1-9-207,00:25:35.192086,33611776.0
memory,used,VM10-1-9-207,00:25:35.192086,261275648.0
memory,buffered,VM10-1-9-207,00:25:45.192695,142577664.0
memory,cached,VM10-1-9-207,00:25:45.192695,3719794688.0
memory,free,VM10-1-9-207,00:25:45.192695,3899408384.0
memory,slab_recl,VM10-1-9-207,00:25:45.192695,318889984.0
memory,slab_unrecl,VM10-1-9-207,00:25:45.192695,33464320.0
memory,used,VM10-1-9-207,00:25:45.192695,261521408.0
memory,buffered,VM10-1-9-207,00:25:55.192108,142581760.0
memory,cached,VM10-1-9-207,00:25:55.192108,3719798784.0
memory,free,VM10-1-9-207,00:25:55.192108,3899666432.0
memory,slab_recl,VM10-1-9-207,00:25:55.192108,318877696.0
memory,slab_unrecl,VM10-1-9-207,00:25:55.192108,33234944.0
memory,used,VM10-1-9-207,00:25:55.192108,261496832.0
memory,buffered,VM10-1-9-207,00:26:05.192079,142581760.0
memory,cached,VM10-1-9-207,00:26:05.192079,3719806976.0
memory,free,VM10-1-9-207,00:26:05.192079,3899600896.0
memory,slab_recl,VM10-1-9-207,00:26:05.192079,318877696.0
memory,slab_unrecl,VM10-1-9-207,00:26:05.192079,33144832.0
memory,used,VM10-1-9-207,00:26:05.192079,261644288.0
memory,buffered,VM10-1-9-207,00:26:15.192099,142594048.0
memory,cached,VM10-1-9-207,00:26:15.192099,3719815168.0
memory,free,VM10-1-9-207,00:26:15.192099,3899121664.0
memory,slab_recl,VM10-1-9-207,00:26:15.192099,318889984.0
memory,slab_unrecl,VM10-1-9-207,00:26:15.192099,33628160.0
memory,used,VM10-1-9-207,00:26:15.192099,261607424.0
memory,buffered,VM10-1-9-207,00:26:25.192077,142606336.0
memory,cached,VM10-1-9-207,00:26:25.192077,3719823360.0
memory,free,VM10-1-9-207,00:26:25.192077,3899346944.0
memory,slab_recl,VM10-1-9-207,00:26:25.192077,318877696.0
memory,slab_unrecl,VM10-1-9-207,00:26:25.192077,33492992.0
memory,used,VM10-1-9-207,00:26:25.192077,261509120.0
memory,buffered,VM10-1-9-207,00:26:35.192130,142618624.0
memory,cached,VM10-1-9-207,00:26:35.192130,3719831552.0
memory,free,VM10-1-9-207,00:26:35.192130,3899248640.0
memory,slab_recl,VM10-1-9-207,00:26:35.192130,318877696.0
memory,slab_unrecl,VM10-1-9-207,00:26:35.192130,33312768.0
memory,used,VM10-1-9-207,00:26:35.192130,261767168.0
memory,buffered,VM10-1-9-207,00:26:45.192087,142635008.0
memory,cached,VM10-1-9-207,00:26:45.192087,3719835648.0
memory,free,VM10-1-9-207,00:26:45.192087,3899473920.0
memory,slab_recl,VM10-1-9-207,00:26:45.192087,318877696.0
memory,slab_unrecl,VM10-1-9-207,00:26:45.192087,33214464.0
memory,used,VM10-1-9-207,00:26:45.192087,261619712.0
memory,buffered,VM10-1-9-207,00:26:55.192418,142651392.0
memory,cached,VM10-1-9-207,00:26:55.192418,3719782400.0
memory,free,VM10-1-9-207,00:26:55.192418,3930968064.0
memory,slab_recl,VM10-1-9-207,00:26:55.192418,318885888.0
memory,slab_unrecl,VM10-1-9-207,00:26:55.192418,34066432.0
memory,used,VM10-1-9-207,00:26:55.192418,229302272.0
