type,host,time,type_instance,instance,value
cpu,VM10-1-9-207,00:23:21.416933,softirq,0,197.0
cpu,VM10-1-9-207,00:23:21.417216,softirq,1,110.0
cpu,VM10-1-9-207,00:23:21.417293,softirq,2,219.0
cpu,VM10-1-9-207,00:23:21.417348,softirq,3,183.0
cpu,VM10-1-9-207,00:23:21.417374,steal,0,46.0
cpu,VM10-1-9-207,00:23:21.417395,steal,1,58.0
cpu,VM10-1-9-207,00:23:21.417416,steal,2,218.0
cpu,VM10-1-9-207,00:23:21.417437,steal,3,138.0
cpu,VM10-1-9-207,00:23:21.417463,idle,0,5654037.0
cpu,VM10-1-9-207,00:23:21.417485,idle,1,5637104.0
cpu,VM10-1-9-207,00:23:21.417506,idle,2,5640395.0
cpu,VM10-1-9-207,00:23:21.417540,idle,3,5654979.0
cpu,VM10-1-9-207,00:23:36.718642,user,0,42553.0
cpu,VM10-1-9-207,00:23:36.718654,user,1,56671.0
cpu,VM10-1-9-207,00:23:36.718660,user,2,41893.0
cpu,VM10-1-9-207,00:23:36.718667,user,3,38590.0
cpu,VM10-1-9-207,00:23:36.718674,system,0,5688.0
cpu,VM10-1-9-207,00:23:36.718682,system,1,7315.0
cpu,VM10-1-9-207,00:23:36.718683,system,2,7068.0
cpu,VM10-1-9-207,00:23:36.718684,system,3,6718.0
cpu,VM10-1-9-207,00:23:36.718685,wait,0,3320.0
cpu,VM10-1-9-207,00:23:36.718686,wait,1,4374.0
cpu,VM10-1-9-207,00:23:36.718687,wait,2,4008.0
cpu,VM10-1-9-207,00:23:36.718687,wait,3,3588.0
cpu,VM10-1-9-207,00:23:36.718688,nice,0,32.0
cpu,VM10-1-9-207,00:23:36.718688,nice,1,0.0
cpu,VM10-1-9-207,00:23:36.718689,nice,2,7516.0
cpu,VM10-1-9-207,00:23:36.718690,nice,3,0.0
cpu,VM10-1-9-207,00:23:36.718691,interrupt,0,0.0
cpu,VM10-1-9-207,00:23:36.718691,interrupt,1,0.0
cpu,VM10-1-9-207,00:23:36.718692,interrupt,2,0.0
cpu,VM10-1-9-207,00:23:36.718693,interrupt,3,0.0
cpu,VM10-1-9-207,00:23:36.718694,softirq,0,198.0
cpu,VM10-1-9-207,00:23:36.718695,softirq,1,110.0
cpu,VM10-1-9-207,00:23:36.718695,softirq,2,219.0
cpu,VM10-1-9-207,00:23:36.718696,softirq,3,184.0
cpu,VM10-1-9-207,00:23:36.718712,steal,0,46.0
cpu,VM10-1-9-207,00:23:36.718713,steal,1,58.0
cpu,VM10-1-9-207,00:23:36.718713,steal,2,218.0
cpu,VM10-1-9-207,00:23:36.718714,steal,3,138.0
cpu,VM10-1-9-207,00:23:36.718714,idle,0,5655550.0
cpu,VM10-1-9-207,00:23:36.718714,idle,1,5638280.0
cpu,VM10-1-9-207,00:23:36.718719,idle,2,5641885.0
cpu,VM10-1-9-207,00:23:36.718720,idle,3,5656479.0
