type,type_instance,host,time,value
memory,cached,VM10-1-9-207,00:31:40.105752,3722055680.0
memory,free,VM10-1-9-207,00:31:40.105752,3896475648.0
memory,slab_recl,VM10-1-9-207,00:31:40.105752,319160320.0
memory,slab_unrecl,VM10-1-9-207,00:31:40.105752,33333248.0
memory,buffered,VM10-1-9-207,00:31:47.529192,143024128.0
memory,cached,VM10-1-9-207,00:31:47.529192,3721998336.0
memory,free,VM10-1-9-207,00:31:47.529192,3928895488.0
memory,slab_recl,VM10-1-9-207,00:31:47.529192,319168512.0
memory,slab_unrecl,VM10-1-9-207,00:31:47.529192,33665024.0
memory,used,VM10-1-9-207,00:31:47.529192,228904960.0
memory,buffered,VM10-1-9-207,00:31:57.518257,143134720.0
memory,cached,VM10-1-9-207,00:31:57.518257,3722440704.0
memory,free,VM10-1-9-207,00:31:57.518257,3894697984.0
memory,slab_recl,VM10-1-9-207,00:31:57.518257,319537152.0
memory,slab_unrecl,VM10-1-9-207,00:31:57.518257,34717696.0
memory,used,VM10-1-9-207,00:31:57.518257,261128192.0
memory,buffered,VM10-1-9-207,00:32:07.519521,143155200.0
memory,cached,VM10-1-9-207,00:32:07.519521,3724099584.0
memory,free,VM10-1-9-207,00:32:07.519521,3892445184.0
memory,slab_recl,VM10-1-9-207,00:32:07.519521,319561728.0
memory,slab_unrecl,VM10-1-9-207,00:32:07.519521,34365440.0
memory,used,VM10-1-9-207,00:32:07.519521,262029312.0
memory,buffered,VM10-1-9-207,00:32:17.518154,143163392.0
memory,cached,VM10-1-9-207,00:32:17.518154,3724103680.0
memory,free,VM10-1-9-207,00:32:17.518154,3892797440.0
memory,slab_recl,VM10-1-9-207,00:32:17.518154,319500288.0
memory,slab_unrecl,VM10-1-9-207,00:32:17.518154,33837056.0
memory,used,VM10-1-9-207,00:32:17.518154,262254592.0
memory,buffered,VM10-1-9-207,00:32:27.518187,143167488.0
memory,cached,VM10-1-9-207,00:32:27.518187,3724107776.0
memory,free,VM10-1-9-207,00:32:27.518187,3892899840.0
memory,slab_recl,VM10-1-9-207,00:32:27.518187,319483904.0
memory,slab_unrecl,VM10-1-9-207,00:32:27.518187,33562624.0
memory,used,VM10-1-9-207,00:32:27.518187,262434816.0
memory,buffered,VM10-1-9-207,00:32:37.518169,143175680.0
memory,cached,VM10-1-9-207,00:32:37.518169,3724115968.0
memory,free,VM10-1-9-207,00:32:37.518169,3893125120.0
memory,slab_recl,VM10-1-9-207,00:32:37.518169,319488000.0
memory,slab_unrecl,VM10-1-9-207,00:32:37.518169,33468416.0
memory,used,VM10-1-9-207,00:32:37.518169,262283264.0
memory,buffered,VM10-1-9-207,00:32:47.518180,143179776.0
memory,cached,VM10-1-9-207,00:32:47.518180,3724124160.0
memory,free,VM10-1-9-207,00:32:47.518180,3892867072.0
memory,slab_recl,VM10-1-9-207,00:32:47.518180,319483904.0
memory,slab_unrecl,VM10-1-9-207,00:32:47.518180,33738752.0
memory,used,VM10-1-9-207,00:32:47.518180,262262784.0
memory,buffered,VM10-1-9-207,00:32:57.518154,143179776.0
memory,cached,VM10-1-9-207,00:32:57.518154,3724132352.0
memory,free,VM10-1-9-207,00:32:57.518154,3892965376.0
memory,slab_recl,VM10-1-9-207,00:32:57.518154,319467520.0
memory,slab_unrecl,VM10-1-9-207,00:32:57.518154,33611776.0
memory,used,VM10-1-9-207,00:32:57.518154,262299648.0
memory,buffered,VM10-1-9-207,00:33:07.518729,143187968.0
memory,cached,VM10-1-9-207,00:33:07.518729,3724136448.0
memory,free,VM10-1-9-207,00:33:07.518729,3892899840.0
memory,slab_recl,VM10-1-9-207,00:33:07.518729,319467520.0
memory,slab_unrecl,VM10-1-9-207,00:33:07.518729,33484800.0
memory,used,VM10-1-9-207,00:33:07.518729,262479872.0
memory,buffered,VM10-1-9-207,00:33:17.518270,143200256.0
memory,cached,VM10-1-9-207,00:33:17.518270,3724144640.0
memory,free,VM10-1-9-207,00:33:17.518270,3892998144.0
memory,slab_recl,VM10-1-9-207,00:33:17.518270,319483904.0
memory,slab_unrecl,VM10-1-9-207,00:33:17.518270,33447936.0
memory,used,VM10-1-9-207,00:33:17.518270,262381568.0
memory,buffered,VM10-1-9-207,00:33:27.518152,143212544.0
memory,cached,VM10-1-9-207,00:33:27.518152,3724152832.0
memory,free,VM10-1-9-207,00:33:27.518152,3892932608.0
memory,slab_recl,VM10-1-9-207,00:33:27.518152,319488000.0
memory,slab_unrecl,VM10-1-9-207,00:33:27.518152,33816576.0
memory,used,VM10-1-9-207,00:33:27.518152,262053888.0
memory,buffered,VM10-1-9-207,00:33:37.518557,143228928.0
memory,cached,VM10-1-9-207,00:33:37.518557,3724161024.0
memory,free,VM10-1-9-207,00:33:37.518557,3893030912.0
memory,slab_recl,VM10-1-9-207,00:33:37.518557,319488000.0
memory,slab_unrecl,VM10-1-9-207,00:33:37.518557,33636352.0
memory,used,VM10-1-9-207,00:33:37.518557,262111232.0
memory,buffered,VM10-1-9-207,00:33:47.518800,143233024.0
memory,cached,VM10-1-9-207,00:33:47.518800,3724165120.0
