type,host,time,type_instance,instance,value
cpu,VM10-1-9-207,00:23:56.375564,user,0,42560.0
cpu,VM10-1-9-207,00:23:56.375586,user,1,57343.0
cpu,VM10-1-9-207,00:23:56.375609,user,2,41916.0
cpu,VM10-1-9-207,00:23:56.375622,user,3,38594.0
cpu,VM10-1-9-207,00:23:56.375633,system,0,5698.0
cpu,VM10-1-9-207,00:23:56.375645,system,1,7330.0
cpu,VM10-1-9-207,00:23:56.375646,system,2,7090.0
cpu,VM10-1-9-207,00:23:56.375655,system,3,6724.0
cpu,VM10-1-9-207,00:23:56.375657,wait,0,3322.0
cpu,VM10-1-9-207,00:23:56.375658,wait,1,4375.0
cpu,VM10-1-9-207,00:23:56.375659,wait,2,4015.0
cpu,VM10-1-9-207,00:23:56.375659,wait,3,3589.0
cpu,VM10-1-9-207,00:23:56.375660,nice,0,32.0
cpu,VM10-1-9-207,00:23:56.375668,nice,1,0.0
cpu,VM10-1-9-207,00:23:56.375669,nice,2,7516.0
cpu,VM10-1-9-207,00:23:56.375670,nice,3,0.0
cpu,VM10-1-9-207,00:23:56.375675,interrupt,0,0.0
cpu,VM10-1-9-207,00:23:56.375677,interrupt,1,0.0
cpu,VM10-1-9-207,00:23:56.375678,interrupt,2,0.0
cpu,VM10-1-9-207,00:23:56.375686,interrupt,3,0.0
cpu,VM10-1-9-207,00:23:56.375687,softirq,0,200.0
cpu,VM10-1-9-207,00:23:56.375688,softirq,1,110.0
cpu,VM10-1-9-207,00:23:56.375689,softirq,2,219.0
cpu,VM10-1-9-207,00:23:56.375690,softirq,3,184.0
cpu,VM10-1-9-207,00:23:56.375697,steal,0,46.0
cpu,VM10-1-9-207,00:23:56.375699,steal,1,58.0
cpu,VM10-1-9-207,00:23:56.375700,steal,2,218.0
cpu,VM10-1-9-207,00:23:56.375701,steal,3,138.0
cpu,VM10-1-9-207,00:23:56.375701,idle,0,5657491.0
cpu,VM10-1-9-207,00:23:56.375703,idle,1,5639555.0
cpu,VM10-1-9-207,00:23:56.375710,idle,2,5643796.0
cpu,VM10-1-9-207,00:23:56.375711,idle,3,5658429.0
cpu,VM10-1-9-207,00:24:06.375607,user,0,42561.0
