type,host,time,type_instance,instance,value
cpu,VM10-1-9-207,00:24:55.190486,user,0,42924.0
cpu,VM10-1-9-207,00:24:55.190496,user,1,61594.0
cpu,VM10-1-9-207,00:24:55.190515,user,2,41934.0
cpu,VM10-1-9-207,00:24:55.190522,user,3,38604.0
cpu,VM10-1-9-207,00:24:55.190527,system,0,5717.0
cpu,VM10-1-9-207,00:24:55.190537,system,1,7336.0
cpu,VM10-1-9-207,00:24:55.190538,system,2,7105.0
cpu,VM10-1-9-207,00:24:55.190552,system,3,6732.0
cpu,VM10-1-9-207,00:24:55.190553,wait,0,3324.0
cpu,VM10-1-9-207,00:24:55.190554,wait,1,4376.0
cpu,VM10-1-9-207,00:24:55.190554,wait,2,4016.0
cpu,VM10-1-9-207,00:24:55.190555,wait,3,3602.0
cpu,VM10-1-9-207,00:24:55.190555,nice,0,32.0
cpu,VM10-1-9-207,00:24:55.190562,nice,1,0.0
cpu,VM10-1-9-207,00:24:55.190562,nice,2,7516.0
cpu,VM10-1-9-207,00:24:55.190563,nice,3,0.0
cpu,VM10-1-9-207,00:24:55.190564,interrupt,0,0.0
cpu,VM10-1-9-207,00:24:55.190565,interrupt,1,0.0
cpu,VM10-1-9-207,00:24:55.190570,interrupt,2,0.0
cpu,VM10-1-9-207,00:24:55.190571,interrupt,3,0.0
cpu,VM10-1-9-207,00:24:55.190572,softirq,0,201.0
cpu,VM10-1-9-207,00:24:55.190572,softirq,1,110.0
cpu,VM10-1-9-207,00:24:55.190573,softirq,2,219.0
cpu,VM10-1-9-207,00:24:55.190578,softirq,3,186.0
cpu,VM10-1-9-207,00:24:55.190579,steal,0,46.0
cpu,VM10-1-9-207,00:24:55.190580,steal,1,59.0
cpu,VM10-1-9-207,00:24:55.190580,steal,2,218.0
cpu,VM10-1-9-207,00:24:55.190581,steal,3,138.0
cpu,VM10-1-9-207,00:24:55.190582,idle,0,5662980.0
cpu,VM10-1-9-207,00:24:55.190587,idle,1,5641174.0
cpu,VM10-1-9-207,00:24:55.190588,idle,2,5649631.0
cpu,VM10-1-9-207,00:24:55.190588,idle,3,5664267.0
cpu,VM10-1-9-207,00:25:05.190364,user,0,42926.0
cpu,VM10-1-9-207,00:25:05.190432,user,1,62593.0
cpu,VM10-1-9-207,00:25:05.190442,user,2,41934.0
cpu,VM10-1-9-207,00:25:05.190446,user,3,38605.0
cpu,VM10-1-9-207,00:25:05.190455,system,0,5718.0
cpu,VM10-1-9-207,00:25:05.190459,system,1,7336.0
cpu,VM10-1-9-207,00:25:05.190511,system,2,7106.0
cpu,VM10-1-9-207,00:25:05.190533,system,3,6733.0
cpu,VM10-1-9-207,00:25:05.190544,wait,0,3325.0
cpu,VM10-1-9-207,00:25:05.190612,wait,1,4376.0
cpu,VM10-1-9-207,00:25:05.190622,wait,2,4016.0
cpu,VM10-1-9-207,00:25:05.190653,wait,3,3607.0
cpu,VM10-1-9-207,00:25:05.190685,nice,0,32.0
cpu,VM10-1-9-207,00:25:05.190691,nice,1,0.0
cpu,VM10-1-9-207,00:25:05.190715,nice,2,7516.0
cpu,VM10-1-9-207,00:25:05.190738,nice,3,0.0
cpu,VM10-1-9-207,00:25:05.190745,interrupt,0,0.0
cpu,VM10-1-9-207,00:25:05.190757,interrupt,1,0.0
cpu,VM10-1-9-207,00:25:05.190757,interrupt,2,0.0
cpu,VM10-1-9-207,00:25:05.190761,interrupt,3,0.0
cpu,VM10-1-9-207,00:25:05.190762,softirq,0,201.0
cpu,VM10-1-9-207,00:25:05.190763,softirq,1,110.0
cpu,VM10-1-9-207,00:25:05.190820,softirq,2,219.0
cpu,VM10-1-9-207,00:25:05.190821,softirq,3,186.0
cpu,VM10-1-9-207,00:25:05.190821,steal,0,46.0
cpu,VM10-1-9-207,00:25:05.190822,steal,1,60.0
cpu,VM10-1-9-207,00:25:05.190822,steal,2,218.0
cpu,VM10-1-9-207,00:25:05.190823,steal,3,138.0
cpu,VM10-1-9-207,00:25:05.190823,idle,0,5663975.0
cpu,VM10-1-9-207,00:25:05.190824,idle,1,5641174.0
