type_instance,type,value,host,time
buffered,memory,160849920.0,VM10-1-9-207,03:05:43.394121
cached,memory,3794550784.0,VM10-1-9-207,03:05:43.394121
free,memory,3839500288.0,VM10-1-9-207,03:05:43.394121
slab_recl,memory,330002432.0,VM10-1-9-207,03:05:43.394121
slab_unrecl,memory,39276544.0,VM10-1-9-207,03:05:43.394121
used,memory,211476480.0,VM10-1-9-207,03:05:43.394121
buffered,memory,160911360.0,VM10-1-9-207,03:05:53.387421
cached,memory,3794554880.0,VM10-1-9-207,03:05:53.387421
free,memory,3834646528.0,VM10-1-9-207,03:05:53.387421
slab_recl,memory,329977856.0,VM10-1-9-207,03:05:53.387421
slab_unrecl,memory,39260160.0,VM10-1-9-207,03:05:53.387421
used,memory,216305664.0,VM10-1-9-207,03:05:53.387421
buffered,memory,160940032.0,VM10-1-9-207,03:06:03.380640
cached,memory,3794563072.0,VM10-1-9-207,03:06:03.380640
free,memory,3834421248.0,VM10-1-9-207,03:06:03.380640
slab_recl,memory,329928704.0,VM10-1-9-207,03:06:03.380640
slab_unrecl,memory,39014400.0,VM10-1-9-207,03:06:03.380640
used,memory,216788992.0,VM10-1-9-207,03:06:03.380640
buffered,memory,160948224.0,VM10-1-9-207,03:06:13.383113
cached,memory,3794567168.0,VM10-1-9-207,03:06:13.383113
free,memory,3834101760.0,VM10-1-9-207,03:06:13.383113
slab_recl,memory,329900032.0,VM10-1-9-207,03:06:13.383113
slab_unrecl,memory,38854656.0,VM10-1-9-207,03:06:13.383113
used,memory,217284608.0,VM10-1-9-207,03:06:13.383113
buffered,memory,160952320.0,VM10-1-9-207,03:06:23.380678
cached,memory,3794579456.0,VM10-1-9-207,03:06:23.380678
free,memory,3838844928.0,VM10-1-9-207,03:06:23.380678
slab_recl,memory,329908224.0,VM10-1-9-207,03:06:23.380678
slab_unrecl,memory,38666240.0,VM10-1-9-207,03:06:23.380678
used,memory,212705280.0,VM10-1-9-207,03:06:23.380678
