host,time,type_instance,value,type
VM10-1-9-207,01:54:26.978247,buffered,151920640.0,memory
VM10-1-9-207,01:54:26.978247,cached,3756376064.0,memory
VM10-1-9-207,01:54:26.978247,free,3900973056.0,memory
VM10-1-9-207,01:54:26.978247,slab_recl,323710976.0,memory
VM10-1-9-207,01:54:26.978247,slab_unrecl,35553280.0,memory
VM10-1-9-207,01:54:26.978247,used,207122432.0,memory
VM10-1-9-207,01:54:36.963051,buffered,152141824.0,memory
VM10-1-9-207,01:54:36.963051,cached,3756744704.0,memory
VM10-1-9-207,01:54:36.963051,free,3864481792.0,memory
VM10-1-9-207,01:54:36.963051,slab_recl,324218880.0,memory
VM10-1-9-207,01:54:36.963051,slab_unrecl,37740544.0,memory
VM10-1-9-207,01:54:36.963051,used,240328704.0,memory
