instance,time,value,host,type_instance,type
0,01:54:56.641081,168840.0,VM10-1-9-207,user,cpu
1,01:54:56.641093,194467.0,VM10-1-9-207,user,cpu
2,01:54:56.641101,142675.0,VM10-1-9-207,user,cpu
3,01:54:56.641109,167601.0,VM10-1-9-207,user,cpu
0,01:54:56.641130,6418.0,VM10-1-9-207,system,cpu
1,01:54:56.641154,8338.0,VM10-1-9-207,system,cpu
2,01:54:56.641155,8138.0,VM10-1-9-207,system,cpu
3,01:54:56.641155,7473.0,VM10-1-9-207,system,cpu
0,01:54:56.641157,3518.0,VM10-1-9-207,wait,cpu
1,01:54:56.641158,4479.0,VM10-1-9-207,wait,cpu
2,01:54:56.641159,4362.0,VM10-1-9-207,wait,cpu
3,01:54:56.641160,3770.0,VM10-1-9-207,wait,cpu
0,01:54:56.641161,32.0,VM10-1-9-207,nice,cpu
1,01:54:56.641162,0.0,VM10-1-9-207,nice,cpu
2,01:54:56.641169,7516.0,VM10-1-9-207,nice,cpu
3,01:54:56.641170,0.0,VM10-1-9-207,nice,cpu
0,01:54:56.641172,0.0,VM10-1-9-207,interrupt,cpu
1,01:54:56.641173,0.0,VM10-1-9-207,interrupt,cpu
2,01:54:56.641185,0.0,VM10-1-9-207,interrupt,cpu
3,01:54:56.641187,0.0,VM10-1-9-207,interrupt,cpu
0,01:54:56.641188,262.0,VM10-1-9-207,softirq,cpu
1,01:54:56.641189,131.0,VM10-1-9-207,softirq,cpu
2,01:54:56.641190,246.0,VM10-1-9-207,softirq,cpu
3,01:54:56.641198,243.0,VM10-1-9-207,softirq,cpu
0,01:54:56.641200,75.0,VM10-1-9-207,steal,cpu
1,01:54:56.641201,82.0,VM10-1-9-207,steal,cpu
2,01:54:56.641202,248.0,VM10-1-9-207,steal,cpu
3,01:54:56.641203,190.0,VM10-1-9-207,steal,cpu
0,01:54:56.641203,6075866.0,VM10-1-9-207,idle,cpu
1,01:54:56.641211,6046997.0,VM10-1-9-207,idle,cpu
2,01:54:56.641213,6086958.0,VM10-1-9-207,idle,cpu
3,01:54:56.641214,6073959.0,VM10-1-9-207,idle,cpu
0,01:55:06.640946,169839.0,VM10-1-9-207,user,cpu
1,01:55:06.640970,194467.0,VM10-1-9-207,user,cpu
2,01:55:06.640999,142676.0,VM10-1-9-207,user,cpu
3,01:55:06.641022,167603.0,VM10-1-9-207,user,cpu
0,01:55:06.641034,6419.0,VM10-1-9-207,system,cpu
1,01:55:06.641042,8338.0,VM10-1-9-207,system,cpu
2,01:55:06.641043,8138.0,VM10-1-9-207,system,cpu
3,01:55:06.641044,7473.0,VM10-1-9-207,system,cpu
0,01:55:06.641045,3518.0,VM10-1-9-207,wait,cpu
1,01:55:06.641047,4479.0,VM10-1-9-207,wait,cpu
2,01:55:06.641047,4362.0,VM10-1-9-207,wait,cpu
3,01:55:06.641049,3774.0,VM10-1-9-207,wait,cpu
0,01:55:06.641050,32.0,VM10-1-9-207,nice,cpu
1,01:55:06.641051,0.0,VM10-1-9-207,nice,cpu
2,01:55:06.641052,7516.0,VM10-1-9-207,nice,cpu
3,01:55:06.641053,0.0,VM10-1-9-207,nice,cpu
0,01:55:06.641054,0.0,VM10-1-9-207,interrupt,cpu
1,01:55:06.641056,0.0,VM10-1-9-207,interrupt,cpu
2,01:55:06.641057,0.0,VM10-1-9-207,interrupt,cpu
3,01:55:06.641058,0.0,VM10-1-9-207,interrupt,cpu
0,01:55:06.641060,262.0,VM10-1-9-207,softirq,cpu
1,01:55:06.641061,131.0,VM10-1-9-207,softirq,cpu
2,01:55:06.641062,246.0,VM10-1-9-207,softirq,cpu
3,01:55:06.641063,243.0,VM10-1-9-207,softirq,cpu
0,01:55:06.641065,76.0,VM10-1-9-207,steal,cpu
1,01:55:06.641066,82.0,VM10-1-9-207,steal,cpu
2,01:55:06.641067,248.0,VM10-1-9-207,steal,cpu
3,01:55:06.641068,190.0,VM10-1-9-207,steal,cpu
0,01:55:06.641069,6075866.0,VM10-1-9-207,idle,cpu
1,01:55:06.641070,6047995.0,VM10-1-9-207,idle,cpu
2,01:55:06.641072,6087954.0,VM10-1-9-207,idle,cpu
3,01:55:06.641073,6074951.0,VM10-1-9-207,idle,cpu
0,01:55:16.641019,170839.0,VM10-1-9-207,user,cpu
1,01:55:16.641030,194468.0,VM10-1-9-207,user,cpu
2,01:55:16.641047,142677.0,VM10-1-9-207,user,cpu
3,01:55:16.641053,167604.0,VM10-1-9-207,user,cpu
0,01:55:16.641058,6419.0,VM10-1-9-207,system,cpu
1,01:55:16.641089,8339.0,VM10-1-9-207,system,cpu
2,01:55:16.641090,8139.0,VM10-1-9-207,system,cpu
3,01:55:16.641091,7475.0,VM10-1-9-207,system,cpu
0,01:55:16.641091,3518.0,VM10-1-9-207,wait,cpu
1,01:55:16.641092,4479.0,VM10-1-9-207,wait,cpu
2,01:55:16.641649,4362.0,VM10-1-9-207,wait,cpu
3,01:55:16.641688,3774.0,VM10-1-9-207,wait,cpu
0,01:55:16.641694,32.0,VM10-1-9-207,nice,cpu
1,01:55:16.641752,0.0,VM10-1-9-207,nice,cpu
2,01:55:16.641786,7516.0,VM10-1-9-207,nice,cpu
3,01:55:16.641792,0.0,VM10-1-9-207,nice,cpu
0,01:55:16.642514,0.0,VM10-1-9-207,interrupt,cpu
1,01:55:16.642524,0.0,VM10-1-9-207,interrupt,cpu
2,01:55:16.642591,0.0,VM10-1-9-207,interrupt,cpu
3,01:55:16.642601,0.0,VM10-1-9-207,interrupt,cpu
0,01:55:16.642647,262.0,VM10-1-9-207,softirq,cpu
1,01:55:16.642666,131.0,VM10-1-9-207,softirq,cpu
2,01:55:16.642672,246.0,VM10-1-9-207,softirq,cpu
3,01:55:16.642681,243.0,VM10-1-9-207,softirq,cpu
0,01:55:16.642759,76.0,VM10-1-9-207,steal,cpu
1,01:55:16.642803,82.0,VM10-1-9-207,steal,cpu
2,01:55:16.642821,248.0,VM10-1-9-207,steal,cpu
3,01:55:16.642880,190.0,VM10-1-9-207,steal,cpu
0,01:55:16.642929,6075866.0,VM10-1-9-207,idle,cpu
1,01:55:16.642935,6048993.0,VM10-1-9-207,idle,cpu
2,01:55:16.642957,6088952.0,VM10-1-9-207,idle,cpu
3,01:55:16.642958,6075946.0,VM10-1-9-207,idle,cpu
0,01:55:26.641034,171839.0,VM10-1-9-207,user,cpu
1,01:55:26.641050,194468.0,VM10-1-9-207,user,cpu
2,01:55:26.641058,142678.0,VM10-1-9-207,user,cpu
3,01:55:26.641062,167605.0,VM10-1-9-207,user,cpu
0,01:55:26.641069,6419.0,VM10-1-9-207,system,cpu
1,01:55:26.641076,8341.0,VM10-1-9-207,system,cpu
2,01:55:26.641077,8140.0,VM10-1-9-207,system,cpu
3,01:55:26.641078,7476.0,VM10-1-9-207,system,cpu
0,01:55:26.641078,3518.0,VM10-1-9-207,wait,cpu
1,01:55:26.641079,4479.0,VM10-1-9-207,wait,cpu
2,01:55:26.641080,4362.0,VM10-1-9-207,wait,cpu
