instance,time,value,host,type_instance,type
0,02:02:57.240719,175026.0,VM10-1-9-207,user,cpu
1,02:02:57.240742,208003.0,VM10-1-9-207,user,cpu
2,02:02:57.240760,163792.0,VM10-1-9-207,user,cpu
3,02:02:57.240763,171084.0,VM10-1-9-207,user,cpu
0,02:02:57.240766,6495.0,VM10-1-9-207,system,cpu
1,02:02:57.240772,8394.0,VM10-1-9-207,system,cpu
2,02:02:57.240775,8228.0,VM10-1-9-207,system,cpu
3,02:02:57.240783,7551.0,VM10-1-9-207,system,cpu
0,02:02:57.240784,3532.0,VM10-1-9-207,wait,cpu
1,02:02:57.240785,4486.0,VM10-1-9-207,wait,cpu
2,02:02:57.240785,4368.0,VM10-1-9-207,wait,cpu
3,02:02:57.240786,3830.0,VM10-1-9-207,wait,cpu
0,02:02:57.240786,32.0,VM10-1-9-207,nice,cpu
1,02:02:57.240791,0.0,VM10-1-9-207,nice,cpu
2,02:02:57.240791,7516.0,VM10-1-9-207,nice,cpu
3,02:02:57.240792,0.0,VM10-1-9-207,nice,cpu
0,02:02:57.240792,0.0,VM10-1-9-207,interrupt,cpu
1,02:02:57.240793,0.0,VM10-1-9-207,interrupt,cpu
2,02:02:57.240796,0.0,VM10-1-9-207,interrupt,cpu
3,02:02:57.240797,0.0,VM10-1-9-207,interrupt,cpu
0,02:02:57.240798,265.0,VM10-1-9-207,softirq,cpu
1,02:02:57.240798,133.0,VM10-1-9-207,softirq,cpu
2,02:02:57.240798,248.0,VM10-1-9-207,softirq,cpu
3,02:02:57.240802,244.0,VM10-1-9-207,softirq,cpu
0,02:02:57.240803,78.0,VM10-1-9-207,steal,cpu
1,02:02:57.240803,84.0,VM10-1-9-207,steal,cpu
2,02:02:57.240804,252.0,VM10-1-9-207,steal,cpu
3,02:02:57.240804,194.0,VM10-1-9-207,steal,cpu
0,02:02:57.240805,6117598.0,VM10-1-9-207,idle,cpu
1,02:02:57.240809,6081424.0,VM10-1-9-207,idle,cpu
2,02:02:57.240809,6113746.0,VM10-1-9-207,idle,cpu
3,02:02:57.240810,6118335.0,VM10-1-9-207,idle,cpu
0,02:03:07.240814,175028.0,VM10-1-9-207,user,cpu
1,02:03:07.240823,208184.0,VM10-1-9-207,user,cpu
2,02:03:07.240847,163938.0,VM10-1-9-207,user,cpu
3,02:03:07.240856,171758.0,VM10-1-9-207,user,cpu
0,02:03:07.240860,6496.0,VM10-1-9-207,system,cpu
1,02:03:07.240864,8394.0,VM10-1-9-207,system,cpu
2,02:03:07.240865,8229.0,VM10-1-9-207,system,cpu
3,02:03:07.240866,7553.0,VM10-1-9-207,system,cpu
0,02:03:07.240867,3532.0,VM10-1-9-207,wait,cpu
