host,time,type_instance,value,type
VM10-1-9-207,01:55:45.428400,buffered,152420352.0,memory
VM10-1-9-207,01:55:45.428400,cached,3760422912.0,memory
VM10-1-9-207,01:55:45.428400,free,3894665216.0,memory
VM10-1-9-207,01:55:45.428400,slab_recl,324472832.0,memory
VM10-1-9-207,01:55:45.428400,slab_unrecl,36655104.0,memory
VM10-1-9-207,01:55:45.428400,used,207020032.0,memory
VM10-1-9-207,01:55:55.410299,buffered,152616960.0,memory
VM10-1-9-207,01:55:55.410299,cached,3760869376.0,memory
VM10-1-9-207,01:55:55.410299,free,3858948096.0,memory
VM10-1-9-207,01:55:55.410299,slab_recl,324882432.0,memory
VM10-1-9-207,01:55:55.410299,slab_unrecl,37822464.0,memory
VM10-1-9-207,01:55:55.410299,used,240517120.0,memory
VM10-1-9-207,01:56:05.410102,buffered,152653824.0,memory
VM10-1-9-207,01:56:05.410102,cached,3762528256.0,memory
VM10-1-9-207,01:56:05.410102,free,3856568320.0,memory
VM10-1-9-207,01:56:05.410102,slab_recl,324907008.0,memory
VM10-1-9-207,01:56:05.410102,slab_unrecl,37224448.0,memory
VM10-1-9-207,01:56:05.410102,used,241774592.0,memory
VM10-1-9-207,01:56:15.410003,buffered,152662016.0,memory
VM10-1-9-207,01:56:15.410003,cached,3762536448.0,memory
VM10-1-9-207,01:56:15.410003,free,3857129472.0,memory
VM10-1-9-207,01:56:15.410003,slab_recl,324878336.0,memory
VM10-1-9-207,01:56:15.410003,slab_unrecl,36835328.0,memory
VM10-1-9-207,01:56:15.410003,used,241614848.0,memory
VM10-1-9-207,01:56:25.410038,buffered,152670208.0,memory
VM10-1-9-207,01:56:25.410038,cached,3762544640.0,memory
VM10-1-9-207,01:56:25.410038,free,3857285120.0,memory
VM10-1-9-207,01:56:25.410038,slab_recl,324866048.0,memory
VM10-1-9-207,01:56:25.410038,slab_unrecl,36884480.0,memory
VM10-1-9-207,01:56:25.410038,used,241405952.0,memory
VM10-1-9-207,01:56:35.410133,buffered,152678400.0,memory
VM10-1-9-207,01:56:35.410133,cached,3762552832.0,memory
VM10-1-9-207,01:56:35.410133,free,3857317888.0,memory
VM10-1-9-207,01:56:35.410133,slab_recl,324861952.0,memory
VM10-1-9-207,01:56:35.410133,slab_unrecl,36868096.0,memory
VM10-1-9-207,01:56:35.410133,used,241377280.0,memory
VM10-1-9-207,01:56:45.410856,buffered,152678400.0,memory
VM10-1-9-207,01:56:45.410856,cached,3762561024.0,memory
VM10-1-9-207,01:56:45.410856,free,3857633280.0,memory
VM10-1-9-207,01:56:45.410856,slab_recl,324853760.0,memory
VM10-1-9-207,01:56:45.410856,slab_unrecl,36564992.0,memory
VM10-1-9-207,01:56:45.410856,used,241364992.0,memory
VM10-1-9-207,01:56:55.410009,buffered,152678400.0,memory
VM10-1-9-207,01:56:55.410009,cached,3762569216.0,memory
VM10-1-9-207,01:56:55.410009,free,3857891328.0,memory
VM10-1-9-207,01:56:55.410009,slab_recl,324833280.0,memory
VM10-1-9-207,01:56:55.410009,slab_unrecl,36470784.0,memory
VM10-1-9-207,01:56:55.410009,used,241213440.0,memory
VM10-1-9-207,01:57:05.409962,buffered,152686592.0,memory
VM10-1-9-207,01:57:05.409962,cached,3762573312.0,memory
VM10-1-9-207,01:57:05.409962,free,3857412096.0,memory
VM10-1-9-207,01:57:05.409962,slab_recl,324833280.0,memory
VM10-1-9-207,01:57:05.409962,slab_unrecl,36843520.0,memory
VM10-1-9-207,01:57:05.409962,used,241307648.0,memory
VM10-1-9-207,01:57:15.409997,buffered,152694784.0,memory
VM10-1-9-207,01:57:15.409997,cached,3762585600.0,memory
VM10-1-9-207,01:57:15.409997,free,3857186816.0,memory
VM10-1-9-207,01:57:15.409997,slab_recl,324829184.0,memory
VM10-1-9-207,01:57:15.409997,slab_unrecl,36810752.0,memory
VM10-1-9-207,01:57:15.409997,used,241549312.0,memory
VM10-1-9-207,01:57:25.409999,buffered,152707072.0,memory
VM10-1-9-207,01:57:25.409999,cached,3762593792.0,memory
VM10-1-9-207,01:57:25.409999,free,3857317888.0,memory
VM10-1-9-207,01:57:25.409999,slab_recl,324833280.0,memory
VM10-1-9-207,01:57:25.409999,slab_unrecl,36585472.0,memory
VM10-1-9-207,01:57:25.409999,used,241618944.0,memory
VM10-1-9-207,01:57:35.410024,buffered,152723456.0,memory
VM10-1-9-207,01:57:35.410024,cached,3762601984.0,memory
VM10-1-9-207,01:57:35.410024,free,3857219584.0,memory
VM10-1-9-207,01:57:35.410024,slab_recl,324845568.0,memory
VM10-1-9-207,01:57:35.410024,slab_unrecl,36462592.0,memory
VM10-1-9-207,01:57:35.410024,used,241803264.0,memory
VM10-1-9-207,01:57:45.410003,buffered,152731648.0,memory
VM10-1-9-207,01:57:45.410003,cached,3762606080.0,memory
VM10-1-9-207,01:57:45.410003,free,3856936960.0,memory
VM10-1-9-207,01:57:45.410003,slab_recl,324841472.0,memory
VM10-1-9-207,01:57:45.410003,slab_unrecl,36810752.0,memory
VM10-1-9-207,01:57:45.410003,used,241729536.0,memory
VM10-1-9-207,01:57:55.410090,buffered,152748032.0,memory
VM10-1-9-207,01:57:55.410090,cached,3762561024.0,memory
VM10-1-9-207,01:57:55.410090,free,3888844800.0,memory
VM10-1-9-207,01:57:55.410090,slab_recl,324866048.0,memory
VM10-1-9-207,01:57:55.410090,slab_unrecl,37273600.0,memory
VM10-1-9-207,01:57:55.410090,used,209362944.0,memory
