instance,time,value,host,type_instance,type
0,01:58:11.213188,173004.0,VM10-1-9-207,user,cpu
1,01:58:11.213205,195298.0,VM10-1-9-207,user,cpu
2,01:58:11.213214,153378.0,VM10-1-9-207,user,cpu
3,01:58:11.213219,168868.0,VM10-1-9-207,user,cpu
0,01:58:11.213227,6461.0,VM10-1-9-207,system,cpu
1,01:58:11.213231,8369.0,VM10-1-9-207,system,cpu
2,01:58:11.213232,8164.0,VM10-1-9-207,system,cpu
3,01:58:11.213233,7513.0,VM10-1-9-207,system,cpu
0,01:58:11.213234,3522.0,VM10-1-9-207,wait,cpu
1,01:58:11.213235,4484.0,VM10-1-9-207,wait,cpu
2,01:58:11.213235,4364.0,VM10-1-9-207,wait,cpu
3,01:58:11.213279,3807.0,VM10-1-9-207,wait,cpu
0,01:58:11.213281,32.0,VM10-1-9-207,nice,cpu
1,01:58:11.213282,0.0,VM10-1-9-207,nice,cpu
2,01:58:11.213283,7516.0,VM10-1-9-207,nice,cpu
3,01:58:11.213284,0.0,VM10-1-9-207,nice,cpu
0,01:58:11.213285,0.0,VM10-1-9-207,interrupt,cpu
1,01:58:11.213286,0.0,VM10-1-9-207,interrupt,cpu
2,01:58:11.213287,0.0,VM10-1-9-207,interrupt,cpu
3,01:58:11.213287,0.0,VM10-1-9-207,interrupt,cpu
0,01:58:11.213288,265.0,VM10-1-9-207,softirq,cpu
1,01:58:11.213289,132.0,VM10-1-9-207,softirq,cpu
2,01:58:11.213290,246.0,VM10-1-9-207,softirq,cpu
3,01:58:11.213291,243.0,VM10-1-9-207,softirq,cpu
0,01:58:11.213292,76.0,VM10-1-9-207,steal,cpu
1,01:58:11.213292,82.0,VM10-1-9-207,steal,cpu
2,01:58:11.213293,251.0,VM10-1-9-207,steal,cpu
3,01:58:11.213294,192.0,VM10-1-9-207,steal,cpu
0,01:58:11.213295,6091096.0,VM10-1-9-207,idle,cpu
1,01:58:11.213296,6065570.0,VM10-1-9-207,idle,cpu
2,01:58:11.213296,6095662.0,VM10-1-9-207,idle,cpu
