host,time,type_instance,value,type
VM10-1-9-207,02:02:47.257462,buffered,153251840.0,memory
VM10-1-9-207,02:02:47.257462,cached,3764768768.0,memory
VM10-1-9-207,02:02:47.257462,free,3886538752.0,memory
VM10-1-9-207,02:02:47.257462,slab_recl,325128192.0,memory
VM10-1-9-207,02:02:47.257462,slab_unrecl,37150720.0,memory
VM10-1-9-207,02:02:47.257462,used,208818176.0,memory
VM10-1-9-207,02:02:57.243155,buffered,153460736.0,memory
VM10-1-9-207,02:02:57.243155,cached,3765161984.0,memory
VM10-1-9-207,02:02:57.243155,free,3852132352.0,memory
VM10-1-9-207,02:02:57.243155,slab_recl,325574656.0,memory
VM10-1-9-207,02:02:57.243155,slab_unrecl,37912576.0,memory
VM10-1-9-207,02:02:57.243155,used,241414144.0,memory
VM10-1-9-207,02:03:07.243045,buffered,153509888.0,memory
VM10-1-9-207,02:03:07.243045,cached,3766820864.0,memory
VM10-1-9-207,02:03:07.243045,free,3849707520.0,memory
VM10-1-9-207,02:03:07.243045,slab_recl,325550080.0,memory
VM10-1-9-207,02:03:07.243045,slab_unrecl,37298176.0,memory
VM10-1-9-207,02:03:07.243045,used,242769920.0,memory
VM10-1-9-207,02:03:17.243337,buffered,153522176.0,memory
VM10-1-9-207,02:03:17.243337,cached,3766824960.0,memory
VM10-1-9-207,02:03:17.243337,free,3849863168.0,memory
VM10-1-9-207,02:03:17.243337,slab_recl,325537792.0,memory
VM10-1-9-207,02:03:17.243337,slab_unrecl,36941824.0,memory
VM10-1-9-207,02:03:17.243337,used,242966528.0,memory
VM10-1-9-207,02:03:27.242945,buffered,153530368.0,memory
VM10-1-9-207,02:03:27.242945,cached,3766837248.0,memory
VM10-1-9-207,02:03:27.242945,free,3849994240.0,memory
VM10-1-9-207,02:03:27.242945,slab_recl,325529600.0,memory
VM10-1-9-207,02:03:27.242945,slab_unrecl,36925440.0,memory
VM10-1-9-207,02:03:27.242945,used,242839552.0,memory
VM10-1-9-207,02:03:37.243933,buffered,153554944.0,memory
VM10-1-9-207,02:03:37.243933,cached,3766845440.0,memory
VM10-1-9-207,02:03:37.243933,free,3850055680.0,memory
VM10-1-9-207,02:03:37.243933,slab_recl,325529600.0,memory
VM10-1-9-207,02:03:37.243933,slab_unrecl,36986880.0,memory
VM10-1-9-207,02:03:37.243933,used,242683904.0,memory
VM10-1-9-207,02:03:47.243069,buffered,153571328.0,memory
VM10-1-9-207,02:03:47.243069,cached,3766853632.0,memory
VM10-1-9-207,02:03:47.243069,free,3849703424.0,memory
VM10-1-9-207,02:03:47.243069,slab_recl,325513216.0,memory
VM10-1-9-207,02:03:47.243069,slab_unrecl,37113856.0,memory
VM10-1-9-207,02:03:47.243069,used,242900992.0,memory
VM10-1-9-207,02:03:57.243097,buffered,153575424.0,memory
VM10-1-9-207,02:03:57.243097,cached,3766853632.0,memory
VM10-1-9-207,02:03:57.243097,free,3849928704.0,memory
VM10-1-9-207,02:03:57.243097,slab_recl,325513216.0,memory
VM10-1-9-207,02:03:57.243097,slab_unrecl,37003264.0,memory
VM10-1-9-207,02:03:57.243097,used,242782208.0,memory
VM10-1-9-207,02:04:07.243215,buffered,153575424.0,memory
VM10-1-9-207,02:04:07.243215,cached,3766865920.0,memory
VM10-1-9-207,02:04:07.243215,free,3849994240.0,memory
VM10-1-9-207,02:04:07.243215,slab_recl,325517312.0,memory
VM10-1-9-207,02:04:07.243215,slab_unrecl,36958208.0,memory
VM10-1-9-207,02:04:07.243215,used,242745344.0,memory
VM10-1-9-207,02:04:17.243302,buffered,153579520.0,memory
VM10-1-9-207,02:04:17.243302,cached,3766878208.0,memory
VM10-1-9-207,02:04:17.243302,free,3850182656.0,memory
VM10-1-9-207,02:04:17.243302,slab_recl,325513216.0,memory
VM10-1-9-207,02:04:17.243302,slab_unrecl,36835328.0,memory
VM10-1-9-207,02:04:17.243302,used,242667520.0,memory
VM10-1-9-207,02:04:27.243030,buffered,153587712.0,memory
VM10-1-9-207,02:04:27.243030,cached,3766886400.0,memory
VM10-1-9-207,02:04:27.243030,free,3849900032.0,memory
VM10-1-9-207,02:04:27.243030,slab_recl,325513216.0,memory
VM10-1-9-207,02:04:27.243030,slab_unrecl,37093376.0,memory
VM10-1-9-207,02:04:27.243030,used,242675712.0,memory
VM10-1-9-207,02:04:37.243089,buffered,153587712.0,memory
VM10-1-9-207,02:04:37.243089,cached,3766890496.0,memory
VM10-1-9-207,02:04:37.243089,free,3850055680.0,memory
VM10-1-9-207,02:04:37.243089,slab_recl,325513216.0,memory
VM10-1-9-207,02:04:37.243089,slab_unrecl,36876288.0,memory
VM10-1-9-207,02:04:37.243089,used,242733056.0,memory
VM10-1-9-207,02:04:47.242999,buffered,153600000.0,memory
VM10-1-9-207,02:04:47.242999,cached,3766898688.0,memory
VM10-1-9-207,02:04:47.242999,free,3849990144.0,memory
VM10-1-9-207,02:04:47.242999,slab_recl,325509120.0,memory
VM10-1-9-207,02:04:47.242999,slab_unrecl,36696064.0,memory
VM10-1-9-207,02:04:47.242999,used,242962432.0,memory
VM10-1-9-207,02:04:57.243005,buffered,153604096.0,memory
VM10-1-9-207,02:04:57.243005,cached,3766906880.0,memory
VM10-1-9-207,02:04:57.243005,free,3850088448.0,memory
VM10-1-9-207,02:04:57.243005,slab_recl,325505024.0,memory
VM10-1-9-207,02:04:57.243005,slab_unrecl,36560896.0,memory
VM10-1-9-207,02:04:57.243005,used,242991104.0,memory
VM10-1-9-207,02:05:07.242999,buffered,153604096.0,memory
VM10-1-9-207,02:05:07.242999,cached,3766919168.0,memory
VM10-1-9-207,02:05:07.242999,free,3849609216.0,memory
VM10-1-9-207,02:05:07.242999,slab_recl,325513216.0,memory
VM10-1-9-207,02:05:07.242999,slab_unrecl,37019648.0,memory
VM10-1-9-207,02:05:07.242999,used,242991104.0,memory
VM10-1-9-207,02:05:17.243073,buffered,153608192.0,memory
VM10-1-9-207,02:05:17.243073,cached,3766923264.0,memory
VM10-1-9-207,02:05:17.243073,free,3849613312.0,memory
VM10-1-9-207,02:05:17.243073,slab_recl,325513216.0,memory
VM10-1-9-207,02:05:17.243073,slab_unrecl,36823040.0,memory
VM10-1-9-207,02:05:17.243073,used,243175424.0,memory
VM10-1-9-207,02:05:27.244031,buffered,153616384.0,memory
VM10-1-9-207,02:05:27.244031,cached,3766931456.0,memory
VM10-1-9-207,02:05:27.244031,free,3849482240.0,memory
VM10-1-9-207,02:05:27.244031,slab_recl,325505024.0,memory
