instance,value,host,time,type,type_instance
0,198555.0,VM10-1-9-207,02:31:12.700126,cpu,user
1,244230.0,VM10-1-9-207,02:31:12.700389,cpu,user
2,197879.0,VM10-1-9-207,02:31:12.700530,cpu,user
3,229638.0,VM10-1-9-207,02:31:12.700659,cpu,user
0,6772.0,VM10-1-9-207,02:31:12.701893,cpu,system
1,8654.0,VM10-1-9-207,02:31:12.701916,cpu,system
2,8589.0,VM10-1-9-207,02:31:12.701939,cpu,system
3,7871.0,VM10-1-9-207,02:31:12.701956,cpu,system
0,3700.0,VM10-1-9-207,02:31:12.701990,cpu,wait
1,4505.0,VM10-1-9-207,02:31:12.702024,cpu,wait
2,4459.0,VM10-1-9-207,02:31:12.702071,cpu,wait
3,3866.0,VM10-1-9-207,02:31:12.702074,cpu,wait
