host,time,type,value,type_instance
VM10-1-9-207,02:35:27.539306,memory,157188096.0,buffered
VM10-1-9-207,02:35:27.539306,memory,3775549440.0,cached
VM10-1-9-207,02:35:27.539306,memory,3862806528.0,free
VM10-1-9-207,02:35:27.539306,memory,326868992.0,slab_recl
VM10-1-9-207,02:35:27.539306,memory,37330944.0,slab_unrecl
VM10-1-9-207,02:35:27.539306,memory,215912448.0,used
VM10-1-9-207,02:35:37.527897,memory,157241344.0,buffered
VM10-1-9-207,02:35:37.527897,memory,3775594496.0,cached
VM10-1-9-207,02:35:37.527897,memory,3745800192.0,free
VM10-1-9-207,02:35:37.527897,memory,326918144.0,slab_recl
VM10-1-9-207,02:35:37.527897,memory,37261312.0,slab_unrecl
VM10-1-9-207,02:35:37.527897,memory,332840960.0,used
VM10-1-9-207,02:35:47.526719,memory,157253632.0,buffered
VM10-1-9-207,02:35:47.526719,memory,3775602688.0,cached
VM10-1-9-207,02:35:47.526719,memory,3742478336.0,free
VM10-1-9-207,02:35:47.526719,memory,326889472.0,slab_recl
VM10-1-9-207,02:35:47.526719,memory,37371904.0,slab_unrecl
VM10-1-9-207,02:35:47.526719,memory,336060416.0,used
VM10-1-9-207,02:35:57.526685,memory,157265920.0,buffered
VM10-1-9-207,02:35:57.526685,memory,3775610880.0,cached
VM10-1-9-207,02:35:57.526685,memory,3740385280.0,free
VM10-1-9-207,02:35:57.526685,memory,326877184.0,slab_recl
VM10-1-9-207,02:35:57.526685,memory,37240832.0,slab_unrecl
VM10-1-9-207,02:35:57.526685,memory,338276352.0,used
VM10-1-9-207,02:36:07.545276,memory,157282304.0,buffered
VM10-1-9-207,02:36:07.545276,memory,3775614976.0,cached
VM10-1-9-207,02:36:07.545276,memory,3740319744.0,free
VM10-1-9-207,02:36:07.545276,memory,326873088.0,slab_recl
VM10-1-9-207,02:36:07.545276,memory,37036032.0,slab_unrecl
VM10-1-9-207,02:36:07.545276,memory,338530304.0,used
VM10-1-9-207,02:36:17.526721,memory,157286400.0,buffered
VM10-1-9-207,02:36:17.526721,memory,3775627264.0,cached
VM10-1-9-207,02:36:17.526721,memory,3738320896.0,free
VM10-1-9-207,02:36:17.526721,memory,326864896.0,slab_recl
VM10-1-9-207,02:36:17.526721,memory,36966400.0,slab_unrecl
VM10-1-9-207,02:36:17.526721,memory,340590592.0,used
VM10-1-9-207,02:36:27.526800,memory,157298688.0,buffered
VM10-1-9-207,02:36:27.526800,memory,3775631360.0,cached
VM10-1-9-207,02:36:27.526800,memory,3735711744.0,free
VM10-1-9-207,02:36:27.526800,memory,326852608.0,slab_recl
