instance,value,host,time,type,type_instance
0,32.0,VM10-1-9-207,02:31:12.702076,cpu,nice
1,0.0,VM10-1-9-207,02:31:12.702079,cpu,nice
2,7516.0,VM10-1-9-207,02:31:12.702081,cpu,nice
3,0.0,VM10-1-9-207,02:31:12.702086,cpu,nice
0,0.0,VM10-1-9-207,02:31:12.702089,cpu,interrupt
1,0.0,VM10-1-9-207,02:31:12.702091,cpu,interrupt
2,0.0,VM10-1-9-207,02:31:12.702093,cpu,interrupt
3,0.0,VM10-1-9-207,02:31:12.702095,cpu,interrupt
0,276.0,VM10-1-9-207,02:31:12.702097,cpu,softirq
1,140.0,VM10-1-9-207,02:31:12.702098,cpu,softirq
2,254.0,VM10-1-9-207,02:31:12.702100,cpu,softirq
3,264.0,VM10-1-9-207,02:31:12.702102,cpu,softirq
0,82.0,VM10-1-9-207,02:31:12.702104,cpu,steal
1,94.0,VM10-1-9-207,02:31:12.702106,cpu,steal
2,260.0,VM10-1-9-207,02:31:12.702108,cpu,steal
3,210.0,VM10-1-9-207,02:31:12.702109,cpu,steal
0,6263046.0,VM10-1-9-207,02:31:12.702111,cpu,idle
1,6214340.0,VM10-1-9-207,02:31:12.702112,cpu,idle
2,6248530.0,VM10-1-9-207,02:31:12.702114,cpu,idle
3,6228805.0,VM10-1-9-207,02:31:12.702115,cpu,idle
0,198916.0,VM10-1-9-207,02:31:25.221573,cpu,user
1,244232.0,VM10-1-9-207,02:31:25.221581,cpu,user
2,197882.0,VM10-1-9-207,02:31:25.221591,cpu,user
3,229640.0,VM10-1-9-207,02:31:25.221596,cpu,user
0,6779.0,VM10-1-9-207,02:31:25.221604,cpu,system
1,8658.0,VM10-1-9-207,02:31:25.221608,cpu,system
2,8591.0,VM10-1-9-207,02:31:25.221609,cpu,system
3,7875.0,VM10-1-9-207,02:31:25.221610,cpu,system
0,3701.0,VM10-1-9-207,02:31:25.221611,cpu,wait
1,4505.0,VM10-1-9-207,02:31:25.221611,cpu,wait
2,4463.0,VM10-1-9-207,02:31:25.221612,cpu,wait
3,3866.0,VM10-1-9-207,02:31:25.221613,cpu,wait
0,32.0,VM10-1-9-207,02:31:25.221614,cpu,nice
1,0.0,VM10-1-9-207,02:31:25.221615,cpu,nice
2,7516.0,VM10-1-9-207,02:31:25.221615,cpu,nice
3,0.0,VM10-1-9-207,02:31:25.221616,cpu,nice
0,0.0,VM10-1-9-207,02:31:25.221617,cpu,interrupt
1,0.0,VM10-1-9-207,02:31:25.221618,cpu,interrupt
2,0.0,VM10-1-9-207,02:31:25.221625,cpu,interrupt
0,276.0,VM10-1-9-207,02:31:25.221627,cpu,softirq
1,140.0,VM10-1-9-207,02:31:25.221627,cpu,softirq
2,254.0,VM10-1-9-207,02:31:25.221628,cpu,softirq
3,264.0,VM10-1-9-207,02:31:25.221633,cpu,softirq
0,82.0,VM10-1-9-207,02:31:25.221634,cpu,steal
1,94.0,VM10-1-9-207,02:31:25.221634,cpu,steal
2,260.0,VM10-1-9-207,02:31:25.221635,cpu,steal
3,210.0,VM10-1-9-207,02:31:25.221635,cpu,steal
0,6263929.0,VM10-1-9-207,02:31:25.221636,cpu,idle
1,6215586.0,VM10-1-9-207,02:31:25.221649,cpu,idle
2,6249772.0,VM10-1-9-207,02:31:25.221650,cpu,idle
3,6230050.0,VM10-1-9-207,02:31:25.221650,cpu,idle
