instance,value,host,time,type,type_instance
0,201219.0,VM10-1-9-207,02:32:54.564198,cpu,user
1,244245.0,VM10-1-9-207,02:32:54.564212,cpu,user
2,198290.0,VM10-1-9-207,02:32:54.564279,cpu,user
3,233493.0,VM10-1-9-207,02:32:54.564895,cpu,user
0,6793.0,VM10-1-9-207,02:32:54.565001,cpu,system
1,8676.0,VM10-1-9-207,02:32:54.565023,cpu,system
2,8608.0,VM10-1-9-207,02:32:54.565025,cpu,system
3,7880.0,VM10-1-9-207,02:32:54.565025,cpu,system
0,3702.0,VM10-1-9-207,02:32:54.565026,cpu,wait
1,4512.0,VM10-1-9-207,02:32:54.565026,cpu,wait
2,4473.0,VM10-1-9-207,02:32:54.565030,cpu,wait
3,3866.0,VM10-1-9-207,02:32:54.565031,cpu,wait
0,32.0,VM10-1-9-207,02:32:54.565031,cpu,nice
1,0.0,VM10-1-9-207,02:32:54.565032,cpu,nice
2,7516.0,VM10-1-9-207,02:32:54.565032,cpu,nice
3,0.0,VM10-1-9-207,02:32:54.565032,cpu,nice
0,0.0,VM10-1-9-207,02:32:54.565037,cpu,interrupt
1,0.0,VM10-1-9-207,02:32:54.565037,cpu,interrupt
2,0.0,VM10-1-9-207,02:32:54.565038,cpu,interrupt
3,0.0,VM10-1-9-207,02:32:54.565038,cpu,interrupt
0,278.0,VM10-1-9-207,02:32:54.565039,cpu,softirq
1,140.0,VM10-1-9-207,02:32:54.565043,cpu,softirq
2,254.0,VM10-1-9-207,02:32:54.565043,cpu,softirq
3,264.0,VM10-1-9-207,02:32:54.565044,cpu,softirq
0,83.0,VM10-1-9-207,02:32:54.565044,cpu,steal
1,94.0,VM10-1-9-207,02:32:54.565045,cpu,steal
2,260.0,VM10-1-9-207,02:32:54.565049,cpu,steal
3,210.0,VM10-1-9-207,02:32:54.565049,cpu,steal
0,6270542.0,VM10-1-9-207,02:32:54.565050,cpu,idle
1,6224475.0,VM10-1-9-207,02:32:54.565050,cpu,idle
2,6258263.0,VM10-1-9-207,02:32:54.565050,cpu,idle
3,6235122.0,VM10-1-9-207,02:32:54.565051,cpu,idle
0,201220.0,VM10-1-9-207,02:33:04.564128,cpu,user
1,244246.0,VM10-1-9-207,02:33:04.564140,cpu,user
2,198291.0,VM10-1-9-207,02:33:04.564159,cpu,user
3,234492.0,VM10-1-9-207,02:33:04.564253,cpu,user
0,6794.0,VM10-1-9-207,02:33:04.564304,cpu,system
1,8676.0,VM10-1-9-207,02:33:04.565782,cpu,system
2,8608.0,VM10-1-9-207,02:33:04.565783,cpu,system
3,7880.0,VM10-1-9-207,02:33:04.565783,cpu,system
0,3702.0,VM10-1-9-207,02:33:04.565784,cpu,wait
1,4512.0,VM10-1-9-207,02:33:04.565785,cpu,wait
2,4474.0,VM10-1-9-207,02:33:04.565785,cpu,wait
3,3866.0,VM10-1-9-207,02:33:04.565786,cpu,wait
0,32.0,VM10-1-9-207,02:33:04.565786,cpu,nice
1,0.0,VM10-1-9-207,02:33:04.565787,cpu,nice
2,7516.0,VM10-1-9-207,02:33:04.565788,cpu,nice
3,0.0,VM10-1-9-207,02:33:04.565789,cpu,nice
