host,time,type,value,type_instance
VM10-1-9-207,02:31:25.222643,memory,156909568.0,buffered
VM10-1-9-207,02:31:25.222643,memory,3775422464.0,cached
VM10-1-9-207,02:31:25.222643,memory,3863027712.0,free
VM10-1-9-207,02:31:25.222643,memory,326897664.0,slab_recl
VM10-1-9-207,02:31:25.222643,memory,37527552.0,slab_unrecl
VM10-1-9-207,02:31:25.222643,memory,215871488.0,used
VM10-1-9-207,02:31:30.959459,memory,156925952.0,buffered
VM10-1-9-207,02:31:30.959459,memory,3775447040.0,cached
VM10-1-9-207,02:31:30.959459,memory,3863343104.0,free
VM10-1-9-207,02:31:30.959459,memory,326914048.0,slab_recl
VM10-1-9-207,02:31:30.959459,memory,37330944.0,slab_unrecl
VM10-1-9-207,02:31:30.959459,memory,215695360.0,used
VM10-1-9-207,02:31:40.945876,memory,156979200.0,buffered
VM10-1-9-207,02:31:40.945876,memory,3775451136.0,cached
VM10-1-9-207,02:31:40.945876,memory,3808194560.0,free
VM10-1-9-207,02:31:40.945876,memory,326909952.0,slab_recl
VM10-1-9-207,02:31:40.945876,memory,37187584.0,slab_unrecl
VM10-1-9-207,02:31:40.945876,memory,270934016.0,used
VM10-1-9-207,02:31:50.945844,memory,156983296.0,buffered
VM10-1-9-207,02:31:50.945844,memory,3775459328.0,cached
VM10-1-9-207,02:31:50.945844,memory,3805548544.0,free
VM10-1-9-207,02:31:50.945844,memory,326889472.0,slab_recl
VM10-1-9-207,02:31:50.945844,memory,37380096.0,slab_unrecl
VM10-1-9-207,02:31:50.945844,memory,273395712.0,used
VM10-1-9-207,02:32:00.945841,memory,156987392.0,buffered
VM10-1-9-207,02:32:00.945841,memory,3775467520.0,cached
VM10-1-9-207,02:32:00.945841,memory,3803422720.0,free
VM10-1-9-207,02:32:00.945841,memory,326893568.0,slab_recl
VM10-1-9-207,02:32:00.945841,memory,37244928.0,slab_unrecl
VM10-1-9-207,02:32:00.945841,memory,275640320.0,used
VM10-1-9-207,02:32:10.949701,memory,156999680.0,buffered
VM10-1-9-207,02:32:10.949701,memory,3775471616.0,cached
VM10-1-9-207,02:32:10.949701,memory,3798589440.0,free
VM10-1-9-207,02:32:10.949701,memory,326893568.0,slab_recl
VM10-1-9-207,02:32:10.949701,memory,37437440.0,slab_unrecl
VM10-1-9-207,02:32:10.949701,memory,280264704.0,used
VM10-1-9-207,02:32:20.945846,memory,157003776.0,buffered
VM10-1-9-207,02:32:20.945846,memory,3775475712.0,cached
VM10-1-9-207,02:32:20.945846,memory,3796623360.0,free
VM10-1-9-207,02:32:20.945846,memory,326885376.0,slab_recl
VM10-1-9-207,02:32:20.945846,memory,37265408.0,slab_unrecl
VM10-1-9-207,02:32:20.945846,memory,282402816.0,used
VM10-1-9-207,02:32:30.945963,memory,157011968.0,buffered
VM10-1-9-207,02:32:30.945963,memory,3775479808.0,cached
VM10-1-9-207,02:32:30.945963,memory,3792236544.0,free
VM10-1-9-207,02:32:30.945963,memory,326881280.0,slab_recl
VM10-1-9-207,02:32:30.945963,memory,37265408.0,slab_unrecl
VM10-1-9-207,02:32:30.945963,memory,286781440.0,used
VM10-1-9-207,02:32:40.945822,memory,157011968.0,buffered
VM10-1-9-207,02:32:40.945822,memory,37154816.0,slab_unrecl
VM10-1-9-207,02:32:40.945822,memory,216186880.0,used
