instance,value,host,time,type,type_instance
0,212897.0,VM10-1-9-207,02:35:37.525401,cpu,user
1,245264.0,VM10-1-9-207,02:35:37.525422,cpu,user
2,198764.0,VM10-1-9-207,02:35:37.525435,cpu,user
3,235444.0,VM10-1-9-207,02:35:37.525466,cpu,user
0,6809.0,VM10-1-9-207,02:35:37.525496,cpu,system
1,8695.0,VM10-1-9-207,02:35:37.525532,cpu,system
2,8624.0,VM10-1-9-207,02:35:37.525534,cpu,system
3,7898.0,VM10-1-9-207,02:35:37.525536,cpu,system
0,3702.0,VM10-1-9-207,02:35:37.525538,cpu,wait
1,4516.0,VM10-1-9-207,02:35:37.525545,cpu,wait
2,4483.0,VM10-1-9-207,02:35:37.525547,cpu,wait
3,3869.0,VM10-1-9-207,02:35:37.525548,cpu,wait
0,32.0,VM10-1-9-207,02:35:37.525550,cpu,nice
1,0.0,VM10-1-9-207,02:35:37.525551,cpu,nice
2,7516.0,VM10-1-9-207,02:35:37.525553,cpu,nice
3,0.0,VM10-1-9-207,02:35:37.525554,cpu,nice
0,0.0,VM10-1-9-207,02:35:37.525557,cpu,interrupt
1,0.0,VM10-1-9-207,02:35:37.525558,cpu,interrupt
2,0.0,VM10-1-9-207,02:35:37.525583,cpu,interrupt
3,0.0,VM10-1-9-207,02:35:37.525586,cpu,interrupt
0,278.0,VM10-1-9-207,02:35:37.525588,cpu,softirq
1,141.0,VM10-1-9-207,02:35:37.525589,cpu,softirq
2,254.0,VM10-1-9-207,02:35:37.525591,cpu,softirq
3,264.0,VM10-1-9-207,02:35:37.525607,cpu,softirq
0,84.0,VM10-1-9-207,02:35:37.525612,cpu,steal
1,94.0,VM10-1-9-207,02:35:37.525613,cpu,steal
2,260.0,VM10-1-9-207,02:35:37.525615,cpu,steal
3,212.0,VM10-1-9-207,02:35:37.525616,cpu,steal
0,6275139.0,VM10-1-9-207,02:35:37.525617,cpu,idle
1,6239718.0,VM10-1-9-207,02:35:37.525635,cpu,idle
2,6274043.0,VM10-1-9-207,02:35:37.525639,cpu,idle
3,6249437.0,VM10-1-9-207,02:35:37.525640,cpu,idle
0,212898.0,VM10-1-9-207,02:35:47.525381,cpu,user
1,245264.0,VM10-1-9-207,02:35:47.525402,cpu,user
2,198764.0,VM10-1-9-207,02:35:47.525422,cpu,user
3,236443.0,VM10-1-9-207,02:35:47.525428,cpu,user
0,6810.0,VM10-1-9-207,02:35:47.525434,cpu,system
1,8696.0,VM10-1-9-207,02:35:47.525446,cpu,system
2,8625.0,VM10-1-9-207,02:35:47.525447,cpu,system
3,7898.0,VM10-1-9-207,02:35:47.525453,cpu,system
0,3702.0,VM10-1-9-207,02:35:47.525455,cpu,wait
1,4516.0,VM10-1-9-207,02:35:47.525456,cpu,wait
2,4486.0,VM10-1-9-207,02:35:47.525457,cpu,wait
3,3869.0,VM10-1-9-207,02:35:47.525458,cpu,wait
0,32.0,VM10-1-9-207,02:35:47.525465,cpu,nice
1,0.0,VM10-1-9-207,02:35:47.525467,cpu,nice
2,7516.0,VM10-1-9-207,02:35:47.525476,cpu,nice
3,0.0,VM10-1-9-207,02:35:47.525477,cpu,nice
0,0.0,VM10-1-9-207,02:35:47.525479,cpu,interrupt
1,0.0,VM10-1-9-207,02:35:47.525479,cpu,interrupt
2,0.0,VM10-1-9-207,02:35:47.525481,cpu,interrupt
3,0.0,VM10-1-9-207,02:35:47.525482,cpu,interrupt
0,278.0,VM10-1-9-207,02:35:47.525483,cpu,softirq
1,141.0,VM10-1-9-207,02:35:47.525484,cpu,softirq
2,254.0,VM10-1-9-207,02:35:47.525485,cpu,softirq
3,264.0,VM10-1-9-207,02:35:47.525486,cpu,softirq
0,84.0,VM10-1-9-207,02:35:47.525487,cpu,steal
1,94.0,VM10-1-9-207,02:35:47.525488,cpu,steal
2,260.0,VM10-1-9-207,02:35:47.525489,cpu,steal
3,212.0,VM10-1-9-207,02:35:47.525491,cpu,steal
0,6276135.0,VM10-1-9-207,02:35:47.525491,cpu,idle
1,6240715.0,VM10-1-9-207,02:35:47.525492,cpu,idle
2,6275037.0,VM10-1-9-207,02:35:47.525494,cpu,idle
3,6249437.0,VM10-1-9-207,02:35:47.525495,cpu,idle
0,212898.0,VM10-1-9-207,02:35:57.525115,cpu,user
1,245264.0,VM10-1-9-207,02:35:57.525127,cpu,user
2,198764.0,VM10-1-9-207,02:35:57.525136,cpu,user
3,237442.0,VM10-1-9-207,02:35:57.525141,cpu,user
0,6811.0,VM10-1-9-207,02:35:57.525146,cpu,system
1,8698.0,VM10-1-9-207,02:35:57.525150,cpu,system
2,8626.0,VM10-1-9-207,02:35:57.525151,cpu,system
3,7898.0,VM10-1-9-207,02:35:57.525152,cpu,system
0,3703.0,VM10-1-9-207,02:35:57.525153,cpu,wait
1,4516.0,VM10-1-9-207,02:35:57.525154,cpu,wait
2,4486.0,VM10-1-9-207,02:35:57.525155,cpu,wait
3,3869.0,VM10-1-9-207,02:35:57.525156,cpu,wait
0,32.0,VM10-1-9-207,02:35:57.525156,cpu,nice
1,0.0,VM10-1-9-207,02:35:57.525157,cpu,nice
2,7516.0,VM10-1-9-207,02:35:57.525158,cpu,nice
3,0.0,VM10-1-9-207,02:35:57.525159,cpu,nice
0,0.0,VM10-1-9-207,02:35:57.525160,cpu,interrupt
1,0.0,VM10-1-9-207,02:35:57.525161,cpu,interrupt
2,0.0,VM10-1-9-207,02:35:57.525162,cpu,interrupt
3,0.0,VM10-1-9-207,02:35:57.525163,cpu,interrupt
0,278.0,VM10-1-9-207,02:35:57.525163,cpu,softirq
1,141.0,VM10-1-9-207,02:35:57.525165,cpu,softirq
2,254.0,VM10-1-9-207,02:35:57.525165,cpu,softirq
3,264.0,VM10-1-9-207,02:35:57.525166,cpu,softirq
0,84.0,VM10-1-9-207,02:35:57.525167,cpu,steal
1,94.0,VM10-1-9-207,02:35:57.525167,cpu,steal
2,260.0,VM10-1-9-207,02:35:57.525168,cpu,steal
3,212.0,VM10-1-9-207,02:35:57.525169,cpu,steal
0,6277132.0,VM10-1-9-207,02:35:57.525202,cpu,idle
1,6241712.0,VM10-1-9-207,02:35:57.525203,cpu,idle
2,6276034.0,VM10-1-9-207,02:35:57.525204,cpu,idle
3,6249437.0,VM10-1-9-207,02:35:57.525205,cpu,idle
0,212898.0,VM10-1-9-207,02:36:07.525489,cpu,user
1,245265.0,VM10-1-9-207,02:36:07.525502,cpu,user
2,198765.0,VM10-1-9-207,02:36:07.525524,cpu,user
3,238442.0,VM10-1-9-207,02:36:07.525545,cpu,user
0,6812.0,VM10-1-9-207,02:36:07.525558,cpu,system
1,8698.0,VM10-1-9-207,02:36:07.525563,cpu,system
2,8626.0,VM10-1-9-207,02:36:07.525565,cpu,system
3,7898.0,VM10-1-9-207,02:36:07.525566,cpu,system
0,3703.0,VM10-1-9-207,02:36:07.525567,cpu,wait
1,4516.0,VM10-1-9-207,02:36:07.525568,cpu,wait
2,4486.0,VM10-1-9-207,02:36:07.525568,cpu,wait
3,3869.0,VM10-1-9-207,02:36:07.525569,cpu,wait
0,32.0,VM10-1-9-207,02:36:07.525570,cpu,nice
1,0.0,VM10-1-9-207,02:36:07.525572,cpu,nice
2,7516.0,VM10-1-9-207,02:36:07.525573,cpu,nice
3,0.0,VM10-1-9-207,02:36:07.525574,cpu,nice
0,0.0,VM10-1-9-207,02:36:07.525581,cpu,interrupt
1,0.0,VM10-1-9-207,02:36:07.525583,cpu,interrupt
2,0.0,VM10-1-9-207,02:36:07.525585,cpu,interrupt
3,0.0,VM10-1-9-207,02:36:07.525590,cpu,interrupt
0,278.0,VM10-1-9-207,02:36:07.525591,cpu,softirq
1,141.0,VM10-1-9-207,02:36:07.525593,cpu,softirq
2,254.0,VM10-1-9-207,02:36:07.525594,cpu,softirq
3,264.0,VM10-1-9-207,02:36:07.525596,cpu,softirq
0,84.0,VM10-1-9-207,02:36:07.525597,cpu,steal
1,94.0,VM10-1-9-207,02:36:07.525598,cpu,steal
2,260.0,VM10-1-9-207,02:36:07.525599,cpu,steal
3,213.0,VM10-1-9-207,02:36:07.525600,cpu,steal
0,6278130.0,VM10-1-9-207,02:36:07.525601,cpu,idle
1,6242709.0,VM10-1-9-207,02:36:07.525602,cpu,idle
2,6277031.0,VM10-1-9-207,02:36:07.525604,cpu,idle
3,6249437.0,VM10-1-9-207,02:36:07.525605,cpu,idle
0,212899.0,VM10-1-9-207,02:36:17.525307,cpu,user
1,245272.0,VM10-1-9-207,02:36:17.525321,cpu,user
2,198765.0,VM10-1-9-207,02:36:17.525327,cpu,user
3,239442.0,VM10-1-9-207,02:36:17.525345,cpu,user
0,6814.0,VM10-1-9-207,02:36:17.525365,cpu,system
1,8700.0,VM10-1-9-207,02:36:17.525405,cpu,system
2,8627.0,VM10-1-9-207,02:36:17.525406,cpu,system
3,7898.0,VM10-1-9-207,02:36:17.525413,cpu,system
0,3703.0,VM10-1-9-207,02:36:17.525415,cpu,wait
1,4517.0,VM10-1-9-207,02:36:17.525416,cpu,wait
2,4487.0,VM10-1-9-207,02:36:17.525418,cpu,wait
3,3869.0,VM10-1-9-207,02:36:17.525419,cpu,wait
0,32.0,VM10-1-9-207,02:36:17.525420,cpu,nice
1,0.0,VM10-1-9-207,02:36:17.525421,cpu,nice
2,7516.0,VM10-1-9-207,02:36:17.525422,cpu,nice
3,0.0,VM10-1-9-207,02:36:17.525423,cpu,nice
0,0.0,VM10-1-9-207,02:36:17.525425,cpu,interrupt
1,0.0,VM10-1-9-207,02:36:17.525426,cpu,interrupt
2,0.0,VM10-1-9-207,02:36:17.525427,cpu,interrupt
3,0.0,VM10-1-9-207,02:36:17.525428,cpu,interrupt
0,278.0,VM10-1-9-207,02:36:17.525429,cpu,softirq
1,141.0,VM10-1-9-207,02:36:17.525430,cpu,softirq
2,254.0,VM10-1-9-207,02:36:17.525432,cpu,softirq
3,264.0,VM10-1-9-207,02:36:17.525433,cpu,softirq
0,84.0,VM10-1-9-207,02:36:17.525434,cpu,steal
1,94.0,VM10-1-9-207,02:36:17.525435,cpu,steal
2,260.0,VM10-1-9-207,02:36:17.525436,cpu,steal
3,213.0,VM10-1-9-207,02:36:17.525437,cpu,steal
0,6279127.0,VM10-1-9-207,02:36:17.525439,cpu,idle
