host,time,type,value,type_instance
VM10-1-9-207,02:30:57.348809,memory,3866456064.0,free
VM10-1-9-207,02:30:57.348809,memory,326807552.0,slab_recl
VM10-1-9-207,02:30:57.348809,memory,36904960.0,slab_unrecl
VM10-1-9-207,02:31:02.712403,memory,156778496.0,buffered
VM10-1-9-207,02:31:02.712403,memory,3775475712.0,cached
VM10-1-9-207,02:31:02.712403,memory,3865640960.0,free
VM10-1-9-207,02:31:02.712403,memory,326856704.0,slab_recl
VM10-1-9-207,02:31:02.712403,memory,37011456.0,slab_unrecl
VM10-1-9-207,02:31:02.712403,memory,213893120.0,used
VM10-1-9-207,02:31:12.701338,memory,156844032.0,buffered
VM10-1-9-207,02:31:12.701338,memory,3775414272.0,cached
VM10-1-9-207,02:31:12.701338,memory,3864469504.0,free
VM10-1-9-207,02:31:12.701338,memory,326893568.0,slab_recl
VM10-1-9-207,02:31:12.701338,memory,37478400.0,slab_unrecl
VM10-1-9-207,02:31:12.701338,memory,214556672.0,used
