type,host,time,type_instance,instance,value
cpu,VM10-1-9-207,00:14:37.998512,user,0,23777.0
cpu,VM10-1-9-207,00:14:37.998711,user,1,36313.0
cpu,VM10-1-9-207,00:14:37.998718,user,2,37724.0
cpu,VM10-1-9-207,00:14:37.998729,user,3,32623.0
cpu,VM10-1-9-207,00:14:37.998735,system,0,5624.0
cpu,VM10-1-9-207,00:14:37.998754,system,1,7261.0
cpu,VM10-1-9-207,00:14:37.998777,system,2,6980.0
cpu,VM10-1-9-207,00:14:37.998778,system,3,6643.0
cpu,VM10-1-9-207,00:14:37.998809,wait,0,3308.0
cpu,VM10-1-9-207,00:14:37.998810,wait,1,4366.0
cpu,VM10-1-9-207,00:14:37.998811,wait,2,3993.0
cpu,VM10-1-9-207,00:14:37.998812,wait,3,3554.0
cpu,VM10-1-9-207,00:14:37.998812,nice,0,32.0
cpu,VM10-1-9-207,00:14:37.998813,nice,1,0.0
cpu,VM10-1-9-207,00:14:37.998840,nice,2,7516.0
cpu,VM10-1-9-207,00:14:37.998956,nice,3,0.0
cpu,VM10-1-9-207,00:14:37.998957,interrupt,0,0.0
cpu,VM10-1-9-207,00:14:37.998958,interrupt,1,0.0
cpu,VM10-1-9-207,00:14:37.998958,interrupt,2,0.0
cpu,VM10-1-9-207,00:14:37.998959,interrupt,3,0.0
cpu,VM10-1-9-207,00:14:37.998960,softirq,0,191.0
cpu,VM10-1-9-207,00:14:37.998960,softirq,1,106.0
cpu,VM10-1-9-207,00:14:37.998961,softirq,2,217.0
cpu,VM10-1-9-207,00:14:37.998961,softirq,3,175.0
cpu,VM10-1-9-207,00:14:37.998962,steal,0,37.0
cpu,VM10-1-9-207,00:14:37.999287,steal,1,53.0
cpu,VM10-1-9-207,00:14:37.999290,steal,2,216.0
cpu,VM10-1-9-207,00:14:37.999290,steal,3,134.0
cpu,VM10-1-9-207,00:14:37.999291,idle,0,5620566.0
cpu,VM10-1-9-207,00:14:37.999291,idle,1,5604865.0
cpu,VM10-1-9-207,00:14:37.999292,idle,2,5592356.0
cpu,VM10-1-9-207,00:14:37.999484,idle,3,5608740.0
