type,host,time,type_instance,instance,value
cpu,VM10-1-9-207,00:18:31.414219,user,0,35166.0
cpu,VM10-1-9-207,00:18:31.414231,user,1,41000.0
cpu,VM10-1-9-207,00:18:31.414235,user,2,38449.0
cpu,VM10-1-9-207,00:18:31.414241,user,3,35782.0
cpu,VM10-1-9-207,00:18:31.414244,system,0,5652.0
cpu,VM10-1-9-207,00:18:31.414247,system,1,7288.0
cpu,VM10-1-9-207,00:18:31.414248,system,2,7014.0
cpu,VM10-1-9-207,00:18:31.414264,system,3,6687.0
cpu,VM10-1-9-207,00:18:31.414265,wait,0,3319.0
cpu,VM10-1-9-207,00:18:31.414265,wait,1,4372.0
cpu,VM10-1-9-207,00:18:31.414266,wait,2,3994.0
cpu,VM10-1-9-207,00:18:31.414266,wait,3,3570.0
cpu,VM10-1-9-207,00:18:31.414267,nice,0,32.0
cpu,VM10-1-9-207,00:18:31.414271,nice,1,0.0
cpu,VM10-1-9-207,00:18:31.414272,nice,2,7516.0
cpu,VM10-1-9-207,00:18:31.414272,nice,3,0.0
cpu,VM10-1-9-207,00:18:31.414273,interrupt,0,0.0
cpu,VM10-1-9-207,00:18:31.414273,interrupt,1,0.0
cpu,VM10-1-9-207,00:18:31.414284,interrupt,2,0.0
cpu,VM10-1-9-207,00:18:31.414284,interrupt,3,0.0
cpu,VM10-1-9-207,00:18:31.414285,softirq,0,194.0
cpu,VM10-1-9-207,00:18:31.414285,softirq,1,108.0
cpu,VM10-1-9-207,00:18:31.414286,softirq,2,219.0
cpu,VM10-1-9-207,00:18:31.414290,softirq,3,177.0
cpu,VM10-1-9-207,00:18:31.414290,steal,0,44.0
cpu,VM10-1-9-207,00:18:31.414291,steal,1,55.0
cpu,VM10-1-9-207,00:18:31.414291,steal,2,217.0
cpu,VM10-1-9-207,00:18:31.414292,steal,3,137.0
cpu,VM10-1-9-207,00:18:31.414292,idle,0,5632464.0
cpu,VM10-1-9-207,00:18:31.414296,idle,1,5623466.0
cpu,VM10-1-9-207,00:18:31.414297,idle,2,5614913.0
cpu,VM10-1-9-207,00:18:31.414297,idle,3,5628833.0
cpu,VM10-1-9-207,00:18:41.414248,user,0,36165.0
cpu,VM10-1-9-207,00:18:41.414316,user,1,41001.0
cpu,VM10-1-9-207,00:18:41.414340,user,2,38451.0
cpu,VM10-1-9-207,00:18:41.414417,user,3,35782.0
cpu,VM10-1-9-207,00:18:41.414472,system,0,5652.0
cpu,VM10-1-9-207,00:18:41.414501,system,1,7288.0
cpu,VM10-1-9-207,00:18:41.414521,system,2,7014.0
cpu,VM10-1-9-207,00:18:41.414542,system,3,6687.0
cpu,VM10-1-9-207,00:18:41.414688,wait,0,3319.0
cpu,VM10-1-9-207,00:18:41.414689,wait,1,4372.0
cpu,VM10-1-9-207,00:18:41.414690,wait,2,3994.0
cpu,VM10-1-9-207,00:18:41.414690,wait,3,3571.0
cpu,VM10-1-9-207,00:18:41.414690,nice,0,32.0
cpu,VM10-1-9-207,00:18:41.414691,nice,1,0.0
cpu,VM10-1-9-207,00:18:41.414692,nice,2,7516.0
cpu,VM10-1-9-207,00:18:41.414692,nice,3,0.0
cpu,VM10-1-9-207,00:18:41.414693,interrupt,0,0.0
cpu,VM10-1-9-207,00:18:41.414693,interrupt,1,0.0
cpu,VM10-1-9-207,00:18:41.414693,interrupt,2,0.0
cpu,VM10-1-9-207,00:18:41.414694,interrupt,3,0.0
cpu,VM10-1-9-207,00:18:41.414694,softirq,0,194.0
cpu,VM10-1-9-207,00:18:41.414695,softirq,1,108.0
cpu,VM10-1-9-207,00:18:41.414696,softirq,2,219.0
cpu,VM10-1-9-207,00:18:41.414696,softirq,3,177.0
cpu,VM10-1-9-207,00:18:41.414697,steal,0,44.0
cpu,VM10-1-9-207,00:18:41.414697,steal,1,55.0
cpu,VM10-1-9-207,00:18:41.414699,steal,2,217.0
cpu,VM10-1-9-207,00:18:41.414711,steal,3,137.0
cpu,VM10-1-9-207,00:18:41.414711,idle,0,5632464.0
cpu,VM10-1-9-207,00:18:41.414711,idle,1,5624465.0
cpu,VM10-1-9-207,00:18:41.414719,idle,2,5615910.0
cpu,VM10-1-9-207,00:18:41.414720,idle,3,5629830.0
cpu,VM10-1-9-207,00:18:51.414339,user,0,36165.0
cpu,VM10-1-9-207,00:18:51.414447,user,1,41002.0
cpu,VM10-1-9-207,00:18:51.414495,user,2,39449.0
cpu,VM10-1-9-207,00:18:51.414971,user,3,35783.0
cpu,VM10-1-9-207,00:18:51.415013,system,0,5654.0
cpu,VM10-1-9-207,00:18:51.416003,system,1,7289.0
cpu,VM10-1-9-207,00:18:51.416077,system,2,7016.0
cpu,VM10-1-9-207,00:18:51.416118,system,3,6688.0
cpu,VM10-1-9-207,00:18:51.416180,wait,0,3319.0
cpu,VM10-1-9-207,00:18:51.416219,wait,1,4374.0
cpu,VM10-1-9-207,00:18:51.416273,wait,2,3994.0
cpu,VM10-1-9-207,00:18:51.416313,wait,3,3572.0
cpu,VM10-1-9-207,00:18:51.416391,nice,0,32.0
cpu,VM10-1-9-207,00:18:51.416459,nice,1,0.0
cpu,VM10-1-9-207,00:18:51.416506,nice,2,7516.0
cpu,VM10-1-9-207,00:18:51.416556,nice,3,0.0
cpu,VM10-1-9-207,00:18:51.416595,interrupt,0,0.0
cpu,VM10-1-9-207,00:18:51.416634,interrupt,1,0.0
cpu,VM10-1-9-207,00:18:51.416685,interrupt,2,0.0
cpu,VM10-1-9-207,00:18:51.416724,interrupt,3,0.0
cpu,VM10-1-9-207,00:18:51.416811,softirq,0,194.0
cpu,VM10-1-9-207,00:18:51.416873,softirq,1,108.0
cpu,VM10-1-9-207,00:18:51.416961,softirq,2,219.0
cpu,VM10-1-9-207,00:18:51.417013,softirq,3,177.0
cpu,VM10-1-9-207,00:18:51.417064,steal,0,44.0
cpu,VM10-1-9-207,00:18:51.417125,steal,1,55.0
cpu,VM10-1-9-207,00:18:51.417169,steal,2,217.0
cpu,VM10-1-9-207,00:18:51.417220,steal,3,137.0
cpu,VM10-1-9-207,00:18:51.417695,idle,0,5633462.0
cpu,VM10-1-9-207,00:18:51.417737,idle,1,5625460.0
cpu,VM10-1-9-207,00:18:51.417786,idle,2,5615910.0
cpu,VM10-1-9-207,00:18:51.417829,idle,3,5630828.0
cpu,VM10-1-9-207,00:19:01.414253,user,0,37164.0
cpu,VM10-1-9-207,00:19:01.414320,user,1,41002.0
cpu,VM10-1-9-207,00:19:01.414349,user,2,39450.0
cpu,VM10-1-9-207,00:19:01.414373,user,3,35785.0
cpu,VM10-1-9-207,00:19:01.414398,system,0,5654.0
cpu,VM10-1-9-207,00:19:01.414423,system,1,7290.0
cpu,VM10-1-9-207,00:19:01.414456,system,2,7017.0
cpu,VM10-1-9-207,00:19:01.414483,system,3,6688.0
cpu,VM10-1-9-207,00:19:01.414791,wait,0,3319.0
cpu,VM10-1-9-207,00:19:01.414822,wait,1,4374.0
cpu,VM10-1-9-207,00:19:01.414863,wait,2,3994.0
cpu,VM10-1-9-207,00:19:01.414885,wait,3,3572.0
cpu,VM10-1-9-207,00:19:01.414905,nice,0,32.0
cpu,VM10-1-9-207,00:19:01.414952,nice,1,0.0
cpu,VM10-1-9-207,00:19:01.414972,nice,2,7516.0
cpu,VM10-1-9-207,00:19:01.414993,nice,3,0.0
cpu,VM10-1-9-207,00:19:01.415030,interrupt,0,0.0
cpu,VM10-1-9-207,00:19:01.415081,interrupt,1,0.0
cpu,VM10-1-9-207,00:19:01.415110,interrupt,2,0.0
cpu,VM10-1-9-207,00:19:01.415132,interrupt,3,0.0
cpu,VM10-1-9-207,00:19:01.415153,softirq,0,194.0
cpu,VM10-1-9-207,00:19:01.415175,softirq,1,108.0
cpu,VM10-1-9-207,00:19:01.415188,softirq,2,219.0
cpu,VM10-1-9-207,00:19:01.415610,softirq,3,177.0
cpu,VM10-1-9-207,00:19:01.415632,steal,0,44.0
cpu,VM10-1-9-207,00:19:01.415663,steal,1,55.0
cpu,VM10-1-9-207,00:19:01.415683,steal,2,217.0
cpu,VM10-1-9-207,00:19:01.415714,steal,3,137.0
cpu,VM10-1-9-207,00:19:01.415744,idle,0,5633462.0
cpu,VM10-1-9-207,00:19:01.415765,idle,1,5626458.0
cpu,VM10-1-9-207,00:19:01.415785,idle,2,5616907.0
cpu,VM10-1-9-207,00:19:01.415806,idle,3,5631824.0
cpu,VM10-1-9-207,00:19:11.414342,user,0,37760.0
cpu,VM10-1-9-207,00:19:11.414361,user,1,41003.0
cpu,VM10-1-9-207,00:19:11.414376,user,2,39852.0
cpu,VM10-1-9-207,00:19:11.414396,user,3,35785.0
cpu,VM10-1-9-207,00:19:11.414407,system,0,5656.0
cpu,VM10-1-9-207,00:19:11.414424,system,1,7290.0
cpu,VM10-1-9-207,00:19:11.414425,system,2,7018.0
cpu,VM10-1-9-207,00:19:11.414427,system,3,6690.0
cpu,VM10-1-9-207,00:19:11.414428,wait,0,3319.0
cpu,VM10-1-9-207,00:19:11.414430,wait,1,4374.0
cpu,VM10-1-9-207,00:19:11.414431,wait,2,3994.0
cpu,VM10-1-9-207,00:19:11.414432,wait,3,3572.0
cpu,VM10-1-9-207,00:19:11.414433,nice,0,32.0
cpu,VM10-1-9-207,00:19:11.414434,nice,1,0.0
cpu,VM10-1-9-207,00:19:11.414435,nice,2,7516.0
cpu,VM10-1-9-207,00:19:11.414436,nice,3,0.0
cpu,VM10-1-9-207,00:19:11.414438,interrupt,0,0.0
cpu,VM10-1-9-207,00:19:11.414439,interrupt,1,0.0
cpu,VM10-1-9-207,00:19:11.414439,interrupt,2,0.0
cpu,VM10-1-9-207,00:19:11.414441,interrupt,3,0.0
cpu,VM10-1-9-207,00:19:11.414442,softirq,0,194.0
cpu,VM10-1-9-207,00:19:11.414443,softirq,1,108.0
cpu,VM10-1-9-207,00:19:11.414444,softirq,2,219.0
cpu,VM10-1-9-207,00:19:11.414481,softirq,3,177.0
cpu,VM10-1-9-207,00:19:11.414484,steal,0,45.0
cpu,VM10-1-9-207,00:19:11.414485,steal,1,55.0
cpu,VM10-1-9-207,00:19:11.414486,steal,2,217.0
cpu,VM10-1-9-207,00:19:11.414487,steal,3,137.0
cpu,VM10-1-9-207,00:19:11.414489,idle,0,5633864.0
cpu,VM10-1-9-207,00:19:11.414490,idle,1,5627456.0
cpu,VM10-1-9-207,00:19:11.414593,idle,2,5617503.0
cpu,VM10-1-9-207,00:19:11.414596,idle,3,5632821.0
cpu,VM10-1-9-207,00:19:21.414285,user,0,37760.0
