type,host,time,type_instance,instance,value
cpu,VM10-1-9-207,00:14:51.825424,user,0,23779.0
cpu,VM10-1-9-207,00:14:51.825440,user,1,36316.0
cpu,VM10-1-9-207,00:14:51.825450,user,2,37933.0
cpu,VM10-1-9-207,00:14:51.825460,user,3,32813.0
cpu,VM10-1-9-207,00:14:51.825469,system,0,5629.0
cpu,VM10-1-9-207,00:14:51.825482,system,1,7262.0
cpu,VM10-1-9-207,00:14:51.825483,system,2,6988.0
cpu,VM10-1-9-207,00:14:51.825484,system,3,6647.0
cpu,VM10-1-9-207,00:14:51.825485,wait,0,3312.0
cpu,VM10-1-9-207,00:14:51.825486,wait,1,4366.0
cpu,VM10-1-9-207,00:14:51.825487,wait,2,3993.0
cpu,VM10-1-9-207,00:14:51.825488,wait,3,3554.0
cpu,VM10-1-9-207,00:14:51.825489,nice,0,32.0
cpu,VM10-1-9-207,00:14:51.825490,nice,1,0.0
cpu,VM10-1-9-207,00:14:51.825491,nice,2,7516.0
cpu,VM10-1-9-207,00:14:51.825492,nice,3,0.0
cpu,VM10-1-9-207,00:14:51.825494,interrupt,0,0.0
cpu,VM10-1-9-207,00:14:51.825509,interrupt,1,0.0
cpu,VM10-1-9-207,00:14:51.825511,interrupt,2,0.0
cpu,VM10-1-9-207,00:14:51.825512,interrupt,3,0.0
cpu,VM10-1-9-207,00:14:51.825512,softirq,0,192.0
cpu,VM10-1-9-207,00:14:51.825513,softirq,1,106.0
cpu,VM10-1-9-207,00:14:51.825514,softirq,2,217.0
cpu,VM10-1-9-207,00:14:51.825522,softirq,3,176.0
cpu,VM10-1-9-207,00:14:51.825523,steal,0,37.0
cpu,VM10-1-9-207,00:14:51.825524,steal,1,53.0
cpu,VM10-1-9-207,00:14:51.825525,steal,2,216.0
cpu,VM10-1-9-207,00:14:51.825526,steal,3,134.0
cpu,VM10-1-9-207,00:14:51.825536,idle,0,5621936.0
cpu,VM10-1-9-207,00:14:51.825537,idle,1,5606241.0
cpu,VM10-1-9-207,00:14:51.825538,idle,2,5593520.0
cpu,VM10-1-9-207,00:14:51.825539,idle,3,5609927.0
cpu,VM10-1-9-207,00:15:01.826857,user,0,23780.0
cpu,VM10-1-9-207,00:15:01.826859,user,1,36317.0
cpu,VM10-1-9-207,00:15:01.826862,user,2,37933.0
cpu,VM10-1-9-207,00:15:01.826863,user,3,33811.0
cpu,VM10-1-9-207,00:15:01.826865,system,0,5631.0
cpu,VM10-1-9-207,00:15:01.826866,system,1,7263.0
cpu,VM10-1-9-207,00:15:01.826868,system,2,6990.0
cpu,VM10-1-9-207,00:15:01.826869,system,3,6648.0
cpu,VM10-1-9-207,00:15:01.826871,wait,0,3314.0
cpu,VM10-1-9-207,00:15:01.826873,wait,1,4366.0
cpu,VM10-1-9-207,00:15:01.826874,wait,2,3993.0
cpu,VM10-1-9-207,00:15:01.826876,wait,3,3554.0
cpu,VM10-1-9-207,00:15:01.826877,nice,0,32.0
cpu,VM10-1-9-207,00:15:01.826879,nice,1,0.0
cpu,VM10-1-9-207,00:15:01.826880,nice,2,7516.0
