type,type_instance,host,time,value
memory,buffered,VM10-1-9-207,00:14:28.011293,141365248.0
memory,cached,VM10-1-9-207,00:14:28.011293,3713101824.0
memory,free,VM10-1-9-207,00:14:28.011293,3944755200.0
memory,slab_recl,VM10-1-9-207,00:14:28.011293,317820928.0
memory,slab_unrecl,VM10-1-9-207,00:14:28.011293,32624640.0
memory,used,VM10-1-9-207,00:14:28.011293,225988608.0
memory,buffered,VM10-1-9-207,00:14:37.999782,141406208.0
memory,cached,VM10-1-9-207,00:14:37.999782,3713155072.0
memory,free,VM10-1-9-207,00:14:37.999782,3944083456.0
memory,slab_recl,VM10-1-9-207,00:14:37.999782,317841408.0
memory,slab_unrecl,VM10-1-9-207,00:14:37.999782,32931840.0
memory,used,VM10-1-9-207,00:14:37.999782,226238464.0
