type,type_instance,host,time,value
memory,buffered,VM10-1-9-207,00:14:41.841141,141443072.0
memory,cached,VM10-1-9-207,00:14:41.841141,3713142784.0
memory,free,VM10-1-9-207,00:14:41.841141,3943829504.0
memory,slab_recl,VM10-1-9-207,00:14:41.841141,317857792.0
memory,slab_unrecl,VM10-1-9-207,00:14:41.841141,32808960.0
memory,used,VM10-1-9-207,00:14:41.841141,226574336.0
memory,buffered,VM10-1-9-207,00:14:51.827024,141508608.0
memory,cached,VM10-1-9-207,00:14:51.827024,3713183744.0
memory,free,VM10-1-9-207,00:14:51.827024,3889106944.0
memory,slab_recl,VM10-1-9-207,00:14:51.827024,317865984.0
memory,slab_unrecl,VM10-1-9-207,00:14:51.827024,32698368.0
memory,used,VM10-1-9-207,00:14:51.827024,281292800.0
memory,buffered,VM10-1-9-207,00:15:01.826925,141529088.0
memory,cached,VM10-1-9-207,00:15:01.826925,3713191936.0
memory,free,VM10-1-9-207,00:15:01.826925,3885125632.0
memory,slab_recl,VM10-1-9-207,00:15:01.826925,317800448.0
memory,slab_unrecl,VM10-1-9-207,00:15:01.826925,32165888.0
memory,used,VM10-1-9-207,00:15:01.826925,285843456.0
memory,buffered,VM10-1-9-207,00:15:11.826929,141533184.0
memory,cached,VM10-1-9-207,00:15:11.826929,3713196032.0
memory,free,VM10-1-9-207,00:15:11.826929,3882778624.0
memory,slab_recl,VM10-1-9-207,00:15:11.826929,317800448.0
memory,slab_unrecl,VM10-1-9-207,00:15:11.826929,32542720.0
memory,used,VM10-1-9-207,00:15:11.826929,287805440.0
memory,buffered,VM10-1-9-207,00:15:21.833293,141545472.0
memory,cached,VM10-1-9-207,00:15:21.833293,3713200128.0
memory,free,VM10-1-9-207,00:15:21.833293,3878105088.0
memory,slab_recl,VM10-1-9-207,00:15:21.833293,317796352.0
memory,slab_unrecl,VM10-1-9-207,00:15:21.833293,32436224.0
memory,used,VM10-1-9-207,00:15:21.833293,292573184.0
memory,buffered,VM10-1-9-207,00:15:31.826956,141549568.0
memory,cached,VM10-1-9-207,00:15:31.826956,3713208320.0
memory,free,VM10-1-9-207,00:15:31.826956,3873947648.0
memory,slab_recl,VM10-1-9-207,00:15:31.826956,317788160.0
memory,slab_unrecl,VM10-1-9-207,00:15:31.826956,32190464.0
memory,used,VM10-1-9-207,00:15:31.826956,296972288.0
