type,type_instance,host,time,value
memory,buffered,VM10-1-9-207,00:18:21.427250,141721600.0
memory,cached,VM10-1-9-207,00:18:21.427250,3713265664.0
memory,free,VM10-1-9-207,00:18:21.427250,3942838272.0
memory,slab_recl,VM10-1-9-207,00:18:21.427250,317779968.0
memory,slab_unrecl,VM10-1-9-207,00:18:21.427250,32632832.0
memory,used,VM10-1-9-207,00:18:21.427250,227418112.0
memory,buffered,VM10-1-9-207,00:18:31.415461,141774848.0
memory,cached,VM10-1-9-207,00:18:31.415461,3713343488.0
memory,free,VM10-1-9-207,00:18:31.415461,3823812608.0
memory,slab_recl,VM10-1-9-207,00:18:31.415461,317833216.0
memory,slab_unrecl,VM10-1-9-207,00:18:31.415461,32755712.0
memory,used,VM10-1-9-207,00:18:31.415461,346136576.0
memory,buffered,VM10-1-9-207,00:18:41.415474,141791232.0
memory,cached,VM10-1-9-207,00:18:41.415474,3713351680.0
memory,free,VM10-1-9-207,00:18:41.415474,3821674496.0
memory,slab_recl,VM10-1-9-207,00:18:41.415474,317788160.0
memory,slab_unrecl,VM10-1-9-207,00:18:41.415474,32395264.0
memory,used,VM10-1-9-207,00:18:41.415474,348655616.0
memory,buffered,VM10-1-9-207,00:18:51.415469,141791232.0
memory,cached,VM10-1-9-207,00:18:51.415469,3713359872.0
memory,free,VM10-1-9-207,00:18:51.415469,3821518848.0
memory,slab_recl,VM10-1-9-207,00:18:51.415469,317800448.0
memory,slab_unrecl,VM10-1-9-207,00:18:51.415469,32555008.0
memory,used,VM10-1-9-207,00:18:51.415469,348631040.0
memory,buffered,VM10-1-9-207,00:19:01.415463,141795328.0
memory,cached,VM10-1-9-207,00:19:01.415463,3713363968.0
memory,free,VM10-1-9-207,00:19:01.415463,3819323392.0
memory,slab_recl,VM10-1-9-207,00:19:01.415463,317784064.0
memory,slab_unrecl,VM10-1-9-207,00:19:01.415463,32448512.0
memory,used,VM10-1-9-207,00:19:01.415463,350941184.0
memory,buffered,VM10-1-9-207,00:19:11.415471,141799424.0
memory,cached,VM10-1-9-207,00:19:11.415471,3713372160.0
memory,free,VM10-1-9-207,00:19:11.415471,3817230336.0
memory,slab_recl,VM10-1-9-207,00:19:11.415471,317784064.0
memory,slab_unrecl,VM10-1-9-207,00:19:11.415471,32186368.0
memory,used,VM10-1-9-207,00:19:11.415471,353284096.0
memory,buffered,VM10-1-9-207,00:19:21.415662,141815808.0
memory,cached,VM10-1-9-207,00:19:21.415662,3713372160.0
memory,free,VM10-1-9-207,00:19:21.415662,3815034880.0
memory,slab_recl,VM10-1-9-207,00:19:21.415662,317784064.0
memory,slab_unrecl,VM10-1-9-207,00:19:21.415662,32108544.0
memory,used,VM10-1-9-207,00:19:21.415662,355540992.0
memory,buffered,VM10-1-9-207,00:19:31.415897,141815808.0
memory,cached,VM10-1-9-207,00:19:31.415897,3713380352.0
memory,free,VM10-1-9-207,00:19:31.415897,3812618240.0
memory,slab_recl,VM10-1-9-207,00:19:31.415897,317788160.0
memory,slab_unrecl,VM10-1-9-207,00:19:31.415897,32550912.0
memory,used,VM10-1-9-207,00:19:31.415897,357502976.0
memory,buffered,VM10-1-9-207,00:19:41.415463,141819904.0
memory,cached,VM10-1-9-207,00:19:41.415463,3713388544.0
memory,free,VM10-1-9-207,00:19:41.415463,3810619392.0
memory,slab_recl,VM10-1-9-207,00:19:41.415463,317792256.0
memory,slab_unrecl,VM10-1-9-207,00:19:41.415463,32395264.0
memory,used,VM10-1-9-207,00:19:41.415463,359641088.0
memory,buffered,VM10-1-9-207,00:19:51.415557,141828096.0
memory,cached,VM10-1-9-207,00:19:51.415557,3713396736.0
memory,free,VM10-1-9-207,00:19:51.415557,3810648064.0
memory,slab_recl,VM10-1-9-207,00:19:51.415557,317775872.0
memory,slab_unrecl,VM10-1-9-207,00:19:51.415557,32145408.0
memory,used,VM10-1-9-207,00:19:51.415557,359862272.0
memory,buffered,VM10-1-9-207,00:20:01.415472,141840384.0
memory,cached,VM10-1-9-207,00:20:01.415472,3713404928.0
memory,free,VM10-1-9-207,00:20:01.415472,3808649216.0
memory,slab_recl,VM10-1-9-207,00:20:01.415472,317779968.0
memory,slab_unrecl,VM10-1-9-207,00:20:01.415472,32059392.0
memory,used,VM10-1-9-207,00:20:01.415472,361922560.0
memory,buffered,VM10-1-9-207,00:20:11.415463,141848576.0
memory,cached,VM10-1-9-207,00:20:11.415463,3713409024.0
memory,free,VM10-1-9-207,00:20:11.415463,3806199808.0
memory,slab_recl,VM10-1-9-207,00:20:11.415463,317759488.0
memory,slab_unrecl,VM10-1-9-207,00:20:11.415463,32309248.0
memory,used,VM10-1-9-207,00:20:11.415463,364130304.0
memory,buffered,VM10-1-9-207,00:20:21.415464,141856768.0
memory,cached,VM10-1-9-207,00:20:21.415464,3713417216.0
memory,free,VM10-1-9-207,00:20:21.415464,3804106752.0
memory,slab_recl,VM10-1-9-207,00:20:21.415464,317763584.0
memory,slab_unrecl,VM10-1-9-207,00:20:21.415464,32215040.0
memory,used,VM10-1-9-207,00:20:21.415464,366297088.0
memory,buffered,VM10-1-9-207,00:20:31.415555,141856768.0
memory,cached,VM10-1-9-207,00:20:31.415555,3713421312.0
memory,free,VM10-1-9-207,00:20:31.415555,3802038272.0
memory,slab_recl,VM10-1-9-207,00:20:31.415555,317759488.0
memory,slab_unrecl,VM10-1-9-207,00:20:31.415555,32141312.0
memory,used,VM10-1-9-207,00:20:31.415555,368439296.0
memory,buffered,VM10-1-9-207,00:20:41.415731,141856768.0
memory,cached,VM10-1-9-207,00:20:41.415731,3713429504.0
memory,free,VM10-1-9-207,00:20:41.415731,3801972736.0
memory,slab_recl,VM10-1-9-207,00:20:41.415731,317751296.0
memory,slab_unrecl,VM10-1-9-207,00:20:41.415731,32030720.0
memory,used,VM10-1-9-207,00:20:41.415731,368615424.0
memory,buffered,VM10-1-9-207,00:20:51.415594,141860864.0
memory,cached,VM10-1-9-207,00:20:51.415594,3713437696.0
memory,free,VM10-1-9-207,00:20:51.415594,3799592960.0
memory,slab_recl,VM10-1-9-207,00:20:51.415594,317751296.0
memory,slab_unrecl,VM10-1-9-207,00:20:51.415594,32497664.0
memory,used,VM10-1-9-207,00:20:51.415594,370515968.0
memory,buffered,VM10-1-9-207,00:21:01.415461,141864960.0
memory,cached,VM10-1-9-207,00:21:01.415461,3713441792.0
memory,free,VM10-1-9-207,00:21:01.415461,3797524480.0
memory,slab_recl,VM10-1-9-207,00:21:01.415461,317747200.0
memory,slab_unrecl,VM10-1-9-207,00:21:01.415461,32206848.0
memory,used,VM10-1-9-207,00:21:01.415461,372871168.0
memory,buffered,VM10-1-9-207,00:21:11.415486,141869056.0
memory,cached,VM10-1-9-207,00:21:11.415486,3713449984.0
memory,free,VM10-1-9-207,00:21:11.415486,3795431424.0
memory,slab_recl,VM10-1-9-207,00:21:11.415486,317747200.0
memory,slab_unrecl,VM10-1-9-207,00:21:11.415486,32120832.0
memory,used,VM10-1-9-207,00:21:11.415486,375037952.0
memory,buffered,VM10-1-9-207,00:21:21.415462,141881344.0
memory,cached,VM10-1-9-207,00:21:21.415462,3713458176.0
memory,free,VM10-1-9-207,00:21:21.415462,3793235968.0
memory,slab_recl,VM10-1-9-207,00:21:21.415462,317755392.0
memory,slab_unrecl,VM10-1-9-207,00:21:21.415462,32395264.0
memory,used,VM10-1-9-207,00:21:21.415462,376930304.0
memory,buffered,VM10-1-9-207,00:21:31.415459,141893632.0
memory,cached,VM10-1-9-207,00:21:31.415459,3713462272.0
memory,free,VM10-1-9-207,00:21:31.415459,3793461248.0
memory,slab_recl,VM10-1-9-207,00:21:31.415459,317763584.0
memory,slab_unrecl,VM10-1-9-207,00:21:31.415459,32243712.0
memory,used,VM10-1-9-207,00:21:31.415459,376832000.0
memory,buffered,VM10-1-9-207,00:21:41.415459,141910016.0
memory,cached,VM10-1-9-207,00:21:41.415459,3713470464.0
memory,free,VM10-1-9-207,00:21:41.415459,3791392768.0
memory,slab_recl,VM10-1-9-207,00:21:41.415459,317751296.0
memory,slab_unrecl,VM10-1-9-207,00:21:41.415459,32092160.0
memory,used,VM10-1-9-207,00:21:41.415459,379039744.0
memory,buffered,VM10-1-9-207,00:21:51.415855,141926400.0
memory,cached,VM10-1-9-207,00:21:51.415855,3713478656.0
memory,free,VM10-1-9-207,00:21:51.415855,3789520896.0
memory,slab_recl,VM10-1-9-207,00:21:51.415855,317755392.0
memory,slab_unrecl,VM10-1-9-207,00:21:51.415855,32010240.0
