instance,time,value,host,type_instance,type
0,01:49:21.971383,161204.0,VM10-1-9-207,user,cpu
1,01:49:21.971394,182012.0,VM10-1-9-207,user,cpu
2,01:49:21.971404,133237.0,VM10-1-9-207,user,cpu
3,01:49:21.971411,166125.0,VM10-1-9-207,user,cpu
0,01:49:21.971417,6374.0,VM10-1-9-207,system,cpu
1,01:49:21.971678,8296.0,VM10-1-9-207,system,cpu
2,01:49:21.971678,8082.0,VM10-1-9-207,system,cpu
3,01:49:21.972182,7424.0,VM10-1-9-207,system,cpu
0,01:49:21.972184,3512.0,VM10-1-9-207,wait,cpu
1,01:49:21.972185,4476.0,VM10-1-9-207,wait,cpu
2,01:49:21.972185,4360.0,VM10-1-9-207,wait,cpu
3,01:49:21.972192,3730.0,VM10-1-9-207,wait,cpu
0,01:49:21.972245,32.0,VM10-1-9-207,nice,cpu
1,01:49:21.972247,0.0,VM10-1-9-207,nice,cpu
2,01:49:21.972247,7516.0,VM10-1-9-207,nice,cpu
3,01:49:21.972248,0.0,VM10-1-9-207,nice,cpu
0,01:49:21.972250,0.0,VM10-1-9-207,interrupt,cpu
1,01:49:21.972874,0.0,VM10-1-9-207,interrupt,cpu
2,01:49:21.972884,0.0,VM10-1-9-207,interrupt,cpu
3,01:49:21.972885,0.0,VM10-1-9-207,interrupt,cpu
0,01:49:21.972886,258.0,VM10-1-9-207,softirq,cpu
1,01:49:21.972887,130.0,VM10-1-9-207,softirq,cpu
2,01:49:21.972888,242.0,VM10-1-9-207,softirq,cpu
3,01:49:21.973384,242.0,VM10-1-9-207,softirq,cpu
0,01:49:21.973387,74.0,VM10-1-9-207,steal,cpu
1,01:49:21.973388,79.0,VM10-1-9-207,steal,cpu
2,01:49:21.973388,244.0,VM10-1-9-207,steal,cpu
3,01:49:21.973389,188.0,VM10-1-9-207,steal,cpu
0,01:49:21.973390,6050110.0,VM10-1-9-207,idle,cpu
1,01:49:21.973405,6026060.0,VM10-1-9-207,idle,cpu
2,01:49:21.973754,6063022.0,VM10-1-9-207,idle,cpu
3,01:49:21.973762,6042094.0,VM10-1-9-207,idle,cpu
0,01:49:31.971542,161204.0,VM10-1-9-207,user,cpu
1,01:49:31.971565,182012.0,VM10-1-9-207,user,cpu
2,01:49:31.971575,134235.0,VM10-1-9-207,user,cpu
3,01:49:31.971582,166125.0,VM10-1-9-207,user,cpu
0,01:49:31.971600,6375.0,VM10-1-9-207,system,cpu
1,01:49:31.971614,8296.0,VM10-1-9-207,system,cpu
2,01:49:31.971616,8084.0,VM10-1-9-207,system,cpu
3,01:49:31.971617,7426.0,VM10-1-9-207,system,cpu
0,01:49:31.971619,3512.0,VM10-1-9-207,wait,cpu
1,01:49:31.971620,4476.0,VM10-1-9-207,wait,cpu
2,01:49:31.971621,4360.0,VM10-1-9-207,wait,cpu
3,01:49:31.971622,3731.0,VM10-1-9-207,wait,cpu
0,01:49:31.971623,32.0,VM10-1-9-207,nice,cpu
1,01:49:31.971638,0.0,VM10-1-9-207,nice,cpu
2,01:49:31.971640,7516.0,VM10-1-9-207,nice,cpu
3,01:49:31.971641,0.0,VM10-1-9-207,nice,cpu
0,01:49:31.971643,0.0,VM10-1-9-207,interrupt,cpu
1,01:49:31.971644,0.0,VM10-1-9-207,interrupt,cpu
2,01:49:31.971645,0.0,VM10-1-9-207,interrupt,cpu
3,01:49:31.971646,0.0,VM10-1-9-207,interrupt,cpu
0,01:49:31.971648,258.0,VM10-1-9-207,softirq,cpu
1,01:49:31.971649,130.0,VM10-1-9-207,softirq,cpu
2,01:49:31.971650,242.0,VM10-1-9-207,softirq,cpu
3,01:49:31.971651,242.0,VM10-1-9-207,softirq,cpu
0,01:49:31.971652,74.0,VM10-1-9-207,steal,cpu
1,01:49:31.971654,79.0,VM10-1-9-207,steal,cpu
2,01:49:31.971655,244.0,VM10-1-9-207,steal,cpu
3,01:49:31.971656,188.0,VM10-1-9-207,steal,cpu
0,01:49:31.971657,6051108.0,VM10-1-9-207,idle,cpu
1,01:49:31.971680,6027058.0,VM10-1-9-207,idle,cpu
2,01:49:31.971682,6063023.0,VM10-1-9-207,idle,cpu
3,01:49:31.971683,6043089.0,VM10-1-9-207,idle,cpu
0,01:49:41.971465,161205.0,VM10-1-9-207,user,cpu
1,01:49:41.971475,182012.0,VM10-1-9-207,user,cpu
2,01:49:41.971480,135235.0,VM10-1-9-207,user,cpu
3,01:49:41.971489,166127.0,VM10-1-9-207,user,cpu
0,01:49:41.971493,6376.0,VM10-1-9-207,system,cpu
1,01:49:41.971497,8297.0,VM10-1-9-207,system,cpu
2,01:49:41.971498,8084.0,VM10-1-9-207,system,cpu
3,01:49:41.971498,7428.0,VM10-1-9-207,system,cpu
0,01:49:41.971499,3512.0,VM10-1-9-207,wait,cpu
1,01:49:41.971500,4476.0,VM10-1-9-207,wait,cpu
2,01:49:41.971501,4360.0,VM10-1-9-207,wait,cpu
3,01:49:41.971501,3732.0,VM10-1-9-207,wait,cpu
0,01:49:41.971502,32.0,VM10-1-9-207,nice,cpu
1,01:49:41.971502,0.0,VM10-1-9-207,nice,cpu
2,01:49:41.971503,7516.0,VM10-1-9-207,nice,cpu
3,01:49:41.971504,0.0,VM10-1-9-207,nice,cpu
0,01:49:41.971505,0.0,VM10-1-9-207,interrupt,cpu
1,01:49:41.971505,0.0,VM10-1-9-207,interrupt,cpu
2,01:49:41.971506,0.0,VM10-1-9-207,interrupt,cpu
3,01:49:41.971507,0.0,VM10-1-9-207,interrupt,cpu
0,01:49:41.971508,258.0,VM10-1-9-207,softirq,cpu
1,01:49:41.971509,130.0,VM10-1-9-207,softirq,cpu
2,01:49:41.971509,242.0,VM10-1-9-207,softirq,cpu
3,01:49:41.971510,242.0,VM10-1-9-207,softirq,cpu
0,01:49:41.971510,74.0,VM10-1-9-207,steal,cpu
1,01:49:41.971511,79.0,VM10-1-9-207,steal,cpu
2,01:49:41.971512,244.0,VM10-1-9-207,steal,cpu
3,01:49:41.971513,188.0,VM10-1-9-207,steal,cpu
0,01:49:41.971513,6052105.0,VM10-1-9-207,idle,cpu
1,01:49:41.971514,6028056.0,VM10-1-9-207,idle,cpu
2,01:49:41.971515,6063023.0,VM10-1-9-207,idle,cpu
3,01:49:41.971515,6044085.0,VM10-1-9-207,idle,cpu
0,01:49:51.971437,161206.0,VM10-1-9-207,user,cpu
1,01:49:51.971450,183011.0,VM10-1-9-207,user,cpu
2,01:49:51.971455,135235.0,VM10-1-9-207,user,cpu
3,01:49:51.971464,166128.0,VM10-1-9-207,user,cpu
0,01:49:51.971473,6378.0,VM10-1-9-207,system,cpu
1,01:49:51.971499,8297.0,VM10-1-9-207,system,cpu
2,01:49:51.971501,8085.0,VM10-1-9-207,system,cpu
3,01:49:51.971501,7429.0,VM10-1-9-207,system,cpu
0,01:49:51.971502,3512.0,VM10-1-9-207,wait,cpu
1,01:49:51.971503,4476.0,VM10-1-9-207,wait,cpu
2,01:49:51.971504,4360.0,VM10-1-9-207,wait,cpu
3,01:49:51.971504,3734.0,VM10-1-9-207,wait,cpu
0,01:49:51.971505,32.0,VM10-1-9-207,nice,cpu
1,01:49:51.971506,0.0,VM10-1-9-207,nice,cpu
2,01:49:51.971507,7516.0,VM10-1-9-207,nice,cpu
3,01:49:51.971508,0.0,VM10-1-9-207,nice,cpu
0,01:49:51.971509,0.0,VM10-1-9-207,interrupt,cpu
1,01:49:51.971509,0.0,VM10-1-9-207,interrupt,cpu
2,01:49:51.971510,0.0,VM10-1-9-207,interrupt,cpu
3,01:49:51.971511,0.0,VM10-1-9-207,interrupt,cpu
0,01:49:51.971512,258.0,VM10-1-9-207,softirq,cpu
1,01:49:51.971513,130.0,VM10-1-9-207,softirq,cpu
2,01:49:51.971513,242.0,VM10-1-9-207,softirq,cpu
3,01:49:51.971514,242.0,VM10-1-9-207,softirq,cpu
0,01:49:51.971515,74.0,VM10-1-9-207,steal,cpu
1,01:49:51.971516,80.0,VM10-1-9-207,steal,cpu
2,01:49:51.971516,244.0,VM10-1-9-207,steal,cpu
3,01:49:51.971517,188.0,VM10-1-9-207,steal,cpu
0,01:49:51.971518,6053102.0,VM10-1-9-207,idle,cpu
1,01:49:51.971519,6028057.0,VM10-1-9-207,idle,cpu
2,01:49:51.971519,6064020.0,VM10-1-9-207,idle,cpu
