host,time,type_instance,value,type
VM10-1-9-207,01:44:48.596911,buffered,151191552.0,memory
VM10-1-9-207,01:44:48.596911,cached,3755962368.0,memory
VM10-1-9-207,01:44:48.596911,free,3905224704.0,memory
VM10-1-9-207,01:44:48.596911,slab_recl,323670016.0,memory
VM10-1-9-207,01:44:48.596911,slab_unrecl,35721216.0,memory
VM10-1-9-207,01:44:48.596911,used,203886592.0,memory
VM10-1-9-207,01:44:49.338437,buffered,151207936.0,memory
VM10-1-9-207,01:44:49.338437,cached,3755954176.0,memory
VM10-1-9-207,01:44:49.338437,free,3904770048.0,memory
VM10-1-9-207,01:44:49.338437,slab_recl,323690496.0,memory
VM10-1-9-207,01:44:49.338437,slab_unrecl,35790848.0,memory
VM10-1-9-207,01:44:49.338437,used,204242944.0,memory
VM10-1-9-207,01:44:59.327959,buffered,151265280.0,memory
VM10-1-9-207,01:44:59.327959,cached,3755954176.0,memory
VM10-1-9-207,01:44:59.327959,free,3904012288.0,memory
VM10-1-9-207,01:44:59.327959,slab_recl,323780608.0,memory
VM10-1-9-207,01:44:59.327959,slab_unrecl,35926016.0,memory
VM10-1-9-207,01:44:59.327959,used,204718080.0,memory
