instance,time,value,host,type_instance,type
0,01:45:27.773465,158403.0,VM10-1-9-207,user,cpu
1,01:45:27.773481,181987.0,VM10-1-9-207,user,cpu
2,01:45:27.773484,127637.0,VM10-1-9-207,user,cpu
3,01:45:27.773488,153514.0,VM10-1-9-207,user,cpu
0,01:45:27.773491,6334.0,VM10-1-9-207,system,cpu
1,01:45:27.773494,8269.0,VM10-1-9-207,system,cpu
2,01:45:27.773494,8051.0,VM10-1-9-207,system,cpu
3,01:45:27.773502,7416.0,VM10-1-9-207,system,cpu
0,01:45:27.773503,3504.0,VM10-1-9-207,wait,cpu
1,01:45:27.773504,4461.0,VM10-1-9-207,wait,cpu
2,01:45:27.773504,4346.0,VM10-1-9-207,wait,cpu
3,01:45:27.773504,3729.0,VM10-1-9-207,wait,cpu
0,01:45:27.773505,32.0,VM10-1-9-207,nice,cpu
1,01:45:27.773510,0.0,VM10-1-9-207,nice,cpu
2,01:45:27.773514,7516.0,VM10-1-9-207,nice,cpu
3,01:45:27.773514,0.0,VM10-1-9-207,nice,cpu
0,01:45:27.773515,0.0,VM10-1-9-207,interrupt,cpu
1,01:45:27.773515,0.0,VM10-1-9-207,interrupt,cpu
2,01:45:27.773520,0.0,VM10-1-9-207,interrupt,cpu
3,01:45:27.773521,0.0,VM10-1-9-207,interrupt,cpu
0,01:45:27.773521,256.0,VM10-1-9-207,softirq,cpu
1,01:45:27.773522,128.0,VM10-1-9-207,softirq,cpu
2,01:45:27.773522,242.0,VM10-1-9-207,softirq,cpu
3,01:45:27.773526,241.0,VM10-1-9-207,softirq,cpu
0,01:45:27.773527,74.0,VM10-1-9-207,steal,cpu
1,01:45:27.773527,79.0,VM10-1-9-207,steal,cpu
2,01:45:27.773528,244.0,VM10-1-9-207,steal,cpu
3,01:45:27.773528,184.0,VM10-1-9-207,steal,cpu
0,01:45:27.773529,6029552.0,VM10-1-9-207,idle,cpu
1,01:45:27.773533,6002737.0,VM10-1-9-207,idle,cpu
2,01:45:27.773534,6045274.0,VM10-1-9-207,idle,cpu
3,01:45:27.773534,6031306.0,VM10-1-9-207,idle,cpu
0,01:45:37.773524,158404.0,VM10-1-9-207,user,cpu
1,01:45:37.773584,181987.0,VM10-1-9-207,user,cpu
2,01:45:37.773613,127638.0,VM10-1-9-207,user,cpu
3,01:45:37.773640,154514.0,VM10-1-9-207,user,cpu
0,01:45:37.773664,6335.0,VM10-1-9-207,system,cpu
1,01:45:37.773691,8269.0,VM10-1-9-207,system,cpu
2,01:45:37.773712,8052.0,VM10-1-9-207,system,cpu
3,01:45:37.773733,7416.0,VM10-1-9-207,system,cpu
0,01:45:37.773766,3506.0,VM10-1-9-207,wait,cpu
1,01:45:37.773787,4462.0,VM10-1-9-207,wait,cpu
2,01:45:37.773808,4346.0,VM10-1-9-207,wait,cpu
3,01:45:37.774187,3729.0,VM10-1-9-207,wait,cpu
0,01:45:37.774210,32.0,VM10-1-9-207,nice,cpu
1,01:45:37.774231,0.0,VM10-1-9-207,nice,cpu
2,01:45:37.774252,7516.0,VM10-1-9-207,nice,cpu
3,01:45:37.774288,0.0,VM10-1-9-207,nice,cpu
0,01:45:37.774311,0.0,VM10-1-9-207,interrupt,cpu
1,01:45:37.774333,0.0,VM10-1-9-207,interrupt,cpu
2,01:45:37.774354,0.0,VM10-1-9-207,interrupt,cpu
3,01:45:37.774376,0.0,VM10-1-9-207,interrupt,cpu
0,01:45:37.774397,256.0,VM10-1-9-207,softirq,cpu
1,01:45:37.774418,128.0,VM10-1-9-207,softirq,cpu
2,01:45:37.774439,242.0,VM10-1-9-207,softirq,cpu
3,01:45:37.774461,241.0,VM10-1-9-207,softirq,cpu
0,01:45:37.774504,74.0,VM10-1-9-207,steal,cpu
1,01:45:37.774528,79.0,VM10-1-9-207,steal,cpu
2,01:45:37.774550,244.0,VM10-1-9-207,steal,cpu
3,01:45:37.774571,184.0,VM10-1-9-207,steal,cpu
0,01:45:37.774594,6030549.0,VM10-1-9-207,idle,cpu
1,01:45:37.774615,6003735.0,VM10-1-9-207,idle,cpu
2,01:45:37.774637,6046270.0,VM10-1-9-207,idle,cpu
3,01:45:37.774658,6031306.0,VM10-1-9-207,idle,cpu
0,01:45:47.773566,158405.0,VM10-1-9-207,user,cpu
1,01:45:47.773584,181987.0,VM10-1-9-207,user,cpu
2,01:45:47.773590,127638.0,VM10-1-9-207,user,cpu
3,01:45:47.773601,155514.0,VM10-1-9-207,user,cpu
0,01:45:47.773614,6336.0,VM10-1-9-207,system,cpu
1,01:45:47.773629,8269.0,VM10-1-9-207,system,cpu
2,01:45:47.773630,8053.0,VM10-1-9-207,system,cpu
3,01:45:47.773632,7416.0,VM10-1-9-207,system,cpu
0,01:45:47.773633,3507.0,VM10-1-9-207,wait,cpu
1,01:45:47.773634,4462.0,VM10-1-9-207,wait,cpu
2,01:45:47.773635,4346.0,VM10-1-9-207,wait,cpu
3,01:45:47.773635,3729.0,VM10-1-9-207,wait,cpu
0,01:45:47.773636,32.0,VM10-1-9-207,nice,cpu
1,01:45:47.773637,0.0,VM10-1-9-207,nice,cpu
2,01:45:47.773638,7516.0,VM10-1-9-207,nice,cpu
3,01:45:47.773639,0.0,VM10-1-9-207,nice,cpu
0,01:45:47.773640,0.0,VM10-1-9-207,interrupt,cpu
1,01:45:47.773641,0.0,VM10-1-9-207,interrupt,cpu
2,01:45:47.773642,0.0,VM10-1-9-207,interrupt,cpu
3,01:45:47.773643,0.0,VM10-1-9-207,interrupt,cpu
0,01:45:47.773643,256.0,VM10-1-9-207,softirq,cpu
1,01:45:47.773644,129.0,VM10-1-9-207,softirq,cpu
2,01:45:47.773645,242.0,VM10-1-9-207,softirq,cpu
3,01:45:47.773646,241.0,VM10-1-9-207,softirq,cpu
0,01:45:47.773647,74.0,VM10-1-9-207,steal,cpu
1,01:45:47.773648,79.0,VM10-1-9-207,steal,cpu
2,01:45:47.773649,244.0,VM10-1-9-207,steal,cpu
3,01:45:47.773649,185.0,VM10-1-9-207,steal,cpu
0,01:45:47.773650,6031544.0,VM10-1-9-207,idle,cpu
1,01:45:47.773651,6004734.0,VM10-1-9-207,idle,cpu
2,01:45:47.773652,6047267.0,VM10-1-9-207,idle,cpu
3,01:45:47.773653,6031306.0,VM10-1-9-207,idle,cpu
0,01:45:57.773514,158406.0,VM10-1-9-207,user,cpu
1,01:45:57.774290,181987.0,VM10-1-9-207,user,cpu
2,01:45:57.774294,127638.0,VM10-1-9-207,user,cpu
3,01:45:57.774295,156514.0,VM10-1-9-207,user,cpu
0,01:45:57.774296,6337.0,VM10-1-9-207,system,cpu
1,01:45:57.774297,8269.0,VM10-1-9-207,system,cpu
2,01:45:57.774298,8055.0,VM10-1-9-207,system,cpu
3,01:45:57.774299,7416.0,VM10-1-9-207,system,cpu
0,01:45:57.774300,3508.0,VM10-1-9-207,wait,cpu
1,01:45:57.774302,4462.0,VM10-1-9-207,wait,cpu
2,01:45:57.774302,4346.0,VM10-1-9-207,wait,cpu
3,01:45:57.774303,3729.0,VM10-1-9-207,wait,cpu
0,01:45:57.774304,32.0,VM10-1-9-207,nice,cpu
1,01:45:57.774305,0.0,VM10-1-9-207,nice,cpu
2,01:45:57.774306,7516.0,VM10-1-9-207,nice,cpu
3,01:45:57.774307,0.0,VM10-1-9-207,nice,cpu
0,01:45:57.774308,0.0,VM10-1-9-207,interrupt,cpu
1,01:45:57.774319,0.0,VM10-1-9-207,interrupt,cpu
2,01:45:57.774320,0.0,VM10-1-9-207,interrupt,cpu
3,01:45:57.774321,0.0,VM10-1-9-207,interrupt,cpu
0,01:45:57.774322,256.0,VM10-1-9-207,softirq,cpu
1,01:45:57.774323,129.0,VM10-1-9-207,softirq,cpu
2,01:45:57.774323,242.0,VM10-1-9-207,softirq,cpu
3,01:45:57.774324,241.0,VM10-1-9-207,softirq,cpu
0,01:45:57.774325,74.0,VM10-1-9-207,steal,cpu
1,01:45:57.774326,79.0,VM10-1-9-207,steal,cpu
2,01:45:57.774327,244.0,VM10-1-9-207,steal,cpu
3,01:45:57.774328,185.0,VM10-1-9-207,steal,cpu
0,01:45:57.774328,6032542.0,VM10-1-9-207,idle,cpu
1,01:45:57.774329,6005733.0,VM10-1-9-207,idle,cpu
2,01:45:57.774330,6048263.0,VM10-1-9-207,idle,cpu
3,01:45:57.774331,6031306.0,VM10-1-9-207,idle,cpu
0,01:46:07.773484,158407.0,VM10-1-9-207,user,cpu
1,01:46:07.773508,181988.0,VM10-1-9-207,user,cpu
2,01:46:07.773523,127640.0,VM10-1-9-207,user,cpu
3,01:46:07.773533,157513.0,VM10-1-9-207,user,cpu
0,01:46:07.773551,6339.0,VM10-1-9-207,system,cpu
1,01:46:07.773556,8270.0,VM10-1-9-207,system,cpu
2,01:46:07.773557,8056.0,VM10-1-9-207,system,cpu
3,01:46:07.773558,7416.0,VM10-1-9-207,system,cpu
0,01:46:07.773559,3508.0,VM10-1-9-207,wait,cpu
1,01:46:07.773560,4463.0,VM10-1-9-207,wait,cpu
2,01:46:07.773561,4346.0,VM10-1-9-207,wait,cpu
3,01:46:07.773561,3729.0,VM10-1-9-207,wait,cpu
0,01:46:07.773562,32.0,VM10-1-9-207,nice,cpu
1,01:46:07.773563,0.0,VM10-1-9-207,nice,cpu
2,01:46:07.773563,7516.0,VM10-1-9-207,nice,cpu
3,01:46:07.773564,0.0,VM10-1-9-207,nice,cpu
0,01:46:07.773565,0.0,VM10-1-9-207,interrupt,cpu
1,01:46:07.773566,0.0,VM10-1-9-207,interrupt,cpu
2,01:46:07.773566,0.0,VM10-1-9-207,interrupt,cpu
3,01:46:07.773567,0.0,VM10-1-9-207,interrupt,cpu
0,01:46:07.773567,256.0,VM10-1-9-207,softirq,cpu
1,01:46:07.773568,129.0,VM10-1-9-207,softirq,cpu
2,01:46:07.773569,242.0,VM10-1-9-207,softirq,cpu
3,01:46:07.773570,241.0,VM10-1-9-207,softirq,cpu
0,01:46:07.773570,74.0,VM10-1-9-207,steal,cpu
1,01:46:07.773571,79.0,VM10-1-9-207,steal,cpu
2,01:46:07.773571,244.0,VM10-1-9-207,steal,cpu
3,01:46:07.773572,185.0,VM10-1-9-207,steal,cpu
0,01:46:07.773584,6033538.0,VM10-1-9-207,idle,cpu
1,01:46:07.773585,6006731.0,VM10-1-9-207,idle,cpu
2,01:46:07.773585,6049259.0,VM10-1-9-207,idle,cpu
3,01:46:07.773586,6031306.0,VM10-1-9-207,idle,cpu
0,01:46:17.773466,158408.0,VM10-1-9-207,user,cpu
1,01:46:17.773478,181988.0,VM10-1-9-207,user,cpu
2,01:46:17.773481,127640.0,VM10-1-9-207,user,cpu
3,01:46:17.773485,158512.0,VM10-1-9-207,user,cpu
0,01:46:17.773488,6341.0,VM10-1-9-207,system,cpu
1,01:46:17.773491,8270.0,VM10-1-9-207,system,cpu
2,01:46:17.773492,8058.0,VM10-1-9-207,system,cpu
3,01:46:17.773493,7416.0,VM10-1-9-207,system,cpu
0,01:46:17.773493,3508.0,VM10-1-9-207,wait,cpu
1,01:46:17.773494,4463.0,VM10-1-9-207,wait,cpu
2,01:46:17.773494,4348.0,VM10-1-9-207,wait,cpu
3,01:46:17.773495,3729.0,VM10-1-9-207,wait,cpu
0,01:46:17.773495,32.0,VM10-1-9-207,nice,cpu
1,01:46:17.773496,0.0,VM10-1-9-207,nice,cpu
2,01:46:17.773497,7516.0,VM10-1-9-207,nice,cpu
3,01:46:17.773497,0.0,VM10-1-9-207,nice,cpu
0,01:46:17.773498,0.0,VM10-1-9-207,interrupt,cpu
1,01:46:17.773499,0.0,VM10-1-9-207,interrupt,cpu
2,01:46:17.773499,0.0,VM10-1-9-207,interrupt,cpu
3,01:46:17.773500,0.0,VM10-1-9-207,interrupt,cpu
0,01:46:17.773501,256.0,VM10-1-9-207,softirq,cpu
1,01:46:17.773501,129.0,VM10-1-9-207,softirq,cpu
2,01:46:17.773502,242.0,VM10-1-9-207,softirq,cpu
3,01:46:17.773503,241.0,VM10-1-9-207,softirq,cpu
0,01:46:17.773504,74.0,VM10-1-9-207,steal,cpu
1,01:46:17.773504,79.0,VM10-1-9-207,steal,cpu
2,01:46:17.773505,244.0,VM10-1-9-207,steal,cpu
3,01:46:17.773506,186.0,VM10-1-9-207,steal,cpu
0,01:46:17.773506,6034535.0,VM10-1-9-207,idle,cpu
1,01:46:17.773522,6007730.0,VM10-1-9-207,idle,cpu
2,01:46:17.773524,6050254.0,VM10-1-9-207,idle,cpu
3,01:46:17.773524,6031306.0,VM10-1-9-207,idle,cpu
