host,time,type_instance,value,type
VM10-1-9-207,01:45:17.791504,buffered,151351296.0,memory
VM10-1-9-207,01:45:17.791504,cached,3755937792.0,memory
VM10-1-9-207,01:45:17.791504,free,3904344064.0,memory
VM10-1-9-207,01:45:17.791504,slab_recl,323780608.0,memory
VM10-1-9-207,01:45:17.791504,slab_unrecl,35737600.0,memory
VM10-1-9-207,01:45:17.791504,used,204505088.0,memory
VM10-1-9-207,01:45:27.774975,buffered,151420928.0,memory
VM10-1-9-207,01:45:27.774975,cached,3755986944.0,memory
VM10-1-9-207,01:45:27.774975,free,3850223616.0,memory
VM10-1-9-207,01:45:27.774975,slab_recl,323817472.0,memory
VM10-1-9-207,01:45:27.774975,slab_unrecl,35733504.0,memory
VM10-1-9-207,01:45:27.774975,used,258473984.0,memory
VM10-1-9-207,01:45:37.775851,buffered,151461888.0,memory
VM10-1-9-207,01:45:37.775851,cached,3755999232.0,memory
VM10-1-9-207,01:45:37.775851,free,3847569408.0,memory
VM10-1-9-207,01:45:37.775851,slab_recl,323792896.0,memory
VM10-1-9-207,01:45:37.775851,slab_unrecl,35778560.0,memory
VM10-1-9-207,01:45:37.775851,used,261054464.0,memory
VM10-1-9-207,01:45:47.774981,buffered,151470080.0,memory
VM10-1-9-207,01:45:47.774981,cached,3756003328.0,memory
VM10-1-9-207,01:45:47.774981,free,3843506176.0,memory
VM10-1-9-207,01:45:47.774981,slab_recl,323780608.0,memory
VM10-1-9-207,01:45:47.774981,slab_unrecl,35844096.0,memory
VM10-1-9-207,01:45:47.774981,used,265052160.0,memory
VM10-1-9-207,01:45:57.775051,buffered,151482368.0,memory
VM10-1-9-207,01:45:57.775051,cached,3756011520.0,memory
VM10-1-9-207,01:45:57.775051,free,3841277952.0,memory
VM10-1-9-207,01:45:57.775051,slab_recl,323780608.0,memory
VM10-1-9-207,01:45:57.775051,slab_unrecl,35643392.0,memory
VM10-1-9-207,01:45:57.775051,used,267460608.0,memory
VM10-1-9-207,01:46:07.775007,buffered,151498752.0,memory
VM10-1-9-207,01:46:07.775007,cached,3756019712.0,memory
VM10-1-9-207,01:46:07.775007,free,3837087744.0,memory
VM10-1-9-207,01:46:07.775007,slab_recl,323764224.0,memory
VM10-1-9-207,01:46:07.775007,slab_unrecl,35409920.0,memory
VM10-1-9-207,01:46:07.775007,used,271876096.0,memory
VM10-1-9-207,01:46:17.774949,buffered,151502848.0,memory
VM10-1-9-207,01:46:17.774949,cached,3756027904.0,memory
VM10-1-9-207,01:46:17.774949,free,3834765312.0,memory
VM10-1-9-207,01:46:17.774949,slab_recl,323760128.0,memory
VM10-1-9-207,01:46:17.774949,slab_unrecl,35684352.0,memory
VM10-1-9-207,01:46:17.774949,used,273915904.0,memory
