instance,time,value,host,type_instance,type
0,01:44:48.595593,158187.0,VM10-1-9-207,user,cpu
1,01:44:48.595657,181947.0,VM10-1-9-207,user,cpu
2,01:44:48.595664,127456.0,VM10-1-9-207,user,cpu
3,01:44:48.595702,153114.0,VM10-1-9-207,user,cpu
0,01:44:48.595727,6314.0,VM10-1-9-207,system,cpu
1,01:44:48.595733,8255.0,VM10-1-9-207,system,cpu
2,01:44:48.595766,8039.0,VM10-1-9-207,system,cpu
3,01:44:48.596098,7400.0,VM10-1-9-207,system,cpu
0,01:44:48.596121,3498.0,VM10-1-9-207,wait,cpu
1,01:44:48.596145,4461.0,VM10-1-9-207,wait,cpu
2,01:44:48.596151,4338.0,VM10-1-9-207,wait,cpu
3,01:44:48.596154,3726.0,VM10-1-9-207,wait,cpu
0,01:44:48.596169,32.0,VM10-1-9-207,nice,cpu
1,01:44:48.596225,0.0,VM10-1-9-207,nice,cpu
2,01:44:48.596258,7516.0,VM10-1-9-207,nice,cpu
3,01:44:48.596269,0.0,VM10-1-9-207,nice,cpu
0,01:44:48.596293,0.0,VM10-1-9-207,interrupt,cpu
1,01:44:48.596312,0.0,VM10-1-9-207,interrupt,cpu
2,01:44:48.597141,0.0,VM10-1-9-207,interrupt,cpu
3,01:44:48.597148,0.0,VM10-1-9-207,interrupt,cpu
0,01:44:48.597155,254.0,VM10-1-9-207,softirq,cpu
1,01:44:48.597179,128.0,VM10-1-9-207,softirq,cpu
2,01:44:48.597307,242.0,VM10-1-9-207,softirq,cpu
3,01:44:48.597317,241.0,VM10-1-9-207,softirq,cpu
0,01:44:48.597359,74.0,VM10-1-9-207,steal,cpu
1,01:44:48.597368,79.0,VM10-1-9-207,steal,cpu
2,01:44:48.597436,244.0,VM10-1-9-207,steal,cpu
3,01:44:48.597481,184.0,VM10-1-9-207,steal,cpu
0,01:44:48.597503,6025881.0,VM10-1-9-207,idle,cpu
1,01:44:48.597510,5998876.0,VM10-1-9-207,idle,cpu
2,01:44:48.597517,6041565.0,VM10-1-9-207,idle,cpu
3,01:44:48.597529,6027812.0,VM10-1-9-207,idle,cpu
0,01:44:59.326259,158191.0,VM10-1-9-207,user,cpu
1,01:44:59.326271,181984.0,VM10-1-9-207,user,cpu
2,01:44:59.326297,127463.0,VM10-1-9-207,user,cpu
3,01:44:59.326307,153116.0,VM10-1-9-207,user,cpu
0,01:44:59.326317,6319.0,VM10-1-9-207,system,cpu
1,01:44:59.326329,8262.0,VM10-1-9-207,system,cpu
2,01:44:59.326330,8045.0,VM10-1-9-207,system,cpu
3,01:44:59.326348,7405.0,VM10-1-9-207,system,cpu
0,01:44:59.326349,3498.0,VM10-1-9-207,wait,cpu
1,01:44:59.326350,4461.0,VM10-1-9-207,wait,cpu
2,01:44:59.326351,4341.0,VM10-1-9-207,wait,cpu
3,01:44:59.326352,3726.0,VM10-1-9-207,wait,cpu
0,01:44:59.326352,32.0,VM10-1-9-207,nice,cpu
1,01:44:59.326356,0.0,VM10-1-9-207,nice,cpu
2,01:44:59.326358,7516.0,VM10-1-9-207,nice,cpu
3,01:44:59.326358,0.0,VM10-1-9-207,nice,cpu
0,01:44:59.326359,0.0,VM10-1-9-207,interrupt,cpu
1,01:44:59.326359,0.0,VM10-1-9-207,interrupt,cpu
2,01:44:59.326381,0.0,VM10-1-9-207,interrupt,cpu
3,01:44:59.326385,0.0,VM10-1-9-207,interrupt,cpu
0,01:44:59.326387,255.0,VM10-1-9-207,softirq,cpu
1,01:44:59.326388,128.0,VM10-1-9-207,softirq,cpu
2,01:44:59.326389,242.0,VM10-1-9-207,softirq,cpu
3,01:44:59.326389,241.0,VM10-1-9-207,softirq,cpu
0,01:44:59.326400,74.0,VM10-1-9-207,steal,cpu
1,01:44:59.326401,79.0,VM10-1-9-207,steal,cpu
2,01:44:59.326402,244.0,VM10-1-9-207,steal,cpu
3,01:44:59.326403,184.0,VM10-1-9-207,steal,cpu
0,01:44:59.326404,6026944.0,VM10-1-9-207,idle,cpu
1,01:44:59.326404,5999905.0,VM10-1-9-207,idle,cpu
2,01:44:59.326405,6042618.0,VM10-1-9-207,idle,cpu
3,01:44:59.326412,6028877.0,VM10-1-9-207,idle,cpu
