host,time,type_instance,value,type
VM10-1-9-207,01:49:07.488745,cached,3756154880.0,memory
VM10-1-9-207,01:49:07.488745,slab_recl,323756032.0,memory
VM10-1-9-207,01:49:07.488745,slab_unrecl,35487744.0,memory
VM10-1-9-207,01:49:11.986903,buffered,151662592.0,memory
VM10-1-9-207,01:49:11.986903,cached,3756085248.0,memory
VM10-1-9-207,01:49:11.986903,free,3901595648.0,memory
VM10-1-9-207,01:49:11.986903,slab_recl,323747840.0,memory
VM10-1-9-207,01:49:11.986903,slab_unrecl,35848192.0,memory
VM10-1-9-207,01:49:11.986903,used,206716928.0,memory
VM10-1-9-207,01:49:21.972758,buffered,151711744.0,memory
VM10-1-9-207,01:49:21.972758,cached,3756138496.0,memory
VM10-1-9-207,01:49:21.972758,free,3784339456.0,memory
VM10-1-9-207,01:49:21.972758,slab_recl,323817472.0,memory
VM10-1-9-207,01:49:21.972758,slab_unrecl,35966976.0,memory
VM10-1-9-207,01:49:21.972758,used,323682304.0,memory
VM10-1-9-207,01:49:31.980488,buffered,151732224.0,memory
VM10-1-9-207,01:49:31.980488,cached,3756146688.0,memory
VM10-1-9-207,01:49:31.980488,free,3781992448.0,memory
VM10-1-9-207,01:49:31.980488,slab_recl,323760128.0,memory
VM10-1-9-207,01:49:31.980488,slab_unrecl,35942400.0,memory
VM10-1-9-207,01:49:31.980488,used,326082560.0,memory
VM10-1-9-207,01:49:41.972745,buffered,151732224.0,memory
VM10-1-9-207,01:49:41.972745,cached,3756150784.0,memory
VM10-1-9-207,01:49:41.972745,free,3779829760.0,memory
VM10-1-9-207,01:49:41.972745,slab_recl,323760128.0,memory
VM10-1-9-207,01:49:41.972745,slab_unrecl,35819520.0,memory
VM10-1-9-207,01:49:41.972745,used,328364032.0,memory
VM10-1-9-207,01:49:51.972993,buffered,151740416.0,memory
VM10-1-9-207,01:49:51.972993,cached,3756158976.0,memory
VM10-1-9-207,01:49:51.972993,free,3777699840.0,memory
VM10-1-9-207,01:49:51.972993,slab_recl,323756032.0,memory
VM10-1-9-207,01:49:51.972993,slab_unrecl,35786752.0,memory
VM10-1-9-207,01:49:51.972993,used,330514432.0,memory
VM10-1-9-207,01:50:01.972450,buffered,151748608.0,memory
VM10-1-9-207,01:50:01.972450,cached,3756167168.0,memory
