host,time,type_instance,value,type
VM10-1-9-207,01:45:01.865734,buffered,151289856.0,memory
VM10-1-9-207,01:45:01.865734,cached,3755962368.0,memory
VM10-1-9-207,01:45:01.865734,free,3903705088.0,memory
VM10-1-9-207,01:45:01.865734,slab_recl,323809280.0,memory
VM10-1-9-207,01:45:01.865734,slab_unrecl,35913728.0,memory
VM10-1-9-207,01:45:01.865734,used,204976128.0,memory
VM10-1-9-207,01:45:11.852291,buffered,151334912.0,memory
VM10-1-9-207,01:45:11.852291,cached,3755974656.0,memory
VM10-1-9-207,01:45:11.852291,free,3903848448.0,memory
VM10-1-9-207,01:45:11.852291,slab_recl,323817472.0,memory
VM10-1-9-207,01:45:11.852291,slab_unrecl,36085760.0,memory
VM10-1-9-207,01:45:11.852291,used,204595200.0,memory
