type_instance,value,type,host,instance,time
user,125058.0,cpu,VM10-1-9-207,0,01:12:18.314257
user,119982.0,cpu,VM10-1-9-207,1,01:12:18.314271
user,99426.0,cpu,VM10-1-9-207,2,01:12:18.314295
user,98736.0,cpu,VM10-1-9-207,3,01:12:18.314303
system,6082.0,cpu,VM10-1-9-207,0,01:12:18.314307
system,7859.0,cpu,VM10-1-9-207,1,01:12:18.314318
system,7692.0,cpu,VM10-1-9-207,2,01:12:18.314319
system,7117.0,cpu,VM10-1-9-207,3,01:12:18.314320
wait,3427.0,cpu,VM10-1-9-207,0,01:12:18.314321
wait,4411.0,cpu,VM10-1-9-207,1,01:12:18.314326
wait,4198.0,cpu,VM10-1-9-207,2,01:12:18.314326
wait,3700.0,cpu,VM10-1-9-207,3,01:12:18.314327
nice,32.0,cpu,VM10-1-9-207,0,01:12:18.314328
nice,0.0,cpu,VM10-1-9-207,1,01:12:18.314329
nice,7516.0,cpu,VM10-1-9-207,2,01:12:18.314329
nice,0.0,cpu,VM10-1-9-207,3,01:12:18.314330
interrupt,0.0,cpu,VM10-1-9-207,0,01:12:18.314331
interrupt,0.0,cpu,VM10-1-9-207,1,01:12:18.314332
interrupt,0.0,cpu,VM10-1-9-207,2,01:12:18.314333
interrupt,0.0,cpu,VM10-1-9-207,3,01:12:18.314334
softirq,230.0,cpu,VM10-1-9-207,0,01:12:18.314334
softirq,120.0,cpu,VM10-1-9-207,1,01:12:18.314335
softirq,232.0,cpu,VM10-1-9-207,2,01:12:18.314339
softirq,228.0,cpu,VM10-1-9-207,3,01:12:18.314340
steal,66.0,cpu,VM10-1-9-207,0,01:12:18.314341
steal,68.0,cpu,VM10-1-9-207,1,01:12:18.314341
steal,233.0,cpu,VM10-1-9-207,2,01:12:18.314342
steal,166.0,cpu,VM10-1-9-207,3,01:12:18.314343
idle,5864453.0,cpu,VM10-1-9-207,0,01:12:18.314344
idle,5866342.0,cpu,VM10-1-9-207,1,01:12:18.314345
idle,5875271.0,cpu,VM10-1-9-207,2,01:12:18.314346
idle,5887628.0,cpu,VM10-1-9-207,3,01:12:18.314347
user,125058.0,cpu,VM10-1-9-207,0,01:12:28.314209
user,119983.0,cpu,VM10-1-9-207,1,01:12:28.314222
user,99426.0,cpu,VM10-1-9-207,2,01:12:28.314226
user,99736.0,cpu,VM10-1-9-207,3,01:12:28.314229
system,6083.0,cpu,VM10-1-9-207,0,01:12:28.314238
system,7859.0,cpu,VM10-1-9-207,1,01:12:28.314241
system,7694.0,cpu,VM10-1-9-207,2,01:12:28.314242
system,7117.0,cpu,VM10-1-9-207,3,01:12:28.314243
wait,3427.0,cpu,VM10-1-9-207,0,01:12:28.314243
wait,4413.0,cpu,VM10-1-9-207,1,01:12:28.314244
