type_instance,value,type,host,instance,time
user,117895.0,cpu,VM10-1-9-207,0,01:10:03.237059
user,115585.0,cpu,VM10-1-9-207,1,01:10:03.237077
user,98735.0,cpu,VM10-1-9-207,2,01:10:03.237088
user,98707.0,cpu,VM10-1-9-207,3,01:10:03.237100
system,6072.0,cpu,VM10-1-9-207,0,01:10:03.237105
system,7845.0,cpu,VM10-1-9-207,1,01:10:03.237109
system,7662.0,cpu,VM10-1-9-207,2,01:10:03.237111
system,7080.0,cpu,VM10-1-9-207,3,01:10:03.237129
wait,3426.0,cpu,VM10-1-9-207,0,01:10:03.237150
wait,4410.0,cpu,VM10-1-9-207,1,01:10:03.237151
wait,4183.0,cpu,VM10-1-9-207,2,01:10:03.237151
wait,3691.0,cpu,VM10-1-9-207,3,01:10:03.237152
nice,32.0,cpu,VM10-1-9-207,0,01:10:03.237153
nice,0.0,cpu,VM10-1-9-207,1,01:10:03.237159
nice,7516.0,cpu,VM10-1-9-207,2,01:10:03.237160
nice,0.0,cpu,VM10-1-9-207,3,01:10:03.237160
interrupt,0.0,cpu,VM10-1-9-207,0,01:10:03.237161
interrupt,0.0,cpu,VM10-1-9-207,1,01:10:03.237162
interrupt,0.0,cpu,VM10-1-9-207,2,01:10:03.237167
interrupt,0.0,cpu,VM10-1-9-207,3,01:10:03.237168
softirq,230.0,cpu,VM10-1-9-207,0,01:10:03.237169
softirq,120.0,cpu,VM10-1-9-207,1,01:10:03.237170
softirq,230.0,cpu,VM10-1-9-207,2,01:10:03.237171
softirq,228.0,cpu,VM10-1-9-207,3,01:10:03.237171
steal,65.0,cpu,VM10-1-9-207,0,01:10:03.237182
steal,68.0,cpu,VM10-1-9-207,1,01:10:03.237183
steal,232.0,cpu,VM10-1-9-207,2,01:10:03.237184
steal,164.0,cpu,VM10-1-9-207,3,01:10:03.237185
idle,5858157.0,cpu,VM10-1-9-207,0,01:10:03.237185
idle,5857253.0,cpu,VM10-1-9-207,1,01:10:03.237186
idle,5862544.0,cpu,VM10-1-9-207,2,01:10:03.237190
idle,5874233.0,cpu,VM10-1-9-207,3,01:10:03.237192
user,118895.0,cpu,VM10-1-9-207,0,01:10:13.237113
user,115585.0,cpu,VM10-1-9-207,1,01:10:13.237125
user,98737.0,cpu,VM10-1-9-207,2,01:10:13.237135
user,98707.0,cpu,VM10-1-9-207,3,01:10:13.237142
system,6072.0,cpu,VM10-1-9-207,0,01:10:13.237146
system,7845.0,cpu,VM10-1-9-207,1,01:10:13.237150
system,7664.0,cpu,VM10-1-9-207,2,01:10:13.237151
system,7082.0,cpu,VM10-1-9-207,3,01:10:13.237153
wait,3426.0,cpu,VM10-1-9-207,0,01:10:13.237154
wait,4410.0,cpu,VM10-1-9-207,1,01:10:13.237154
wait,4186.0,cpu,VM10-1-9-207,2,01:10:13.237156
wait,3691.0,cpu,VM10-1-9-207,3,01:10:13.237158
nice,32.0,cpu,VM10-1-9-207,0,01:10:13.237158
nice,0.0,cpu,VM10-1-9-207,1,01:10:13.237159
nice,7516.0,cpu,VM10-1-9-207,2,01:10:13.237160
nice,0.0,cpu,VM10-1-9-207,3,01:10:13.237161
interrupt,0.0,cpu,VM10-1-9-207,0,01:10:13.237163
interrupt,0.0,cpu,VM10-1-9-207,1,01:10:13.237163
interrupt,0.0,cpu,VM10-1-9-207,2,01:10:13.237164
interrupt,0.0,cpu,VM10-1-9-207,3,01:10:13.237171
softirq,230.0,cpu,VM10-1-9-207,0,01:10:13.237173
softirq,120.0,cpu,VM10-1-9-207,1,01:10:13.237174
softirq,230.0,cpu,VM10-1-9-207,2,01:10:13.237175
softirq,228.0,cpu,VM10-1-9-207,3,01:10:13.237175
steal,65.0,cpu,VM10-1-9-207,0,01:10:13.237180
steal,68.0,cpu,VM10-1-9-207,1,01:10:13.237181
steal,232.0,cpu,VM10-1-9-207,2,01:10:13.237182
steal,164.0,cpu,VM10-1-9-207,3,01:10:13.237183
idle,5858157.0,cpu,VM10-1-9-207,0,01:10:13.237184
idle,5858252.0,cpu,VM10-1-9-207,1,01:10:13.237185
idle,5863536.0,cpu,VM10-1-9-207,2,01:10:13.237186
idle,5875231.0,cpu,VM10-1-9-207,3,01:10:13.237187
user,119894.0,cpu,VM10-1-9-207,0,01:10:23.237011
user,115585.0,cpu,VM10-1-9-207,1,01:10:23.237024
user,98737.0,cpu,VM10-1-9-207,2,01:10:23.237027
user,98707.0,cpu,VM10-1-9-207,3,01:10:23.237039
system,6073.0,cpu,VM10-1-9-207,0,01:10:23.237046
system,7845.0,cpu,VM10-1-9-207,1,01:10:23.237049
system,7666.0,cpu,VM10-1-9-207,2,01:10:23.237052
system,7082.0,cpu,VM10-1-9-207,3,01:10:23.237102
wait,3426.0,cpu,VM10-1-9-207,0,01:10:23.237103
wait,4410.0,cpu,VM10-1-9-207,1,01:10:23.239293
wait,4186.0,cpu,VM10-1-9-207,2,01:10:23.239295
wait,3693.0,cpu,VM10-1-9-207,3,01:10:23.239296
nice,32.0,cpu,VM10-1-9-207,0,01:10:23.239297
nice,0.0,cpu,VM10-1-9-207,1,01:10:23.239298
nice,7516.0,cpu,VM10-1-9-207,2,01:10:23.239317
nice,0.0,cpu,VM10-1-9-207,3,01:10:23.239318
interrupt,0.0,cpu,VM10-1-9-207,0,01:10:23.239319
interrupt,0.0,cpu,VM10-1-9-207,1,01:10:23.239320
interrupt,0.0,cpu,VM10-1-9-207,2,01:10:23.239321
interrupt,0.0,cpu,VM10-1-9-207,3,01:10:23.239322
softirq,230.0,cpu,VM10-1-9-207,0,01:10:23.239322
softirq,120.0,cpu,VM10-1-9-207,1,01:10:23.239326
softirq,230.0,cpu,VM10-1-9-207,2,01:10:23.239327
softirq,228.0,cpu,VM10-1-9-207,3,01:10:23.239328
steal,65.0,cpu,VM10-1-9-207,0,01:10:23.239329
steal,68.0,cpu,VM10-1-9-207,1,01:10:23.239329
steal,232.0,cpu,VM10-1-9-207,2,01:10:23.239330
steal,165.0,cpu,VM10-1-9-207,3,01:10:23.239331
idle,5858157.0,cpu,VM10-1-9-207,0,01:10:23.239331
idle,5859252.0,cpu,VM10-1-9-207,1,01:10:23.239332
idle,5864532.0,cpu,VM10-1-9-207,2,01:10:23.239333
idle,5876226.0,cpu,VM10-1-9-207,3,01:10:23.239333
user,120894.0,cpu,VM10-1-9-207,0,01:10:33.237117
user,115586.0,cpu,VM10-1-9-207,1,01:10:33.239589
user,98739.0,cpu,VM10-1-9-207,2,01:10:33.239597
user,98708.0,cpu,VM10-1-9-207,3,01:10:33.239610
system,6073.0,cpu,VM10-1-9-207,0,01:10:33.251405
system,7845.0,cpu,VM10-1-9-207,1,01:10:33.251495
system,7667.0,cpu,VM10-1-9-207,2,01:10:33.251514
system,7082.0,cpu,VM10-1-9-207,3,01:10:33.251515
wait,3426.0,cpu,VM10-1-9-207,0,01:10:33.251516
wait,4410.0,cpu,VM10-1-9-207,1,01:10:33.251518
wait,4186.0,cpu,VM10-1-9-207,2,01:10:33.251518
wait,3693.0,cpu,VM10-1-9-207,3,01:10:33.251519
nice,32.0,cpu,VM10-1-9-207,0,01:10:33.251526
nice,0.0,cpu,VM10-1-9-207,1,01:10:33.251527
nice,7516.0,cpu,VM10-1-9-207,2,01:10:33.251687
nice,0.0,cpu,VM10-1-9-207,3,01:10:33.251707
interrupt,0.0,cpu,VM10-1-9-207,0,01:10:33.251779
interrupt,0.0,cpu,VM10-1-9-207,1,01:10:33.251797
interrupt,0.0,cpu,VM10-1-9-207,2,01:10:33.251808
interrupt,0.0,cpu,VM10-1-9-207,3,01:10:33.251833
softirq,230.0,cpu,VM10-1-9-207,0,01:10:33.251839
softirq,120.0,cpu,VM10-1-9-207,1,01:10:33.251840
softirq,231.0,cpu,VM10-1-9-207,2,01:10:33.251841
softirq,228.0,cpu,VM10-1-9-207,3,01:10:33.251842
steal,65.0,cpu,VM10-1-9-207,0,01:10:33.251842
steal,68.0,cpu,VM10-1-9-207,1,01:10:33.251844
steal,232.0,cpu,VM10-1-9-207,2,01:10:33.251844
steal,165.0,cpu,VM10-1-9-207,3,01:10:33.251845
idle,5858157.0,cpu,VM10-1-9-207,0,01:10:33.251847
idle,5860251.0,cpu,VM10-1-9-207,1,01:10:33.251848
idle,5865526.0,cpu,VM10-1-9-207,2,01:10:33.251849
idle,5877224.0,cpu,VM10-1-9-207,3,01:10:33.252508
user,121893.0,cpu,VM10-1-9-207,0,01:10:43.236971
user,115586.0,cpu,VM10-1-9-207,1,01:10:43.236990
user,98740.0,cpu,VM10-1-9-207,2,01:10:43.236996
user,98709.0,cpu,VM10-1-9-207,3,01:10:43.237026
system,6073.0,cpu,VM10-1-9-207,0,01:10:43.237030
system,7846.0,cpu,VM10-1-9-207,1,01:10:43.237033
system,7669.0,cpu,VM10-1-9-207,2,01:10:43.237033
system,7084.0,cpu,VM10-1-9-207,3,01:10:43.237034
wait,3426.0,cpu,VM10-1-9-207,0,01:10:43.237035
wait,4410.0,cpu,VM10-1-9-207,1,01:10:43.237035
wait,4187.0,cpu,VM10-1-9-207,2,01:10:43.237036
wait,3694.0,cpu,VM10-1-9-207,3,01:10:43.237036
nice,32.0,cpu,VM10-1-9-207,0,01:10:43.237037
nice,0.0,cpu,VM10-1-9-207,1,01:10:43.237037
nice,7516.0,cpu,VM10-1-9-207,2,01:10:43.237038
