type,host,value,type_instance,time
memory,VM10-1-9-207,148213760.0,buffered,01:16:48.316390
memory,VM10-1-9-207,3745320960.0,cached,01:16:48.316390
memory,VM10-1-9-207,3889180672.0,free,01:16:48.316390
memory,VM10-1-9-207,322183168.0,slab_recl,01:16:48.316390
memory,VM10-1-9-207,35328000.0,slab_unrecl,01:16:48.316390
memory,VM10-1-9-207,235429888.0,used,01:16:48.316390
memory,VM10-1-9-207,148230144.0,buffered,01:16:53.972616
memory,VM10-1-9-207,3745271808.0,cached,01:16:53.972616
memory,VM10-1-9-207,3890606080.0,free,01:16:53.972616
memory,VM10-1-9-207,322138112.0,slab_recl,01:16:53.972616
memory,VM10-1-9-207,35622912.0,slab_unrecl,01:16:53.972616
memory,VM10-1-9-207,233787392.0,used,01:16:53.972616
memory,VM10-1-9-207,148451328.0,buffered,01:17:03.962316
memory,VM10-1-9-207,3745648640.0,cached,01:17:03.962316
memory,VM10-1-9-207,3855437824.0,free,01:17:03.962316
memory,VM10-1-9-207,322527232.0,slab_recl,01:17:03.962316
memory,VM10-1-9-207,36560896.0,slab_unrecl,01:17:03.962316
memory,VM10-1-9-207,267030528.0,used,01:17:03.962316
memory,VM10-1-9-207,148475904.0,buffered,01:17:13.962131
memory,VM10-1-9-207,3747307520.0,cached,01:17:13.962131
memory,VM10-1-9-207,3853324288.0,free,01:17:13.962131
memory,VM10-1-9-207,322519040.0,slab_recl,01:17:13.962131
memory,VM10-1-9-207,35905536.0,slab_unrecl,01:17:13.962131
memory,VM10-1-9-207,268124160.0,used,01:17:13.962131
memory,VM10-1-9-207,148480000.0,buffered,01:17:23.962200
memory,VM10-1-9-207,3747315712.0,cached,01:17:23.962200
memory,VM10-1-9-207,3853934592.0,free,01:17:23.962200
memory,VM10-1-9-207,322473984.0,slab_recl,01:17:23.962200
memory,VM10-1-9-207,35397632.0,slab_unrecl,01:17:23.962200
memory,VM10-1-9-207,268054528.0,used,01:17:23.962200
memory,VM10-1-9-207,148480000.0,buffered,01:17:33.962612
memory,VM10-1-9-207,3747323904.0,cached,01:17:33.962612
memory,VM10-1-9-207,3854073856.0,free,01:17:33.962612
memory,VM10-1-9-207,322469888.0,slab_recl,01:17:33.962612
memory,VM10-1-9-207,35495936.0,slab_unrecl,01:17:33.962612
memory,VM10-1-9-207,267812864.0,used,01:17:33.962612
memory,VM10-1-9-207,148488192.0,buffered,01:17:43.962060
memory,VM10-1-9-207,3747332096.0,cached,01:17:43.962060
memory,VM10-1-9-207,3853975552.0,free,01:17:43.962060
memory,VM10-1-9-207,322465792.0,slab_recl,01:17:43.962060
memory,VM10-1-9-207,35545088.0,slab_unrecl,01:17:43.962060
memory,VM10-1-9-207,267849728.0,used,01:17:43.962060
memory,VM10-1-9-207,148496384.0,buffered,01:17:53.962740
memory,VM10-1-9-207,3747340288.0,cached,01:17:53.962740
memory,VM10-1-9-207,3854098432.0,free,01:17:53.962740
memory,VM10-1-9-207,322457600.0,slab_recl,01:17:53.962740
memory,VM10-1-9-207,35250176.0,slab_unrecl,01:17:53.962740
memory,VM10-1-9-207,268013568.0,used,01:17:53.962740
memory,VM10-1-9-207,148500480.0,buffered,01:18:03.962865
memory,VM10-1-9-207,3747348480.0,cached,01:18:03.962865
memory,VM10-1-9-207,3853877248.0,free,01:18:03.962865
memory,VM10-1-9-207,322457600.0,slab_recl,01:18:03.962865
memory,VM10-1-9-207,35508224.0,slab_unrecl,01:18:03.962865
memory,VM10-1-9-207,267964416.0,used,01:18:03.962865
memory,VM10-1-9-207,148504576.0,buffered,01:18:13.962249
memory,VM10-1-9-207,3747356672.0,cached,01:18:13.962249
memory,VM10-1-9-207,3854131200.0,free,01:18:13.962249
memory,VM10-1-9-207,322453504.0,slab_recl,01:18:13.962249
memory,VM10-1-9-207,35188736.0,slab_unrecl,01:18:13.962249
memory,VM10-1-9-207,268021760.0,used,01:18:13.962249
memory,VM10-1-9-207,148512768.0,buffered,01:18:23.962152
memory,VM10-1-9-207,3747364864.0,cached,01:18:23.962152
memory,VM10-1-9-207,3853975552.0,free,01:18:23.962152
memory,VM10-1-9-207,322449408.0,slab_recl,01:18:23.962152
memory,VM10-1-9-207,35536896.0,slab_unrecl,01:18:23.962152
memory,VM10-1-9-207,267816960.0,used,01:18:23.962152
memory,VM10-1-9-207,148520960.0,buffered,01:18:33.962128
memory,VM10-1-9-207,3747373056.0,cached,01:18:33.962128
memory,VM10-1-9-207,3853910016.0,free,01:18:33.962128
memory,VM10-1-9-207,322445312.0,slab_recl,01:18:33.962128
memory,VM10-1-9-207,35418112.0,slab_unrecl,01:18:33.962128
memory,VM10-1-9-207,267988992.0,used,01:18:33.962128
memory,VM10-1-9-207,148533248.0,buffered,01:18:43.962204
memory,VM10-1-9-207,3747381248.0,cached,01:18:43.962204
memory,VM10-1-9-207,3853881344.0,free,01:18:43.962204
