type_instance,value,type,host,instance,time
user,126089.0,cpu,VM10-1-9-207,0,01:17:03.960896
user,133351.0,cpu,VM10-1-9-207,1,01:17:03.960907
user,107676.0,cpu,VM10-1-9-207,2,01:17:03.960915
user,103405.0,cpu,VM10-1-9-207,3,01:17:03.960918
system,6106.0,cpu,VM10-1-9-207,0,01:17:03.960925
system,7880.0,cpu,VM10-1-9-207,1,01:17:03.960929
system,7760.0,cpu,VM10-1-9-207,2,01:17:03.960930
system,7153.0,cpu,VM10-1-9-207,3,01:17:03.960931
wait,3431.0,cpu,VM10-1-9-207,0,01:17:03.960932
wait,4415.0,cpu,VM10-1-9-207,1,01:17:03.960933
wait,4224.0,cpu,VM10-1-9-207,2,01:17:03.960934
wait,3701.0,cpu,VM10-1-9-207,3,01:17:03.960934
nice,32.0,cpu,VM10-1-9-207,0,01:17:03.960935
nice,0.0,cpu,VM10-1-9-207,1,01:17:03.960936
nice,7516.0,cpu,VM10-1-9-207,2,01:17:03.960937
nice,0.0,cpu,VM10-1-9-207,3,01:17:03.960937
interrupt,0.0,cpu,VM10-1-9-207,0,01:17:03.960938
interrupt,0.0,cpu,VM10-1-9-207,1,01:17:03.960938
interrupt,0.0,cpu,VM10-1-9-207,2,01:17:03.960939
interrupt,0.0,cpu,VM10-1-9-207,3,01:17:03.960940
softirq,238.0,cpu,VM10-1-9-207,0,01:17:03.960941
softirq,120.0,cpu,VM10-1-9-207,1,01:17:03.960942
softirq,233.0,cpu,VM10-1-9-207,2,01:17:03.960942
softirq,231.0,cpu,VM10-1-9-207,3,01:17:03.960943
steal,67.0,cpu,VM10-1-9-207,0,01:17:03.960944
steal,70.0,cpu,VM10-1-9-207,1,01:17:03.960945
steal,235.0,cpu,VM10-1-9-207,2,01:17:03.960945
steal,167.0,cpu,VM10-1-9-207,3,01:17:03.960946
idle,5891922.0,cpu,VM10-1-9-207,0,01:17:03.960947
idle,5881490.0,cpu,VM10-1-9-207,1,01:17:03.960948
idle,5895451.0,cpu,VM10-1-9-207,2,01:17:03.960948
idle,5911464.0,cpu,VM10-1-9-207,3,01:17:03.960949
user,126090.0,cpu,VM10-1-9-207,0,01:17:13.960856
user,133352.0,cpu,VM10-1-9-207,1,01:17:13.960879
user,108674.0,cpu,VM10-1-9-207,2,01:17:13.960886
user,103405.0,cpu,VM10-1-9-207,3,01:17:13.960890
system,6106.0,cpu,VM10-1-9-207,0,01:17:13.960894
system,7882.0,cpu,VM10-1-9-207,1,01:17:13.960897
system,7762.0,cpu,VM10-1-9-207,2,01:17:13.960897
system,7154.0,cpu,VM10-1-9-207,3,01:17:13.960898
wait,3431.0,cpu,VM10-1-9-207,0,01:17:13.960902
wait,4415.0,cpu,VM10-1-9-207,1,01:17:13.960902
wait,4224.0,cpu,VM10-1-9-207,2,01:17:13.960903
wait,3702.0,cpu,VM10-1-9-207,3,01:17:13.960903
nice,32.0,cpu,VM10-1-9-207,0,01:17:13.960904
nice,0.0,cpu,VM10-1-9-207,1,01:17:13.960904
nice,7516.0,cpu,VM10-1-9-207,2,01:17:13.960905
nice,0.0,cpu,VM10-1-9-207,3,01:17:13.960906
interrupt,0.0,cpu,VM10-1-9-207,0,01:17:13.960907
interrupt,0.0,cpu,VM10-1-9-207,1,01:17:13.960907
interrupt,0.0,cpu,VM10-1-9-207,2,01:17:13.960907
interrupt,0.0,cpu,VM10-1-9-207,3,01:17:13.960908
softirq,238.0,cpu,VM10-1-9-207,0,01:17:13.960909
softirq,120.0,cpu,VM10-1-9-207,1,01:17:13.960909
softirq,233.0,cpu,VM10-1-9-207,2,01:17:13.960910
softirq,231.0,cpu,VM10-1-9-207,3,01:17:13.960910
steal,67.0,cpu,VM10-1-9-207,0,01:17:13.960911
steal,70.0,cpu,VM10-1-9-207,1,01:17:13.960912
steal,235.0,cpu,VM10-1-9-207,2,01:17:13.960912
steal,167.0,cpu,VM10-1-9-207,3,01:17:13.960913
idle,5892920.0,cpu,VM10-1-9-207,0,01:17:13.960913
idle,5882487.0,cpu,VM10-1-9-207,1,01:17:13.960914
idle,5895451.0,cpu,VM10-1-9-207,2,01:17:13.960915
idle,5912461.0,cpu,VM10-1-9-207,3,01:17:13.960915
user,126090.0,cpu,VM10-1-9-207,0,01:17:23.961046
user,133353.0,cpu,VM10-1-9-207,1,01:17:23.961061
user,109673.0,cpu,VM10-1-9-207,2,01:17:23.961070
user,103406.0,cpu,VM10-1-9-207,3,01:17:23.961084
system,6107.0,cpu,VM10-1-9-207,0,01:17:23.961096
system,7884.0,cpu,VM10-1-9-207,1,01:17:23.961108
system,7762.0,cpu,VM10-1-9-207,2,01:17:23.961109
system,7154.0,cpu,VM10-1-9-207,3,01:17:23.961111
