type,host,value,type_instance,time
memory,VM10-1-9-207,146812928.0,buffered,01:08:34.472606
memory,VM10-1-9-207,3743604736.0,cached,01:08:34.472606
memory,VM10-1-9-207,3899613184.0,free,01:08:34.472606
memory,VM10-1-9-207,320851968.0,slab_recl,01:08:34.472606
memory,VM10-1-9-207,34062336.0,slab_unrecl,01:08:34.472606
memory,VM10-1-9-207,230711296.0,used,01:08:34.472606
memory,VM10-1-9-207,147050496.0,buffered,01:08:44.457796
memory,VM10-1-9-207,3743969280.0,cached,01:08:44.457796
memory,VM10-1-9-207,3863126016.0,free,01:08:44.457796
memory,VM10-1-9-207,321363968.0,slab_recl,01:08:44.457796
memory,VM10-1-9-207,36282368.0,slab_unrecl,01:08:44.457796
memory,VM10-1-9-207,263864320.0,used,01:08:44.457796
