type,host,value,type_instance,time
memory,VM10-1-9-207,147402752.0,buffered,01:09:53.253810
memory,VM10-1-9-207,3740872704.0,cached,01:09:53.253810
memory,VM10-1-9-207,3898560512.0,free,01:09:53.253810
memory,VM10-1-9-207,321769472.0,slab_recl,01:09:53.253810
memory,VM10-1-9-207,35368960.0,slab_unrecl,01:09:53.253810
memory,VM10-1-9-207,231682048.0,used,01:09:53.253810
memory,VM10-1-9-207,147603456.0,buffered,01:10:03.239653
memory,VM10-1-9-207,3741618176.0,cached,01:10:03.239653
memory,VM10-1-9-207,3863891968.0,free,01:10:03.239653
memory,VM10-1-9-207,322068480.0,slab_recl,01:10:03.239653
memory,VM10-1-9-207,36212736.0,slab_unrecl,01:10:03.239653
memory,VM10-1-9-207,264261632.0,used,01:10:03.239653
memory,VM10-1-9-207,147636224.0,buffered,01:10:13.239113
memory,VM10-1-9-207,3743014912.0,cached,01:10:13.239113
memory,VM10-1-9-207,3862183936.0,free,01:10:13.239113
memory,VM10-1-9-207,322043904.0,slab_recl,01:10:13.239113
memory,VM10-1-9-207,35561472.0,slab_unrecl,01:10:13.239113
memory,VM10-1-9-207,265216000.0,used,01:10:13.239113
memory,VM10-1-9-207,147640320.0,buffered,01:10:23.239114
memory,VM10-1-9-207,3743023104.0,cached,01:10:23.239114
memory,VM10-1-9-207,3862245376.0,free,01:10:23.239114
memory,VM10-1-9-207,322002944.0,slab_recl,01:10:23.239114
memory,VM10-1-9-207,35221504.0,slab_unrecl,01:10:23.239114
memory,VM10-1-9-207,265523200.0,used,01:10:23.239114
memory,VM10-1-9-207,147644416.0,buffered,01:10:33.240044
memory,VM10-1-9-207,3743031296.0,cached,01:10:33.240044
memory,VM10-1-9-207,3862401024.0,free,01:10:33.240044
memory,VM10-1-9-207,322007040.0,slab_recl,01:10:33.240044
memory,VM10-1-9-207,35053568.0,slab_unrecl,01:10:33.240044
memory,VM10-1-9-207,265519104.0,used,01:10:33.240044
memory,VM10-1-9-207,147656704.0,buffered,01:10:43.239318
memory,VM10-1-9-207,3743039488.0,cached,01:10:43.239318
memory,VM10-1-9-207,3862499328.0,free,01:10:43.239318
memory,VM10-1-9-207,322002944.0,slab_recl,01:10:43.239318
memory,VM10-1-9-207,35151872.0,slab_unrecl,01:10:43.239318
memory,VM10-1-9-207,265306112.0,used,01:10:43.239318
memory,VM10-1-9-207,147664896.0,buffered,01:10:53.239074
memory,VM10-1-9-207,3743047680.0,cached,01:10:53.239074
memory,VM10-1-9-207,3862020096.0,free,01:10:53.239074
memory,VM10-1-9-207,321998848.0,slab_recl,01:10:53.239074
memory,VM10-1-9-207,34963456.0,slab_unrecl,01:10:53.239074
memory,VM10-1-9-207,265961472.0,used,01:10:53.239074
memory,VM10-1-9-207,147668992.0,buffered,01:11:03.239659
memory,VM10-1-9-207,3743055872.0,cached,01:11:03.239659
memory,VM10-1-9-207,3861389312.0,free,01:11:03.239659
memory,VM10-1-9-207,321994752.0,slab_recl,01:11:03.239659
memory,VM10-1-9-207,35151872.0,slab_unrecl,01:11:03.239659
memory,VM10-1-9-207,266395648.0,used,01:11:03.239659
memory,VM10-1-9-207,147677184.0,buffered,01:11:13.239117
memory,VM10-1-9-207,3743064064.0,cached,01:11:13.239117
memory,VM10-1-9-207,3860881408.0,free,01:11:13.239117
memory,VM10-1-9-207,321998848.0,slab_recl,01:11:13.239117
memory,VM10-1-9-207,35262464.0,slab_unrecl,01:11:13.239117
memory,VM10-1-9-207,266772480.0,used,01:11:13.239117
memory,VM10-1-9-207,147693568.0,buffered,01:11:23.239105
memory,VM10-1-9-207,3743072256.0,cached,01:11:23.239105
memory,VM10-1-9-207,3861073920.0,free,01:11:23.239105
memory,VM10-1-9-207,322007040.0,slab_recl,01:11:23.239105
memory,VM10-1-9-207,35139584.0,slab_unrecl,01:11:23.239105
memory,VM10-1-9-207,266670080.0,used,01:11:23.239105
memory,VM10-1-9-207,147705856.0,buffered,01:11:33.239180
memory,VM10-1-9-207,3743080448.0,cached,01:11:33.239180
memory,VM10-1-9-207,3861102592.0,free,01:11:33.239180
memory,VM10-1-9-207,321990656.0,slab_recl,01:11:33.239180
memory,VM10-1-9-207,34897920.0,slab_unrecl,01:11:33.239180
memory,VM10-1-9-207,266878976.0,used,01:11:33.239180
memory,VM10-1-9-207,147718144.0,buffered,01:11:43.239095
memory,VM10-1-9-207,3743088640.0,cached,01:11:43.239095
memory,VM10-1-9-207,3860819968.0,free,01:11:43.239095
memory,VM10-1-9-207,321990656.0,slab_recl,01:11:43.239095
memory,VM10-1-9-207,35250176.0,slab_unrecl,01:11:43.239095
memory,VM10-1-9-207,266788864.0,used,01:11:43.239095
memory,VM10-1-9-207,147734528.0,buffered,01:11:53.239493
memory,VM10-1-9-207,3743096832.0,cached,01:11:53.239493
memory,VM10-1-9-207,3860975616.0,free,01:11:53.239493
memory,VM10-1-9-207,321986560.0,slab_recl,01:11:53.239493
memory,VM10-1-9-207,35012608.0,slab_unrecl,01:11:53.239493
memory,VM10-1-9-207,266850304.0,used,01:11:53.239493
memory,VM10-1-9-207,147746816.0,buffered,01:12:03.239122
memory,VM10-1-9-207,3743039488.0,cached,01:12:03.239122
memory,VM10-1-9-207,3892858880.0,free,01:12:03.239122
memory,VM10-1-9-207,321998848.0,slab_recl,01:12:03.239122
memory,VM10-1-9-207,35250176.0,slab_unrecl,01:12:03.239122
memory,VM10-1-9-207,234762240.0,used,01:12:03.239122
