instance,value,host,time,type,type_instance
0,213124.0,VM10-1-9-207,02:44:26.752410,cpu,user
1,247992.0,VM10-1-9-207,02:44:26.752425,cpu,user
2,200149.0,VM10-1-9-207,02:44:26.752432,cpu,user
3,279143.0,VM10-1-9-207,02:44:26.752436,cpu,user
0,6948.0,VM10-1-9-207,02:44:26.752439,cpu,system
1,8814.0,VM10-1-9-207,02:44:26.752445,cpu,system
2,8721.0,VM10-1-9-207,02:44:26.752446,cpu,system
3,7956.0,VM10-1-9-207,02:44:26.752446,cpu,system
0,3757.0,VM10-1-9-207,02:44:26.752447,cpu,wait
1,4524.0,VM10-1-9-207,02:44:26.752448,cpu,wait
2,4522.0,VM10-1-9-207,02:44:26.752448,cpu,wait
3,3872.0,VM10-1-9-207,02:44:26.752449,cpu,wait
0,32.0,VM10-1-9-207,02:44:26.752450,cpu,nice
1,0.0,VM10-1-9-207,02:44:26.752450,cpu,nice
2,7516.0,VM10-1-9-207,02:44:26.752450,cpu,nice
3,0.0,VM10-1-9-207,02:44:26.752451,cpu,nice
0,0.0,VM10-1-9-207,02:44:26.752452,cpu,interrupt
1,0.0,VM10-1-9-207,02:44:26.752453,cpu,interrupt
2,0.0,VM10-1-9-207,02:44:26.752453,cpu,interrupt
3,0.0,VM10-1-9-207,02:44:26.752464,cpu,interrupt
0,284.0,VM10-1-9-207,02:44:26.752465,cpu,softirq
1,143.0,VM10-1-9-207,02:44:26.752465,cpu,softirq
2,258.0,VM10-1-9-207,02:44:26.752466,cpu,softirq
3,270.0,VM10-1-9-207,02:44:26.752466,cpu,softirq
0,85.0,VM10-1-9-207,02:44:26.752471,cpu,steal
1,96.0,VM10-1-9-207,02:44:26.752471,cpu,steal
2,262.0,VM10-1-9-207,02:44:26.752472,cpu,steal
3,220.0,VM10-1-9-207,02:44:26.752472,cpu,steal
0,6327645.0,VM10-1-9-207,02:44:26.752473,cpu,idle
1,6289743.0,VM10-1-9-207,02:44:26.752473,cpu,idle
2,6325383.0,VM10-1-9-207,02:44:26.752477,cpu,idle
3,6258573.0,VM10-1-9-207,02:44:26.752806,cpu,idle
0,213125.0,VM10-1-9-207,02:44:36.752613,cpu,user
1,248991.0,VM10-1-9-207,02:44:36.752718,cpu,user
2,200150.0,VM10-1-9-207,02:44:36.752726,cpu,user
3,279144.0,VM10-1-9-207,02:44:36.752733,cpu,user
0,6948.0,VM10-1-9-207,02:44:36.752741,cpu,system
1,8815.0,VM10-1-9-207,02:44:36.752753,cpu,system
2,8723.0,VM10-1-9-207,02:44:36.752971,cpu,system
3,7957.0,VM10-1-9-207,02:44:36.754240,cpu,system
0,3760.0,VM10-1-9-207,02:44:36.754310,cpu,wait
1,4524.0,VM10-1-9-207,02:44:36.754322,cpu,wait
2,4523.0,VM10-1-9-207,02:44:36.754337,cpu,wait
3,3872.0,VM10-1-9-207,02:44:36.754352,cpu,wait
0,32.0,VM10-1-9-207,02:44:36.754455,cpu,nice
1,0.0,VM10-1-9-207,02:44:36.754462,cpu,nice
2,7516.0,VM10-1-9-207,02:44:36.754544,cpu,nice
3,0.0,VM10-1-9-207,02:44:36.754550,cpu,nice
0,0.0,VM10-1-9-207,02:44:36.754561,cpu,interrupt
1,0.0,VM10-1-9-207,02:44:36.754587,cpu,interrupt
2,0.0,VM10-1-9-207,02:44:36.754618,cpu,interrupt
3,0.0,VM10-1-9-207,02:44:36.754625,cpu,interrupt
0,284.0,VM10-1-9-207,02:44:36.754627,cpu,softirq
1,143.0,VM10-1-9-207,02:44:36.754628,cpu,softirq
2,258.0,VM10-1-9-207,02:44:36.754629,cpu,softirq
3,270.0,VM10-1-9-207,02:44:36.754631,cpu,softirq
0,85.0,VM10-1-9-207,02:44:36.754632,cpu,steal
1,96.0,VM10-1-9-207,02:44:36.754633,cpu,steal
2,262.0,VM10-1-9-207,02:44:36.754634,cpu,steal
3,220.0,VM10-1-9-207,02:44:36.754634,cpu,steal
0,6328639.0,VM10-1-9-207,02:44:36.754636,cpu,idle
1,6289743.0,VM10-1-9-207,02:44:36.754637,cpu,idle
2,6326378.0,VM10-1-9-207,02:44:36.754637,cpu,idle
3,6259571.0,VM10-1-9-207,02:44:36.754639,cpu,idle
0,213126.0,VM10-1-9-207,02:44:46.752565,cpu,user
1,249990.0,VM10-1-9-207,02:44:46.752648,cpu,user
2,200152.0,VM10-1-9-207,02:44:46.752656,cpu,user
3,279144.0,VM10-1-9-207,02:44:46.752661,cpu,user
0,6950.0,VM10-1-9-207,02:44:46.752666,cpu,system
1,8816.0,VM10-1-9-207,02:44:46.752671,cpu,system
2,8726.0,VM10-1-9-207,02:44:46.752796,cpu,system
3,7957.0,VM10-1-9-207,02:44:46.753807,cpu,system
0,3761.0,VM10-1-9-207,02:44:46.753813,cpu,wait
1,4524.0,VM10-1-9-207,02:44:46.753813,cpu,wait
2,4526.0,VM10-1-9-207,02:44:46.753814,cpu,wait
3,3872.0,VM10-1-9-207,02:44:46.753814,cpu,wait
0,32.0,VM10-1-9-207,02:44:46.753815,cpu,nice
1,0.0,VM10-1-9-207,02:44:46.753816,cpu,nice
2,7516.0,VM10-1-9-207,02:44:46.753817,cpu,nice
3,0.0,VM10-1-9-207,02:44:46.753817,cpu,nice
0,0.0,VM10-1-9-207,02:44:46.753818,cpu,interrupt
1,0.0,VM10-1-9-207,02:44:46.753819,cpu,interrupt
2,0.0,VM10-1-9-207,02:44:46.753819,cpu,interrupt
3,0.0,VM10-1-9-207,02:44:46.753820,cpu,interrupt
0,284.0,VM10-1-9-207,02:44:46.753821,cpu,softirq
1,143.0,VM10-1-9-207,02:44:46.753821,cpu,softirq
2,258.0,VM10-1-9-207,02:44:46.753822,cpu,softirq
3,270.0,VM10-1-9-207,02:44:46.753823,cpu,softirq
0,85.0,VM10-1-9-207,02:44:46.753824,cpu,steal
1,97.0,VM10-1-9-207,02:44:46.753825,cpu,steal
2,262.0,VM10-1-9-207,02:44:46.753826,cpu,steal
3,220.0,VM10-1-9-207,02:44:46.753827,cpu,steal
0,6329636.0,VM10-1-9-207,02:44:46.753827,cpu,idle
1,6289743.0,VM10-1-9-207,02:44:46.753828,cpu,idle
2,6327366.0,VM10-1-9-207,02:44:46.753829,cpu,idle
3,6260570.0,VM10-1-9-207,02:44:46.753830,cpu,idle
0,213126.0,VM10-1-9-207,02:44:56.752486,cpu,user
1,250990.0,VM10-1-9-207,02:44:56.752499,cpu,user
2,200153.0,VM10-1-9-207,02:44:56.752508,cpu,user
3,279144.0,VM10-1-9-207,02:44:56.752522,cpu,user
0,6952.0,VM10-1-9-207,02:44:56.752537,cpu,system
1,8816.0,VM10-1-9-207,02:44:56.752545,cpu,system
2,8728.0,VM10-1-9-207,02:44:56.752546,cpu,system
3,7957.0,VM10-1-9-207,02:44:56.752547,cpu,system
0,3762.0,VM10-1-9-207,02:44:56.752548,cpu,wait
1,4524.0,VM10-1-9-207,02:44:56.752548,cpu,wait
2,4526.0,VM10-1-9-207,02:44:56.752549,cpu,wait
3,3872.0,VM10-1-9-207,02:44:56.752550,cpu,wait
0,32.0,VM10-1-9-207,02:44:56.752550,cpu,nice
1,0.0,VM10-1-9-207,02:44:56.752551,cpu,nice
2,7516.0,VM10-1-9-207,02:44:56.752552,cpu,nice
3,0.0,VM10-1-9-207,02:44:56.752553,cpu,nice
0,0.0,VM10-1-9-207,02:44:56.752554,cpu,interrupt
1,0.0,VM10-1-9-207,02:44:56.752554,cpu,interrupt
2,0.0,VM10-1-9-207,02:44:56.752555,cpu,interrupt
3,0.0,VM10-1-9-207,02:44:56.752556,cpu,interrupt
