host,time,type,value,type_instance
VM10-1-9-207,02:49:00.609914,memory,158756864.0,buffered
VM10-1-9-207,02:49:00.609914,memory,3784241152.0,cached
VM10-1-9-207,02:49:00.609914,memory,3848351744.0,free
VM10-1-9-207,02:49:00.609914,memory,328314880.0,slab_recl
VM10-1-9-207,02:49:00.609914,memory,38834176.0,slab_unrecl
VM10-1-9-207,02:49:00.609914,memory,217157632.0,used
VM10-1-9-207,02:49:10.596645,memory,158932992.0,buffered
VM10-1-9-207,02:49:10.596645,memory,3784622080.0,cached
VM10-1-9-207,02:49:10.596645,memory,3813744640.0,free
VM10-1-9-207,02:49:10.596645,memory,328777728.0,slab_recl
VM10-1-9-207,02:49:10.596645,memory,39817216.0,slab_unrecl
VM10-1-9-207,02:49:10.596645,memory,249761792.0,used
VM10-1-9-207,02:49:20.596625,memory,158949376.0,buffered
VM10-1-9-207,02:49:20.596625,memory,3786272768.0,cached
VM10-1-9-207,02:49:20.596625,memory,3811098624.0,free
VM10-1-9-207,02:49:20.596625,memory,328822784.0,slab_recl
VM10-1-9-207,02:49:20.596625,memory,39452672.0,slab_unrecl
VM10-1-9-207,02:49:20.596625,memory,251060224.0,used
VM10-1-9-207,02:49:30.596595,memory,158961664.0,buffered
VM10-1-9-207,02:49:30.596595,memory,3786276864.0,cached
VM10-1-9-207,02:49:30.596595,memory,3812106240.0,free
VM10-1-9-207,02:49:30.596595,memory,328728576.0,slab_recl
VM10-1-9-207,02:49:30.596595,memory,38731776.0,slab_unrecl
VM10-1-9-207,02:49:30.596595,memory,250851328.0,used
VM10-1-9-207,02:49:40.596555,memory,158965760.0,buffered
VM10-1-9-207,02:49:40.596555,memory,3786289152.0,cached
VM10-1-9-207,02:49:40.596555,memory,3811938304.0,free
VM10-1-9-207,02:49:40.596555,memory,328716288.0,slab_recl
VM10-1-9-207,02:49:40.596555,memory,38834176.0,slab_unrecl
VM10-1-9-207,02:49:40.596555,memory,250912768.0,used
VM10-1-9-207,02:49:50.596716,memory,158969856.0,buffered
VM10-1-9-207,02:49:50.596716,memory,3786297344.0,cached
VM10-1-9-207,02:49:50.596716,memory,3812069376.0,free
VM10-1-9-207,02:49:50.596716,memory,328724480.0,slab_recl
VM10-1-9-207,02:49:50.596716,memory,38850560.0,slab_unrecl
VM10-1-9-207,02:49:50.596716,memory,250744832.0,used
VM10-1-9-207,02:50:00.596665,memory,158978048.0,buffered
VM10-1-9-207,02:50:00.596665,memory,3786309632.0,cached
VM10-1-9-207,02:50:00.596665,memory,3812163584.0,free
VM10-1-9-207,02:50:00.596665,memory,328712192.0,slab_recl
VM10-1-9-207,02:50:00.596665,memory,38608896.0,slab_unrecl
VM10-1-9-207,02:50:00.596665,memory,250884096.0,used
VM10-1-9-207,02:50:10.596623,memory,158990336.0,buffered
VM10-1-9-207,02:50:10.596623,memory,3786317824.0,cached
VM10-1-9-207,02:50:10.596623,memory,3812196352.0,free
VM10-1-9-207,02:50:10.596623,memory,328712192.0,slab_recl
VM10-1-9-207,02:50:10.596623,memory,38465536.0,slab_unrecl
VM10-1-9-207,02:50:10.596623,memory,250974208.0,used
VM10-1-9-207,02:50:20.596597,memory,158994432.0,buffered
VM10-1-9-207,02:50:20.596597,memory,3786321920.0,cached
VM10-1-9-207,02:50:20.596597,memory,3811749888.0,free
VM10-1-9-207,02:50:20.596597,memory,328724480.0,slab_recl
VM10-1-9-207,02:50:20.596597,memory,38846464.0,slab_unrecl
VM10-1-9-207,02:50:20.596597,memory,251019264.0,used
VM10-1-9-207,02:50:30.596556,memory,159006720.0,buffered
VM10-1-9-207,02:50:30.596556,memory,3786330112.0,cached
VM10-1-9-207,02:50:30.596556,memory,3811524608.0,free
VM10-1-9-207,02:50:30.596556,memory,328728576.0,slab_recl
VM10-1-9-207,02:50:30.596556,memory,38785024.0,slab_unrecl
VM10-1-9-207,02:50:30.596556,memory,251281408.0,used
VM10-1-9-207,02:50:40.596805,memory,159014912.0,buffered
VM10-1-9-207,02:50:40.596805,memory,3786342400.0,cached
VM10-1-9-207,02:50:40.596805,memory,3811528704.0,free
VM10-1-9-207,02:50:40.596805,memory,328728576.0,slab_recl
VM10-1-9-207,02:50:40.596805,memory,38731776.0,slab_unrecl
VM10-1-9-207,02:50:40.596805,memory,251310080.0,used
VM10-1-9-207,02:50:50.596640,memory,159023104.0,buffered
VM10-1-9-207,02:50:50.596640,memory,3786354688.0,cached
VM10-1-9-207,02:50:50.596640,memory,3811463168.0,free
VM10-1-9-207,02:50:50.596640,memory,328720384.0,slab_recl
VM10-1-9-207,02:50:50.596640,memory,38879232.0,slab_unrecl
VM10-1-9-207,02:50:50.596640,memory,251215872.0,used
VM10-1-9-207,02:51:00.596544,memory,159035392.0,buffered
VM10-1-9-207,02:51:00.596544,memory,3786346496.0,cached
VM10-1-9-207,02:51:00.596544,memory,3811688448.0,free
VM10-1-9-207,02:51:00.596544,memory,328720384.0,slab_recl
VM10-1-9-207,02:51:00.596544,memory,38633472.0,slab_unrecl
VM10-1-9-207,02:51:00.596544,memory,251232256.0,used
VM10-1-9-207,02:51:10.596977,memory,159039488.0,buffered
VM10-1-9-207,02:51:10.596977,memory,3786366976.0,cached
VM10-1-9-207,02:51:10.596977,memory,3811876864.0,free
VM10-1-9-207,02:51:10.596977,memory,328724480.0,slab_recl
VM10-1-9-207,02:51:10.596977,memory,38461440.0,slab_unrecl
VM10-1-9-207,02:51:10.596977,memory,251187200.0,used
VM10-1-9-207,02:51:20.596912,memory,159047680.0,buffered
VM10-1-9-207,02:51:20.596912,memory,3786375168.0,cached
VM10-1-9-207,02:51:20.596912,memory,3811975168.0,free
VM10-1-9-207,02:51:20.596912,memory,328716288.0,slab_recl
VM10-1-9-207,02:51:20.596912,memory,38383616.0,slab_unrecl
VM10-1-9-207,02:51:20.596912,memory,251158528.0,used
VM10-1-9-207,02:51:30.596592,memory,159059968.0,buffered
VM10-1-9-207,02:51:30.596592,memory,3786371072.0,cached
VM10-1-9-207,02:51:30.596592,memory,3811495936.0,free
VM10-1-9-207,02:51:30.596592,memory,328720384.0,slab_recl
VM10-1-9-207,02:51:30.596592,memory,38838272.0,slab_unrecl
VM10-1-9-207,02:51:30.596592,memory,251170816.0,used
VM10-1-9-207,02:51:40.596632,memory,159059968.0,buffered
VM10-1-9-207,02:51:40.596632,memory,3786387456.0,cached
VM10-1-9-207,02:51:40.596632,memory,3811721216.0,free
VM10-1-9-207,02:51:40.596632,memory,328720384.0,slab_recl
