host,time,type,value,type_instance
VM10-1-9-207,02:42:01.782596,memory,157966336.0,buffered
VM10-1-9-207,02:42:01.782596,memory,3779837952.0,cached
VM10-1-9-207,02:42:01.782596,memory,3855425536.0,free
VM10-1-9-207,02:42:01.782596,memory,327643136.0,slab_recl
VM10-1-9-207,02:42:01.782596,memory,38363136.0,slab_unrecl
VM10-1-9-207,02:42:01.782596,memory,216420352.0,used
VM10-1-9-207,02:42:11.771435,memory,158154752.0,buffered
VM10-1-9-207,02:42:11.771435,memory,3780333568.0,cached
VM10-1-9-207,02:42:11.771435,memory,3820650496.0,free
VM10-1-9-207,02:42:11.771435,memory,328065024.0,slab_recl
VM10-1-9-207,02:42:11.771435,memory,39419904.0,slab_unrecl
VM10-1-9-207,02:42:11.771435,memory,249032704.0,used
VM10-1-9-207,02:42:21.771335,memory,158179328.0,buffered
VM10-1-9-207,02:42:21.771335,memory,3781992448.0,cached
VM10-1-9-207,02:42:21.771335,memory,3818938368.0,free
VM10-1-9-207,02:42:21.771335,memory,328060928.0,slab_recl
VM10-1-9-207,02:42:21.771335,memory,38760448.0,slab_unrecl
VM10-1-9-207,02:42:21.771335,memory,249724928.0,used
VM10-1-9-207,02:42:31.771475,memory,158191616.0,buffered
VM10-1-9-207,02:42:31.771475,memory,3782000640.0,cached
VM10-1-9-207,02:42:31.771475,memory,3819204608.0,free
VM10-1-9-207,02:42:31.771475,memory,328036352.0,slab_recl
VM10-1-9-207,02:42:31.771475,memory,38543360.0,slab_unrecl
VM10-1-9-207,02:42:31.771475,memory,249679872.0,used
VM10-1-9-207,02:42:41.771278,memory,158199808.0,buffered
VM10-1-9-207,02:42:41.771278,memory,3782004736.0,cached
VM10-1-9-207,02:42:41.771278,memory,3819335680.0,free
VM10-1-9-207,02:42:41.771278,memory,328032256.0,slab_recl
VM10-1-9-207,02:42:41.771278,memory,38199296.0,slab_unrecl
VM10-1-9-207,02:42:41.771278,memory,249884672.0,used
VM10-1-9-207,02:42:51.771278,memory,158208000.0,buffered
VM10-1-9-207,02:42:51.771278,memory,3782017024.0,cached
VM10-1-9-207,02:42:51.771278,memory,3819560960.0,free
VM10-1-9-207,02:42:51.771278,memory,328015872.0,slab_recl
VM10-1-9-207,02:42:51.771278,memory,38473728.0,slab_unrecl
VM10-1-9-207,02:42:51.771278,memory,249380864.0,used
VM10-1-9-207,02:43:01.771231,memory,158208000.0,buffered
VM10-1-9-207,02:43:01.771231,memory,3782025216.0,cached
VM10-1-9-207,02:43:01.771231,memory,3819368448.0,free
VM10-1-9-207,02:43:01.771231,memory,327999488.0,slab_recl
VM10-1-9-207,02:43:01.771231,memory,38469632.0,slab_unrecl
VM10-1-9-207,02:43:01.771231,memory,249585664.0,used
VM10-1-9-207,02:43:11.772492,memory,158212096.0,buffered
VM10-1-9-207,02:43:11.772492,memory,3782033408.0,cached
VM10-1-9-207,02:43:11.772492,memory,3819143168.0,free
VM10-1-9-207,02:43:11.772492,memory,328007680.0,slab_recl
VM10-1-9-207,02:43:11.772492,memory,38277120.0,slab_unrecl
VM10-1-9-207,02:43:11.772492,memory,249982976.0,used
VM10-1-9-207,02:43:21.771307,memory,158220288.0,buffered
VM10-1-9-207,02:43:21.771307,memory,3782037504.0,cached
VM10-1-9-207,02:43:21.771307,memory,3819274240.0,free
VM10-1-9-207,02:43:21.771307,memory,327999488.0,slab_recl
VM10-1-9-207,02:43:21.771307,memory,38379520.0,slab_unrecl
VM10-1-9-207,02:43:21.771307,memory,249745408.0,used
VM10-1-9-207,02:43:31.772463,memory,158232576.0,buffered
VM10-1-9-207,02:43:31.772463,memory,3782045696.0,cached
VM10-1-9-207,02:43:31.772463,memory,3819175936.0,free
VM10-1-9-207,02:43:31.772463,memory,328003584.0,slab_recl
VM10-1-9-207,02:43:31.772463,memory,38268928.0,slab_unrecl
VM10-1-9-207,02:43:31.772463,memory,249929728.0,used
VM10-1-9-207,02:43:41.771359,memory,158240768.0,buffered
VM10-1-9-207,02:43:41.771359,memory,3782057984.0,cached
VM10-1-9-207,02:43:41.771359,memory,3819433984.0,free
VM10-1-9-207,02:43:41.771359,memory,328003584.0,slab_recl
VM10-1-9-207,02:43:41.771359,memory,38109184.0,slab_unrecl
VM10-1-9-207,02:43:41.771359,memory,249810944.0,used
VM10-1-9-207,02:43:51.771308,memory,158244864.0,buffered
VM10-1-9-207,02:43:51.771308,memory,3782066176.0,cached
VM10-1-9-207,02:43:51.771308,memory,3819495424.0,free
VM10-1-9-207,02:43:51.771308,memory,327995392.0,slab_recl
VM10-1-9-207,02:43:51.771308,memory,38010880.0,slab_unrecl
VM10-1-9-207,02:43:51.771308,memory,249843712.0,used
VM10-1-9-207,02:44:01.771278,memory,158248960.0,buffered
VM10-1-9-207,02:44:01.771278,memory,3782070272.0,cached
VM10-1-9-207,02:44:01.771278,memory,3819016192.0,free
VM10-1-9-207,02:44:01.771278,memory,327995392.0,slab_recl
VM10-1-9-207,02:44:01.771278,memory,38432768.0,slab_unrecl
VM10-1-9-207,02:44:01.771278,memory,249892864.0,used
VM10-1-9-207,02:44:11.771219,memory,158253056.0,buffered
VM10-1-9-207,02:44:11.771219,memory,3782012928.0,cached
VM10-1-9-207,02:44:11.771219,memory,3850604544.0,free
VM10-1-9-207,02:44:11.771219,memory,327999488.0,slab_recl
VM10-1-9-207,02:44:11.771219,memory,38608896.0,slab_unrecl
VM10-1-9-207,02:44:11.771219,memory,218177536.0,used
