instance,value,host,time,type,type_instance
0,213085.0,VM10-1-9-207,02:41:13.033573,cpu,user
1,247271.0,VM10-1-9-207,02:41:13.033606,cpu,user
2,199112.0,VM10-1-9-207,02:41:13.033648,cpu,user
3,264033.0,VM10-1-9-207,02:41:13.033668,cpu,user
0,6896.0,VM10-1-9-207,02:41:13.033679,cpu,system
1,8779.0,VM10-1-9-207,02:41:13.033690,cpu,system
2,8676.0,VM10-1-9-207,02:41:13.033691,cpu,system
3,7930.0,VM10-1-9-207,02:41:13.033702,cpu,system
0,3715.0,VM10-1-9-207,02:41:13.033704,cpu,wait
1,4520.0,VM10-1-9-207,02:41:13.033705,cpu,wait
2,4518.0,VM10-1-9-207,02:41:13.033705,cpu,wait
3,3872.0,VM10-1-9-207,02:41:13.033706,cpu,wait
0,32.0,VM10-1-9-207,02:41:13.033707,cpu,nice
1,0.0,VM10-1-9-207,02:41:13.033715,cpu,nice
2,7516.0,VM10-1-9-207,02:41:13.033716,cpu,nice
3,0.0,VM10-1-9-207,02:41:13.033717,cpu,nice
0,0.0,VM10-1-9-207,02:41:13.033719,cpu,interrupt
1,0.0,VM10-1-9-207,02:41:13.033720,cpu,interrupt
2,0.0,VM10-1-9-207,02:41:13.033727,cpu,interrupt
3,0.0,VM10-1-9-207,02:41:13.033740,cpu,interrupt
0,283.0,VM10-1-9-207,02:41:13.033741,cpu,softirq
1,141.0,VM10-1-9-207,02:41:13.033742,cpu,softirq
2,256.0,VM10-1-9-207,02:41:13.033743,cpu,softirq
3,266.0,VM10-1-9-207,02:41:13.033750,cpu,softirq
0,85.0,VM10-1-9-207,02:41:13.033752,cpu,steal
1,95.0,VM10-1-9-207,02:41:13.033753,cpu,steal
2,261.0,VM10-1-9-207,02:41:13.033754,cpu,steal
3,218.0,VM10-1-9-207,02:41:13.033755,cpu,steal
0,6308432.0,VM10-1-9-207,02:41:13.033755,cpu,idle
1,6271152.0,VM10-1-9-207,02:41:13.033785,cpu,idle
2,6307108.0,VM10-1-9-207,02:41:13.033787,cpu,idle
3,6254348.0,VM10-1-9-207,02:41:13.033788,cpu,idle
0,213086.0,VM10-1-9-207,02:41:23.033355,cpu,user
1,247272.0,VM10-1-9-207,02:41:23.033365,cpu,user
2,199114.0,VM10-1-9-207,02:41:23.033369,cpu,user
3,265033.0,VM10-1-9-207,02:41:23.033376,cpu,user
0,6898.0,VM10-1-9-207,02:41:23.033380,cpu,system
1,8780.0,VM10-1-9-207,02:41:23.033386,cpu,system
2,8677.0,VM10-1-9-207,02:41:23.033386,cpu,system
3,7931.0,VM10-1-9-207,02:41:23.033393,cpu,system
0,3718.0,VM10-1-9-207,02:41:23.033405,cpu,wait
1,4520.0,VM10-1-9-207,02:41:23.033406,cpu,wait
2,4518.0,VM10-1-9-207,02:41:23.033406,cpu,wait
3,3872.0,VM10-1-9-207,02:41:23.033407,cpu,wait
0,32.0,VM10-1-9-207,02:41:23.033408,cpu,nice
1,0.0,VM10-1-9-207,02:41:23.033424,cpu,nice
2,7516.0,VM10-1-9-207,02:41:23.033425,cpu,nice
3,0.0,VM10-1-9-207,02:41:23.033426,cpu,nice
0,0.0,VM10-1-9-207,02:41:23.033427,cpu,interrupt
1,0.0,VM10-1-9-207,02:41:23.033428,cpu,interrupt
2,0.0,VM10-1-9-207,02:41:23.033442,cpu,interrupt
3,0.0,VM10-1-9-207,02:41:23.033443,cpu,interrupt
0,283.0,VM10-1-9-207,02:41:23.033444,cpu,softirq
1,141.0,VM10-1-9-207,02:41:23.033445,cpu,softirq
2,256.0,VM10-1-9-207,02:41:23.033445,cpu,softirq
3,266.0,VM10-1-9-207,02:41:23.033451,cpu,softirq
0,85.0,VM10-1-9-207,02:41:23.033453,cpu,steal
1,95.0,VM10-1-9-207,02:41:23.033454,cpu,steal
2,261.0,VM10-1-9-207,02:41:23.033455,cpu,steal
