instance,value,host,time,type,type_instance
0,213076.0,VM10-1-9-207,02:40:53.535720,cpu,user
1,247259.0,VM10-1-9-207,02:40:53.535733,cpu,user
2,198792.0,VM10-1-9-207,02:40:53.535736,cpu,user
3,263687.0,VM10-1-9-207,02:40:53.535749,cpu,user
0,6886.0,VM10-1-9-207,02:40:53.535763,cpu,system
1,8758.0,VM10-1-9-207,02:40:53.535766,cpu,system
2,8664.0,VM10-1-9-207,02:40:53.535766,cpu,system
3,7915.0,VM10-1-9-207,02:40:53.535771,cpu,system
0,3705.0,VM10-1-9-207,02:40:53.535772,cpu,wait
1,4520.0,VM10-1-9-207,02:40:53.535772,cpu,wait
2,4518.0,VM10-1-9-207,02:40:53.535773,cpu,wait
3,3870.0,VM10-1-9-207,02:40:53.535773,cpu,wait
0,32.0,VM10-1-9-207,02:40:53.535777,cpu,nice
1,0.0,VM10-1-9-207,02:40:53.535778,cpu,nice
2,7516.0,VM10-1-9-207,02:40:53.535779,cpu,nice
3,0.0,VM10-1-9-207,02:40:53.535779,cpu,nice
0,0.0,VM10-1-9-207,02:40:53.535783,cpu,interrupt
1,0.0,VM10-1-9-207,02:40:53.535787,cpu,interrupt
2,0.0,VM10-1-9-207,02:40:53.535788,cpu,interrupt
3,0.0,VM10-1-9-207,02:40:53.535788,cpu,interrupt
0,282.0,VM10-1-9-207,02:40:53.535789,cpu,softirq
1,141.0,VM10-1-9-207,02:40:53.535789,cpu,softirq
2,256.0,VM10-1-9-207,02:40:53.535789,cpu,softirq
3,266.0,VM10-1-9-207,02:40:53.535793,cpu,softirq
0,85.0,VM10-1-9-207,02:40:53.535794,cpu,steal
1,95.0,VM10-1-9-207,02:40:53.535795,cpu,steal
2,261.0,VM10-1-9-207,02:40:53.535795,cpu,steal
3,218.0,VM10-1-9-207,02:40:53.535795,cpu,steal
0,6306516.0,VM10-1-9-207,02:40:53.535810,cpu,idle
1,6269240.0,VM10-1-9-207,02:40:53.535811,cpu,idle
2,6305495.0,VM10-1-9-207,02:40:53.535811,cpu,idle
3,6252765.0,VM10-1-9-207,02:40:53.535812,cpu,idle
