host,time,type,value,type_instance
VM10-1-9-207,02:41:03.053005,memory,157679616.0,buffered
VM10-1-9-207,02:41:03.053005,memory,3777769472.0,cached
VM10-1-9-207,02:41:03.053005,memory,3857141760.0,free
VM10-1-9-207,02:41:03.053005,memory,327434240.0,slab_recl
VM10-1-9-207,02:41:03.053005,memory,39030784.0,slab_unrecl
VM10-1-9-207,02:41:03.053005,memory,216600576.0,used
VM10-1-9-207,02:41:13.037819,memory,157872128.0,buffered
VM10-1-9-207,02:41:13.037819,memory,3778412544.0,cached
VM10-1-9-207,02:41:13.037819,memory,3823316992.0,free
VM10-1-9-207,02:41:13.037819,memory,327806976.0,slab_recl
VM10-1-9-207,02:41:13.037819,memory,39444480.0,slab_unrecl
VM10-1-9-207,02:41:13.037819,memory,248803328.0,used
VM10-1-9-207,02:41:23.037633,memory,157904896.0,buffered
VM10-1-9-207,02:41:23.037633,memory,3779923968.0,cached
VM10-1-9-207,02:41:23.037633,memory,3821531136.0,free
VM10-1-9-207,02:41:23.037633,memory,327782400.0,slab_recl
VM10-1-9-207,02:41:23.037633,memory,38813696.0,slab_unrecl
VM10-1-9-207,02:41:23.037633,memory,249700352.0,used
VM10-1-9-207,02:41:33.037600,memory,157921280.0,buffered
VM10-1-9-207,02:41:33.037600,memory,3779928064.0,cached
VM10-1-9-207,02:41:33.037600,memory,3822100480.0,free
VM10-1-9-207,02:41:33.037600,memory,327749632.0,slab_recl
VM10-1-9-207,02:41:33.037600,memory,38387712.0,slab_unrecl
VM10-1-9-207,02:41:33.037600,memory,249569280.0,used
VM10-1-9-207,02:41:43.037591,memory,157933568.0,buffered
VM10-1-9-207,02:41:43.037591,memory,3779936256.0,cached
VM10-1-9-207,02:41:43.037591,memory,3822129152.0,free
VM10-1-9-207,02:41:43.037591,memory,327745536.0,slab_recl
VM10-1-9-207,02:41:43.037591,memory,38244352.0,slab_unrecl
VM10-1-9-207,02:41:43.037591,memory,249667584.0,used
VM10-1-9-207,02:41:53.037605,memory,157949952.0,buffered
VM10-1-9-207,02:41:53.037605,memory,3779944448.0,cached
VM10-1-9-207,02:41:53.037605,memory,3822481408.0,free
VM10-1-9-207,02:41:53.037605,memory,327725056.0,slab_recl
VM10-1-9-207,02:41:53.037605,memory,38268928.0,slab_unrecl
VM10-1-9-207,02:41:53.037605,memory,249286656.0,used
