host,time,type,value,type_instance
VM10-1-9-207,02:44:16.764530,memory,158269440.0,buffered
VM10-1-9-207,02:44:16.764530,memory,3782004736.0,cached
VM10-1-9-207,02:44:16.764530,memory,3852644352.0,free
VM10-1-9-207,02:44:16.764530,memory,327970816.0,slab_recl
VM10-1-9-207,02:44:16.764530,memory,38653952.0,slab_unrecl
VM10-1-9-207,02:44:16.764530,memory,216113152.0,used
VM10-1-9-207,02:44:26.753991,memory,158478336.0,buffered
VM10-1-9-207,02:44:26.753991,memory,3782434816.0,cached
VM10-1-9-207,02:44:26.753991,memory,3817111552.0,free
VM10-1-9-207,02:44:26.753991,memory,328429568.0,slab_recl
VM10-1-9-207,02:44:26.753991,memory,39563264.0,slab_unrecl
VM10-1-9-207,02:44:26.753991,memory,249638912.0,used
VM10-1-9-207,02:44:36.753685,memory,158519296.0,buffered
VM10-1-9-207,02:44:36.753685,memory,3784097792.0,cached
VM10-1-9-207,02:44:36.753685,memory,3815919616.0,free
VM10-1-9-207,02:44:36.753685,memory,328417280.0,slab_recl
VM10-1-9-207,02:44:36.753685,memory,38748160.0,slab_unrecl
VM10-1-9-207,02:44:36.753685,memory,249954304.0,used
VM10-1-9-207,02:44:46.754266,memory,158531584.0,buffered
VM10-1-9-207,02:44:46.754266,memory,3784101888.0,cached
VM10-1-9-207,02:44:46.754266,memory,3815661568.0,free
VM10-1-9-207,02:44:46.754266,memory,328392704.0,slab_recl
VM10-1-9-207,02:44:46.754266,memory,38686720.0,slab_unrecl
VM10-1-9-207,02:44:46.754266,memory,250281984.0,used
VM10-1-9-207,02:44:56.753735,memory,158535680.0,buffered
VM10-1-9-207,02:44:56.753735,memory,3784110080.0,cached
VM10-1-9-207,02:44:56.753735,memory,3815976960.0,free
VM10-1-9-207,02:44:56.753735,memory,328380416.0,slab_recl
VM10-1-9-207,02:44:56.753735,memory,38359040.0,slab_unrecl
VM10-1-9-207,02:44:56.753735,memory,250294272.0,used
VM10-1-9-207,02:45:06.753752,memory,158547968.0,buffered
VM10-1-9-207,02:45:06.753752,memory,3784118272.0,cached
VM10-1-9-207,02:45:06.753752,memory,3816075264.0,free
VM10-1-9-207,02:45:06.753752,memory,328376320.0,slab_recl
VM10-1-9-207,02:45:06.753752,memory,38273024.0,slab_unrecl
VM10-1-9-207,02:45:06.753752,memory,250265600.0,used
VM10-1-9-207,02:45:16.753634,memory,158556160.0,buffered
