instance,value,host,time,type,type_instance
3,0.0,VM10-1-9-207,02:48:56.762960,cpu,interrupt
1,6302716.0,VM10-1-9-207,02:48:56.762968,cpu,idle
3,6284847.0,VM10-1-9-207,02:48:56.762973,cpu,idle
0,225178.0,VM10-1-9-207,02:49:10.595393,cpu,user
1,262004.0,VM10-1-9-207,02:49:10.595406,cpu,user
2,200543.0,VM10-1-9-207,02:49:10.595418,cpu,user
3,279837.0,VM10-1-9-207,02:49:10.595426,cpu,user
0,7008.0,VM10-1-9-207,02:49:10.595450,cpu,system
1,8840.0,VM10-1-9-207,02:49:10.595456,cpu,system
2,8797.0,VM10-1-9-207,02:49:10.595456,cpu,system
3,7978.0,VM10-1-9-207,02:49:10.595461,cpu,system
0,3769.0,VM10-1-9-207,02:49:10.595462,cpu,wait
1,4524.0,VM10-1-9-207,02:49:10.595462,cpu,wait
2,4557.0,VM10-1-9-207,02:49:10.595462,cpu,wait
3,3873.0,VM10-1-9-207,02:49:10.595463,cpu,wait
0,32.0,VM10-1-9-207,02:49:10.595463,cpu,nice
1,0.0,VM10-1-9-207,02:49:10.595468,cpu,nice
2,7516.0,VM10-1-9-207,02:49:10.595469,cpu,nice
3,0.0,VM10-1-9-207,02:49:10.595469,cpu,nice
0,0.0,VM10-1-9-207,02:49:10.595469,cpu,interrupt
1,0.0,VM10-1-9-207,02:49:10.595470,cpu,interrupt
2,0.0,VM10-1-9-207,02:49:10.595474,cpu,interrupt
3,0.0,VM10-1-9-207,02:49:10.595474,cpu,interrupt
0,286.0,VM10-1-9-207,02:49:10.595475,cpu,softirq
1,145.0,VM10-1-9-207,02:49:10.595475,cpu,softirq
2,258.0,VM10-1-9-207,02:49:10.595476,cpu,softirq
3,271.0,VM10-1-9-207,02:49:10.595479,cpu,softirq
0,87.0,VM10-1-9-207,02:49:10.595480,cpu,steal
1,98.0,VM10-1-9-207,02:49:10.595481,cpu,steal
2,262.0,VM10-1-9-207,02:49:10.595481,cpu,steal
3,222.0,VM10-1-9-207,02:49:10.595482,cpu,steal
0,6343883.0,VM10-1-9-207,02:49:10.595482,cpu,idle
1,6304088.0,VM10-1-9-207,02:49:10.595497,cpu,idle
2,6353208.0,VM10-1-9-207,02:49:10.595500,cpu,idle
3,6286214.0,VM10-1-9-207,02:49:10.595501,cpu,idle
0,225178.0,VM10-1-9-207,02:49:20.595351,cpu,user
1,262006.0,VM10-1-9-207,02:49:20.596693,cpu,user
2,201542.0,VM10-1-9-207,02:49:20.596718,cpu,user
3,279840.0,VM10-1-9-207,02:49:20.596739,cpu,user
0,7010.0,VM10-1-9-207,02:49:20.596746,cpu,system
1,8842.0,VM10-1-9-207,02:49:20.596766,cpu,system
2,8797.0,VM10-1-9-207,02:49:20.596782,cpu,system
3,7978.0,VM10-1-9-207,02:49:20.596885,cpu,system
0,3769.0,VM10-1-9-207,02:49:20.596970,cpu,wait
1,4524.0,VM10-1-9-207,02:49:20.596971,cpu,wait
2,4557.0,VM10-1-9-207,02:49:20.596972,cpu,wait
3,3873.0,VM10-1-9-207,02:49:20.596972,cpu,wait
0,32.0,VM10-1-9-207,02:49:20.596973,cpu,nice
1,0.0,VM10-1-9-207,02:49:20.597038,cpu,nice
2,7516.0,VM10-1-9-207,02:49:20.597107,cpu,nice
3,0.0,VM10-1-9-207,02:49:20.597114,cpu,nice
0,0.0,VM10-1-9-207,02:49:20.606159,cpu,interrupt
1,0.0,VM10-1-9-207,02:49:20.611592,cpu,interrupt
2,0.0,VM10-1-9-207,02:49:20.611636,cpu,interrupt
3,0.0,VM10-1-9-207,02:49:20.611689,cpu,interrupt
0,286.0,VM10-1-9-207,02:49:20.611700,cpu,softirq
1,145.0,VM10-1-9-207,02:49:20.611721,cpu,softirq
2,258.0,VM10-1-9-207,02:49:20.611785,cpu,softirq
3,271.0,VM10-1-9-207,02:49:20.611883,cpu,softirq
0,87.0,VM10-1-9-207,02:49:20.611926,cpu,steal
1,98.0,VM10-1-9-207,02:49:20.611947,cpu,steal
2,263.0,VM10-1-9-207,02:49:20.612010,cpu,steal
3,222.0,VM10-1-9-207,02:49:20.612035,cpu,steal
