type_instance,type,value,host,time
buffered,memory,163082240.0,VM10-1-9-207,03:29:37.915875
cached,memory,3801522176.0,VM10-1-9-207,03:29:37.915875
free,memory,3817259008.0,VM10-1-9-207,03:29:37.915875
slab_recl,memory,331075584.0,VM10-1-9-207,03:29:37.915875
slab_unrecl,memory,40177664.0,VM10-1-9-207,03:29:37.915875
used,memory,222539776.0,VM10-1-9-207,03:29:37.915875
buffered,memory,163315712.0,VM10-1-9-207,03:29:47.904040
cached,memory,3801939968.0,VM10-1-9-207,03:29:47.904040
free,memory,3782688768.0,VM10-1-9-207,03:29:47.904040
slab_recl,memory,331509760.0,VM10-1-9-207,03:29:47.904040
slab_unrecl,memory,40845312.0,VM10-1-9-207,03:29:47.904040
used,memory,255356928.0,VM10-1-9-207,03:29:47.904040
buffered,memory,163348480.0,VM10-1-9-207,03:29:57.904296
cached,memory,3803602944.0,VM10-1-9-207,03:29:57.904296
free,memory,3779272704.0,VM10-1-9-207,03:29:57.904296
slab_recl,memory,331534336.0,VM10-1-9-207,03:29:57.904296
slab_unrecl,memory,40677376.0,VM10-1-9-207,03:29:57.904296
used,memory,257220608.0,VM10-1-9-207,03:29:57.904296
buffered,memory,163352576.0,VM10-1-9-207,03:30:07.903962
cached,memory,3803607040.0,VM10-1-9-207,03:30:07.903962
free,memory,3779563520.0,VM10-1-9-207,03:30:07.903962
slab_recl,memory,331505664.0,VM10-1-9-207,03:30:07.903962
slab_unrecl,memory,40382464.0,VM10-1-9-207,03:30:07.903962
used,memory,257245184.0,VM10-1-9-207,03:30:07.903962
buffered,memory,163356672.0,VM10-1-9-207,03:30:17.904620
cached,memory,3803615232.0,VM10-1-9-207,03:30:17.904620
free,memory,3780075520.0,VM10-1-9-207,03:30:17.904620
slab_recl,memory,331489280.0,VM10-1-9-207,03:30:17.904620
slab_unrecl,memory,40034304.0,VM10-1-9-207,03:30:17.904620
used,memory,257085440.0,VM10-1-9-207,03:30:17.904620
buffered,memory,163364864.0,VM10-1-9-207,03:30:27.903890
cached,memory,3803623424.0,VM10-1-9-207,03:30:27.903890
free,memory,3779977216.0,VM10-1-9-207,03:30:27.903890
slab_recl,memory,331481088.0,VM10-1-9-207,03:30:27.903890
slab_unrecl,memory,39976960.0,VM10-1-9-207,03:30:27.903890
used,memory,257232896.0,VM10-1-9-207,03:30:27.903890
buffered,memory,163373056.0,VM10-1-9-207,03:30:37.904813
cached,memory,3803631616.0,VM10-1-9-207,03:30:37.904813
free,memory,3779694592.0,VM10-1-9-207,03:30:37.904813
slab_recl,memory,331472896.0,VM10-1-9-207,03:30:37.904813
slab_unrecl,memory,40357888.0,VM10-1-9-207,03:30:37.904813
used,memory,257126400.0,VM10-1-9-207,03:30:37.904813
buffered,memory,163385344.0,VM10-1-9-207,03:30:47.906337
cached,memory,3803639808.0,VM10-1-9-207,03:30:47.906337
free,memory,3779723264.0,VM10-1-9-207,03:30:47.906337
slab_recl,memory,331464704.0,VM10-1-9-207,03:30:47.906337
slab_unrecl,memory,40210432.0,VM10-1-9-207,03:30:47.906337
used,memory,257232896.0,VM10-1-9-207,03:30:47.906337
